idiom,meaning,instance,label,maxVote,gold_0,gold_1,AssignmentId,WorkerId,TimeMe
off the cuff,in an unguarded way,"while wearing a shirt with no cuffs, he gave an off the cuff speech about fashion",literal,tie,discard,literal,"['3QRYMNZ7FEXKQB2O9NYKGK1K1LKNTE', '37WLF8U1W56DG769GXYBDIS2NI4K6V']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[173.839, 66.1]"
old hat,Someone who is old fashioned. The phrase can directly refer to old fashion too.,"she's an old hat at programming, having done it for years",figurative,figurative,figurative,figurative,"['35DR22AR5T0K3OIYWEF2W9OK90I3XY', '3HHRAGRYXOLJOHTMCWTG490DXON9OG']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[150.503, 31.684]"
on its knees,something that is in a very weak situation or on the verge of failure,"after the economic crisis, the city was on its knees and struggling to recover",figurative,figurative,figurative,figurative,"['3X87C8JFVMR4E8210FLBA9034DTSQH', '3EKVH9QMEEKHK0HY1E0LJSG0N45D2U']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[117.609, 42.362]"
on the crest of a wave,to reach the highest point of success,the surfer skillfully balanced himself while riding on the crest of a wave,literal,literal,literal,literal,"['3CPLWGV3M4F16WTABHT3PK087EI9N1', '3QHK8ZVMI2YU6P5MXORK3YR9QJKBLA']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[75.512, 152.174]"
on the dot,exactly on time,"she arrived at 3 PM on the dot, showing her punctuality",figurative,figurative,figurative,figurative,"['3H7XDTSHKS7680PWHOQ0DKZM43GGWP', '3NS0A6KXCKOA2VU1SBA7COT4L5KGZF']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[31.784, 31.389]"
on the edge of their seat,to be very interested in something and fits with both extremely exciting and nerve-wracking,the suspenseful movie had everyone on the edge of their seat,figurative,tie,literal,figurative,"['358010RM5U94FXKHGOL8F4G30KAVXM', '34PGFRQON4RGZ2FXPUB3AXR2WVXWJ9']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[40.505, 91.223]"
on the hook,someone who is responsible for something,he was left on the hook for the entire project after his partner quit,figurative,figurative,figurative,figurative,"['3AMW0RGHOTIMYJ9HS6P0BA0NCIZNP9', '3NQL1CS157OTF2ARLK7AYINC2Q4VYS']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[48.634, 32.856]"
on the same page,everyone in agreement,"before starting the project, we need to be on the same page regarding our goals",figurative,figurative,figurative,figurative,"['39N5ACM9HU319H5NRW6VT9537TJ9PX', '3OSWBBLG1UDILGKVP3LE9IAW0D6DX5']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[124.563, 149.144]"
on the same page,everyone in agreement,"while reading the book together, they happened to be on the same page",literal,literal,literal,literal,"['3DPNQGW4L1VS25H6V5BV6136QWF46Q', '3HVVDCPGTU8E2A62GP7VX0ZR55OYTF']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[104.797, 31.551]"
open old wounds,"to revive memories of an unpleasant event, situation or dispute that took place in the past",bringing up their past mistakes opened old wounds in the conversation,figurative,figurative,figurative,figurative,"['3HPZF4IVN29XGT4RU3C58QZNHJOYCW', '3HHRAGRYXOLJOHTMCWTG490DXOMO9U']","['A2TBXASXZIRNNW', 'A38DXFI1TZA295']","[25.279, 35.488]"
out of hand,out of control,the party got out of hand when people started throwing food,figurative,figurative,figurative,figurative,"['3J4Q2Z4UTEJXLPJAKKVC7Y3OAQPQWU', '33CKWXB73Z0G3KJQ2HGCD75M61P11C']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[29.084, 39.803]"
out of the closet,go public about something private or hidden,"after years of hiding his true self, he finally came out of the closet to his family",figurative,figurative,figurative,figurative,"['3JZQSN0I36Q4XE31RZG09WDM90QGFR', '31QTRG6Q29TGAIDVZ8YBSQYUG23YPA']","['A2TBXASXZIRNNW', 'A38DXFI1TZA295']","[27.937, 35.751]"
out of the frying pan into the fire,to go from a bad to worse situation,"by quitting her job without a backup plan, she jumped out of the frying pan into the fire",figurative,figurative,figurative,figurative,"['3GDTJDAPVARVA9P0UO8PC9GXIIP8MA', '3JV9LGBJW9UY3RGUQ2ZQWQM011HOGL']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[38.187, 76.935]"
over my dead body,"in no way, under no circumstances",the cat walked over my dead body in the crime scene simulation,literal,literal,literal,literal,"['3YDGXNSEOFAF6J0UOK8TQFZXWR548C', '3LWJHTCVCS2VA3XFUVLC3AHOFNZQFW']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[70.601, 146.717]"
over the moon,extremely pleased or happy,she was over the moon about the news of her promotion,figurative,figurative,figurative,figurative,"['33UKMF931P0ILO786JKWPJ7CQ36TTL', '3FIUS151DBIABEZW2JMIRHDYAFQGGQ']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[148.821, 24.456]"
pain in the neck,Mathematics is generally a real pain in the neck for most of the school and college students.,dealing with his constant complaints was a real pain in the neck for everyone,figurative,figurative,figurative,figurative,"['3CPLWGV3M4F16WTABHT3PK087EI9N1', '3QHK8ZVMI2YU6P5MXORK3YR9QJKBLA']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[75.512, 152.174]"
paint the town red,to celebrate and have a wild time,"after winning the championship, they decided to paint the town red together and celebrate",figurative,figurative,figurative,figurative,"['304SM51WAJKHA20CHXOLFK54IDSBSO', '3NPI0JQDA4LKTWE1P2BCK96F10LTPG']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[172.073, 33.21]"
paint the town red,to celebrate and have a wild time,"as part of a community art project, they decided to paint the town red together by covering the walls with vibrant murals",literal,literal,literal,literal,"['36PW28KO4FCBH9Q2AO4KVSHJZ4YEAV', '3D3VGR7TAGV06SWMNF9A7R2W8JX3R2']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[145.843, 32.004]"
pass the buck,passing blame to another person,he handed her a dollar bill and passed the buck to her,literal,literal,literal,literal,"['3TPZPLC3MGSFUFG7AN5L2W2H7193PA', '38SKSKU7RHD4TXJS3YJ1PLVML94LIT']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[27.705, 109.552]"
pass the torch,to pass on the responsibility,"during the relay race, he passed the torch to her for the next lap",literal,literal,literal,literal,"['3FQ5JJ51214LNSC1FEKSFTEOI8TNK8', '3L4PIM1GQ9W1MVTAC020XLY9HKRRYV']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[61.926, 75.256]"
pass the torch,to pass on the responsibility,the retiring CEO passed the torch to her as the new leader of the company,figurative,figurative,figurative,figurative,"['3S96KQ6I92KB4ZBBKTKHKFPQNHIDTM', '3MB8LZR5BV9VZS9G314D21AZDDTLK4']","['A2TBXASXZIRNNW', 'AX8NXTT8QMGHC']","[31.243, 51.454]"
pay the piper,to bear the ill-effects of something that was enjoyable at one time,"after a night of excessive partying, they had to pay the piper the next day",figurative,figurative,figurative,figurative,"['379J5II414WSDSH67FTA46XUTGXLEK', '3LEP4MGT3WGB8DHUK7TWKLJ4HAIDBW']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[44.438, 24.391]"
pay the piper,to bear the ill-effects of something that was enjoyable at one time,"the musicians finished their performance, and we had to pay the piper for his services",literal,tie,figurative,literal,"['3SLE99ER03TEBEMQCPITBD275SSZBH', '37UEWGM5H9O4WPI70BVRJYNZAZIR1X']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[85.842, 46.261]"
pie in the sky,used to portray or refer to something that is lovely to consider however is probably not going to happen,his plan to become a millionaire overnight was just a pie in the sky,figurative,figurative,figurative,figurative,"['3G0WWMR1UB07YVAWSJ4PBFQXHELNQ0', '3PQMUDRV77M23WBMIVMOX53U45AIIC']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[40.257, 25.233]"
pie in the sky,used to portray or refer to something that is lovely to consider however is probably not going to happen,the artist painted a pie in the sky to represent the whimsical nature of dreams,literal,literal,literal,literal,"['3D4CH1LGEQ9VW4COODG8Z0RB62VG9Z', '333U7HK6IPVHQWF68Z6DI92HPFRJDN']","['A290OV59Q76QC8', 'APGX2WZ59OWDN']","[92.342, 55.866]"
piece of work,"a complex, tricky, or odd person","he was a real piece of work, always causing trouble and stirring up drama",figurative,figurative,figurative,figurative,"['3J4Q2Z4UTEJXLPJAKKVC7Y3OAQPQWU', '33CKWXB73Z0G3KJQ2HGCD75M61P11C']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[29.084, 39.803]"
piece of work,"a complex, tricky, or odd person","the sculpture she created was a real piece of work, showcasing her artistic talent",literal,literal,literal,literal,"['35DR22AR5T0K3OIYWEF2W9OK90I3XY', '3HHRAGRYXOLJOHTMCWTG490DXON9OG']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[150.503, 31.684]"
piss and vinegar,to self-reference someone who is in a bad mood and ready to fight.,"the young athlete was full of piss and vinegar, eager to prove himself",figurative,figurative,figurative,figurative,"['386CSBG1OF2ZRA44T2I8944BMOWQ6T', '3L4PIM1GQ9W1MVTAC020XLY9HKRYR2']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[40.452, 44.53]"
plays with fire,people who take unnecessary risks or behave in a dangerous way,"as a professional fire performer, she plays with fire during her shows",literal,literal,literal,literal,"['3B837J3LD4C4Q9H1DUABFZA80ZVRSH', '3018Q3ZVOY60QDV7WUOKUZG2ETORAL']","['A2A6FH0F7LD9ND', 'A2TBXASXZIRNNW']","[71.476, 19.786]"
pour cold water on,deter or discourage somebody,the prankster poured cold water on their plans as they were discussing the project,literal,tie,literal,ambiguous,"['3PW9OPU9P60NS51MLLGQIQFRY7312T', '3E7TUJ2EGS2SKK2XMNF0TFOETAFD9M']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[81.149, 157.287]"
pour cold water on,deter or discourage somebody,the sudden budget cut poured cold water on their plans for the event,figurative,figurative,figurative,figurative,"['3A1COHJ8NZB9IVOP3RSCK4811WQ8H1', '358UUM7WRFJI7BX9PRC0K8ECDLIR7U']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[55.154, 144.789]"
prick up ears,to start paying attention,the dog pricked up their ears when they heard a strange noise outside,literal,literal,literal,literal,"['3GS6S824S6DCIS6I4S3V348J5F2WND', '3DEL4X4ELM1LJRFMLZ8SM3KXI1CYXY']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[122.602, 30.971]"
pull the plug,to kill or discontinue,"due to budget constraints, the management decided to pull the plug on the project",figurative,figurative,figurative,figurative,"['33UKMF931P0ILO786JKWPJ7CQ36TTL', '3FIUS151DBIABEZW2JMIRHDYAFQGGQ']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[148.821, 24.456]"
pull the plug,to kill or discontinue,"to save electricity, she decided to pull the plug on the projector's power cord",literal,literal,literal,literal,"['35GMH2SV3UX0JDK3K792WN1OOL2EOU', '3IUZPWIU14NBAMLF7FBFBCRFBKXWK8']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[97.737, 44.829]"
pull the wool over eyes,to deceive someone,"during the surprise party preparations, they pulled the wool over her eyes with a blindfold",literal,literal,literal,literal,"['3L0KT67Y8UWDNATNRP25NV353MAYSQ', '38YMOXR4MAF4B70Q5BHE1TMXAPE6WE']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[30.89, 79.284]"
pull your socks up,to be determined to work very hard,"before putting on your shoes, don't forget to pull your socks up",literal,literal,literal,literal,"['3H7XDTSHKS7680PWHOQ0DKZM43GGWP', '3NS0A6KXCKOA2VU1SBA7COT4L5KGZF']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[31.784, 31.389]"
pull your socks up,to be determined to work very hard,"if you want to pass the exam, you need to pull your socks up and study harder",figurative,figurative,figurative,figurative,"['3OONKJ5DKSZ2CA8JAG7CVFV3LOPOB4', '3ZSY5X72NDRPSHP86DT2VU073ASROK']","['A2TBXASXZIRNNW', 'AX8NXTT8QMGHC']","[25.904, 45.545]"
push the boat out,celebrate; enjoy oneself.,"for her birthday, we pushed the boat out and threw a huge party",figurative,figurative,figurative,figurative,"['382M9COHEXVVWI40GTLBVTTD67REU8', '3EFE17QCRSLR1F3YHPYH1V82DQXSHL']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[149.752, 49.224]"
put a sock in it,to ask someone to stop talking,"he was talking too much, so I told him to put a sock in it",figurative,figurative,figurative,figurative,"['3R6BYFZZPNSFJ0YRG9G4XIDHCQMFXI', '3S3AMIZX3ALUII90Y7PRV5PMZVIDC3']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[113.826, 54.856]"
put your foot in it,"say something (by mistake) that upsets, humiliates, or embarrasses someone",be careful not to put your foot in it when stepping over the muddy puddle,literal,literal,literal,literal,"['3JMSRU9HQYAV9XT0LJVGRFVWKEZVED', '3HOSI13XHF44NAFEY3K2FB74KVUDD3']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[146.977, 37.327]"
put your foot in it,"say something (by mistake) that upsets, humiliates, or embarrasses someone","when you mentioned her ex, you really put your foot in it",figurative,figurative,figurative,figurative,"['3LO69W1SUJTQX6DXDAJY49I66WCLG1', '3OVHNO1VEMH7QBKAQL9Z63Q78D4DZ2']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[117.981, 58.027]"
put your head on the block,if you put yourself in a dangerous situation where you risk losing your job or your reputation if things go wrong,"during the historical reenactment, he put his head on the block for the execution scene",literal,literal,literal,literal,"['3A1COHJ8NZB9IVOP3RSCK4811WQ8H1', '358UUM7WRFJI7BX9PRC0K8ECDLIR7U']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[55.154, 144.789]"
queer pitch,spoil somebody's chance of doing something.,the baseball player made a queer pitch by throwing the ball in an unusual manner,literal,literal,literal,literal,"['3FQ5JJ51214LNSC1FEKSFTEOI8TNK8', '3L4PIM1GQ9W1MVTAC020XLY9HKRRYV']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[61.926, 75.256]"
queer pitch,spoil somebody's chance of doing something.,the salesman made a queer pitch by offering a bizarre combination of products,figurative,tie,figurative,literal,"['36AHBNMV17S7LLA5UZ7GSWH52J0DYB', '33NF62TLXZIP42LG0GS0MMX79OOJK0']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[48.95, 48.352]"
raise eyebrows,to show surprise or disapproval by the expression on their face,his controversial statement raised eyebrows at the meeting,figurative,figurative,figurative,figurative,"['3X3OR7WPZFGB4R7FUC7ACW18IDZ8L8', '3137ONMDKWLCR035WOWURESMXZBGE9']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[64.597, 34.92]"
raise the bar,to be better than what went before,her outstanding performance raised the bar for everyone in the competition,figurative,figurative,figurative,figurative,"['3S0TNUHWK9YS6FJNHV9MTJT394X8DS', '3L70J4KAZW26P3C2ETT0PAZYZSXDA1']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[52.825, 52.609]"
red tape,over excessive or time-consuming rules and bureaucracy that hinder progress,the event planner was dealing with red tape to decorate the venue,literal,tie,ambiguous,figurative,"['304SM51WAJKHA20CHXOLFK54IDSBSO', '3NPI0JQDA4LKTWE1P2BCK96F10LTPG']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[172.073, 33.21]"
red zone,"any geographical area that is thought to be dangerous or threatening, usually as a consequence of political or military activity.",the security guard warned us that we entered the red zone without proper authorization,literal,tie,literal,figurative,"['3BC8WZX3VJCSPUHOY5A6PP5CEXCRRT', '36V4Q8R5Z0G1GDPWGIPPY01XCOBQM3']","['A38DXFI1TZA295', 'APGX2WZ59OWDN']","[64.305, 123.839]"
ring a bell,something that sounds familiar,mentioning the old restaurant seemed to ring a bell for them,figurative,figurative,figurative,figurative,"['3GU1KF0O4YHKXAKKPGKRKF0TVTLPBM', '3UWN2HHPUELJBBP9KNTU6F5YZ26NSP']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[71.529, 40.34]"
rise and shine,to ask someone to wake up and become active in the daily chores,"it's a new day, rise and shine and make the most of it",figurative,figurative,figurative,figurative,"['3YDGXNSEOFAF6J0UOK8TQFZXWR548C', '3LWJHTCVCS2VA3XFUVLC3AHOFNZQFW']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[70.601, 146.717]"
rocket science,something very difficult to understand,figuring out how to use the new software was not exactly rocket science,figurative,figurative,figurative,figurative,"['3GLB5JMZFDB7ZUP50TLALWA1XNADGD', '3WOKGM4L7HW1SN59C0ANBYZKUKSO0I']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[147.315, 42.689]"
rub the wrong way,to tick someone off,she accidentally rubbed him the wrong way while trying to give him a back massage,literal,literal,literal,literal,"['3QRYMNZ7FEXKQB2O9NYKGK1K1LKNTE', '37WLF8U1W56DG769GXYBDIS2NI4K6V']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[173.839, 66.1]"
run for cover,to seek shelter,"as the rain began to pour, we ran for cover under a nearby tree",literal,tie,figurative,literal,"['34BBWHLWHQRK4RVR7CQ3YWC2JG8IWJ', '386PBUZZXVD0O83YLG411MAMYOTLJ5']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[155.306, 39.065]"
run for cover,to seek shelter,"when the boss started asking about the project's progress, we ran for cover by changing the subject",figurative,figurative,figurative,figurative,"['3OE22WJIGY4KTLU5PKGBPAIRPAEQUV', '3VJ40NV2QY328W20A2YXV91PRVPTOZ']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[155.034, 61.639]"
run out,to not have enough of something,"the clock's battery died, causing it to run out of time",literal,literal,literal,literal,"['37XITHEISCPOJSS5G8KB0U6QEW9RCN', '3A0EX8ZRNO4E6OCLG3GAX6T5ZYOYBP']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[68.292, 29.391]"
run out of steam,to lose the effect that something once had,"after working on the project for hours, she finally ran out of steam and took a break",figurative,figurative,figurative,figurative,"['3DIP6YHAPS8XYLXNDQK6Z1BO9GY8EL', '36NEMU28XVT60ALISROVQPJJ0PSWMD']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[89.512, 33.428]"
sacred cow,something that people believe or accept as true without questioning it.,"in the village, they treated it like a sacred cow and offered it food and respect",literal,tie,figurative,literal,"['3IGI0VL64N04DJXGD6CLMAVX2D3NOS', '3AAJC4I4FW8KTXK20HVA91LKDX1ZJ2']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[39.011, 152.639]"
safe bet,fair assumption; reasonable guess; opinion or view that is likely to prove correct.,investing in that company is a safe bet for success due to its strong financials,figurative,figurative,figurative,figurative,"['3R6P78PK70REGJL2MJLPQ0SN09YGTZ', '3ZY8KE4ISZJK60J5UAQGLWKA3HNQVK']","['A2LMQ4497NMK3S', 'AX8NXTT8QMGHC']","[152.613, 42.789]"
sail through,to succeed in doing it without difficulty,"with her determination and hard work, she managed to sail through the challenges of her new job",figurative,figurative,figurative,figurative,"['3GU1KF0O4YHKXAKKPGKRKF0TVTLPBM', '3UWN2HHPUELJBBP9KNTU6F5YZ26NSP']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[71.529, 40.34]"
saved his neck,to manage to escape from serious danger or trouble,his coworker's intervention saved his neck at the last moment from getting fired,figurative,figurative,figurative,figurative,"['3K4J6M3CXU991NMTGJU8VV2VCKDGAE', '32KTQ2V7RTVVOE8AZGE3C5B82O7M9D']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[81.468, 48.236]"
scrape the bottom of the barrel,"It is a phrase used to describe something you know is not in good condition, but you have to select it since you don't have an option of choosing the better one.",hiring that unqualified candidate was like scraping the bottom of the barrel,figurative,figurative,figurative,figurative,"['3S96KQ6I92KB4ZBBKTKHKFPQNHIDTM', '3MB8LZR5BV9VZS9G314D21AZDDTLK4']","['A2TBXASXZIRNNW', 'AX8NXTT8QMGHC']","[31.243, 51.454]"
scrape the bottom of the barrel,"It is a phrase used to describe something you know is not in good condition, but you have to select it since you don't have an option of choosing the better one.","to get the last bit of jam, she was scraping the bottom of the barrel",literal,literal,literal,literal,"['3IGI0VL64N04DJXGD6CLMAVX2D3NOS', '3AAJC4I4FW8KTXK20HVA91LKDX1ZJ2']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[39.011, 152.639]"
scratch the surface,to deal with only a small part of a problem,"during the lecture, we only scratched the surface of the topic and didn't dive deep",figurative,figurative,figurative,figurative,"['3L0KT67Y8UWDNATNRP25NV353MAYSQ', '38YMOXR4MAF4B70Q5BHE1TMXAPE6WE']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[30.89, 79.284]"
see the light,realise or understand something,"after struggling with the problem for hours, he finally saw the light and found the solution",figurative,figurative,figurative,figurative,"['3X87C8JFVMR4E8210FLBA9034DTSQH', '3EKVH9QMEEKHK0HY1E0LJSG0N45D2U']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[117.609, 42.362]"
set the bar,fix the standards acceptable for the task,the coach set the bar high for the high jump competition,literal,literal,literal,literal,"['3S0TNUHWK9YS6FJNHV9MTJT394X8DS', '3L70J4KAZW26P3C2ETT0PAZYZSXDA1']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[52.825, 52.609]"
shades of grey,refers to a situation where things are not really clear,"in the complex political situation, they saw shades of grey rather than a clear right or wrong",figurative,figurative,figurative,figurative,"['3X87C8JFVMR4E8210FLBA9034DTSQH', '3EKVH9QMEEKHK0HY1E0LJSG0N45D2U']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[117.609, 42.362]"
shake a leg,"to go fast, hurry","we were running late, so our mom told us to start shaking a leg",figurative,figurative,figurative,figurative,"['3X0H8UUITH49Y5YNCOKH2YIPSEASWL', '3QILPRALQLB1SRA06PNPPO5XN8Z8NA']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[87.361, 37.845]"
shoot from the hip,"speak directly or bluntly, without caring for consequences","at the shooting range, he practiced shooting from the hip to improve his accuracy",literal,literal,literal,literal,"['3PM8NZGV8EWCAPO0UPRY9HHVJSVQXN', '35USIKEBN7WEODRCDAQR5A96HDA6NN']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[29.643, 45.743]"
shoot from the hip,"speak directly or bluntly, without caring for consequences","during the debate, he was shooting from the hip with his quick responses",figurative,figurative,figurative,figurative,"['33M4IA01QWHCMQ3074GYE7R0FEXRXP', '39OWYR0EP074J5O1L526GWKQEWGYF7']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[50.764, 44.89]"
short fuse,to get angry quickly.,"be careful around him, he has a short fuse and gets angry easily",figurative,figurative,figurative,figurative,"['33JKGHPFYSAGDGC40QX8U66S7DONMD', '3RGU30DZTQOKUQLJLS5G1ZPBYTJJM5']","['A1HKYY6XI2OHO1', 'A2TBXASXZIRNNW']","[127.957, 21.989]"
show true colors,to reveal what one is really like,"when the pressure was on, they showed their true colors and revealed their true intentions",figurative,figurative,figurative,figurative,"['3DY4FPOOAH4KI1Y57PFGQMUFZ3PRVM', '3XC1O3LBO82U2BZ3XAI53SXVWQKTLI']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[148.92, 38.074]"
sit on the fence,delay or avoid making a decision or choice,the cat was sitting on the fence and observing the birds,literal,literal,literal,literal,"['3Y5140Z9DDWUKIYQVQC86246QJ5PIV', '3K2755HG58J1LUTAP9FS3BAPW8ADFE']","['A2A6FH0F7LD9ND', 'A2TBXASXZIRNNW']","[56.018, 35.237]"
skating on thin ice,to do something considered quite dangerous or risky,"by constantly arriving late to work, he was skating on thin ice with his boss",figurative,figurative,figurative,figurative,"['3OVR4I9US5ZLCN0QAEPTC6KXQXQQ48', '345LHZDEDD8SMKO3R94FC2PGFI13U6']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[58.378, 104.75]"
smell a rat,sense that something is not right,he smelled a rat in the situation when his colleague started acting suspiciously,figurative,figurative,figurative,figurative,"['3LQ8PUHQF1827102CD43XT2F4SVIHJ', '3TR2532VI5AI5N0RYCYZC3SP8T56JJ']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[58.914, 61.83]"
smell a rat,sense that something is not right,the exterminator smelled a rat in the situation and began searching for its nest,literal,literal,literal,literal,"['3R6P78PK70REGJL2MJLPQ0SN09YGTZ', '3ZY8KE4ISZJK60J5UAQGLWKA3HNQVK']","['A2LMQ4497NMK3S', 'AX8NXTT8QMGHC']","[152.613, 42.789]"
smell something fishy,to have a suspicion that something is wrong,"when he started avoiding my questions, I smelled something fishy about his story",figurative,figurative,figurative,figurative,"['3PPTZCWAL601FKOFV7FJ62X6RSTQZK', '36AHBNMV17S7LLA5UZ7GSWH52J0YDW']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[35.302, 46.585]"
smooth his ruffled feathers,to make someone feel less angry or offended,I had to apologize to smooth his ruffled feathers after our disagreement,figurative,figurative,figurative,figurative,"['3TEM0PF1QLDAOQEKMRW704NLQ6LD0A', '3Q5C1WP232HFR2K934IOGXI3IHU15U']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND']","[98.12, 35.374]"
snake in the shoes,to be in a state of fear,he found a snake in the shoes when he discovered his best friend was betraying him,figurative,figurative,figurative,figurative,"['3HPZF4IVN29XGT4RU3C58QZNHJOYCW', '3HHRAGRYXOLJOHTMCWTG490DXOMO9U']","['A2TBXASXZIRNNW', 'A38DXFI1TZA295']","[25.279, 35.488]"
spanner in the works,a roadblock that prevents an activity from succeeding,the mechanic accidentally dropped a spanner in the works of the machine,literal,literal,literal,literal,"['3WYP994K1N780CVQKCZ2MQ7DLXE6YD', '33C7UALJV1EYEK3B12PRSHSUK7V18W']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[81.097, 55.715]"
spill the beans,disclose a secret or reveal something prematurely,he accidentally spilled the beans about the surprise party we had planned,figurative,figurative,figurative,figurative,"['37XITHEISCPOJSS5G8KB0U6QEW9RCN', '3A0EX8ZRNO4E6OCLG3GAX6T5ZYOYBP']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[68.292, 29.391]"
spill the beans,disclose a secret or reveal something prematurely,"while carrying a bag of legumes, she tripped and spilled the beans about the surprise on the floor",literal,literal,literal,literal,"['3BQU611VF50GHUPGA7AY7J5O2P1992', '326O153BMYE9FGTEUYVMLTPPK7VDEW']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[57.594, 51.402]"
spin a yarn,to tell a tale,the two knitters spun a yarn together to create a beautiful scarf,literal,literal,literal,literal,"['3TPZPLC3MGSFUFG7AN5L2W2H7193PA', '38SKSKU7RHD4TXJS3YJ1PLVML94LIT']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[27.705, 109.552]"
stab in the back,a disloyalty,"during the reenactment of a historical battle, he was accidentally stabbed in the back by a friend",literal,literal,literal,literal,"['33M4IA01QWHCMQ3074GYE7R0FEXRXP', '39OWYR0EP074J5O1L526GWKQEWGYF7']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[50.764, 44.89]"
stab in the back,a disloyalty,he was stabbed in the back by a friend when they revealed his secrets,figurative,tie,ambiguous,figurative,"['3FPRZHYEPENSZZD3WZEK8ORZTPA3VV', '3VAR3R6G15HJACAC74N24D52DI48OP']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[98.008, 40.558]"
