idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
a cuckoo in the nest,an unwelcome intruder in a place or situation.,He was a cuckoo in the nest because he had different views from the team,0,"{'WorkerId': 'A277V4SHQB8JRS', 'WorkTimeInSeconds': 52.341, 'AssignmentId': '3TPZPLC3MGSFUFG7AN5L2W2HZD63PN', 'HITId': '3SNR5F7RAH9N07B6VARWN69CPTDEIX', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 0, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 43.365, 'AssignmentId': '3P4RDNWNDLMYY7VS0D7O96IU8OSIJG', 'HITId': '3E24UO25RE6TJETUNNL3VFDLK3R6O0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 45.091, 'AssignmentId': '3WQ3B2KGEOWHGI1I4E91JJIVJH71BL', 'HITId': '3E24UO25RE6TJETUNNL3VFDLK3R6O0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
a cuckoo in the nest,an unwelcome intruder in a place or situation.,He was a cuckoo in the nest as he sneaked his way in,1,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 218, 'AssignmentId': '39N5ACM9HU319H5NRW6VT953YWHP98', 'HITId': '3LXX8KJXQBPG1XVSLUOFFP4NA4T9O8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 224, 'AssignmentId': '3X73LLYYQHUUL2BT9THV21YWHUONH0', 'HITId': '3LXX8KJXQBPG1XVSLUOFFP4NA4T9O8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 250, 'AssignmentId': '3ZSY5X72NDRPSHP86DT2VU07UDQORC', 'HITId': '3LXX8KJXQBPG1XVSLUOFFP4NA4T9O8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,True
a cuckoo in the nest,an unwelcome intruder in a place or situation.,He was a cuckoo in the nest,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 143, 'AssignmentId': '3AZHRG4CUK0C6YCNT2QVNV19QWV03V', 'HITId': '3IZPORCT2UPCDG5RBYTBM17G44LHRF', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 486, 'AssignmentId': '3Z7ISHFUHGBV9GOJ9DYJKBC6OP6Z8E', 'HITId': '3IZPORCT2UPCDG5RBYTBM17G44LHRF', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 194, 'AssignmentId': '3WYGZ5XF3CVI3546NA1EENOUWAZKSC', 'HITId': '3IZPORCT2UPCDG5RBYTBM17G44LHRF', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
a cut above,noticeably greater to,This project is a cut above the rest and stands out from all the others,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 581, 'AssignmentId': '3MMN5BL1WFK99CJUI7DTLS8MTZVM3R', 'HITId': '3WRBLBQ2H6OADQQHXFSEH5USGE80G0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 133, 'AssignmentId': '3LQ8PUHQF1827102CD43XT2FVVVIHG', 'HITId': '3WRBLBQ2H6OADQQHXFSEH5USGE80G0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 75, 'AssignmentId': '35BLDD71IMDTKSKWH69TCPWEZN7VZF', 'HITId': '3WRBLBQ2H6OADQQHXFSEH5USGE80G0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
a cut above,noticeably greater to,This project is a cut above the previous projects as it used more advanced techniques,1,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 28.401, 'AssignmentId': '324G5B4FBJOU7HDAVETL0CDPVZA702', 'HITId': '3APP19WN8GU5R1CWZ48VQ64JTH0G6N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 56.71, 'AssignmentId': '3B2X28YI3CVCN42FAKLIEF9CRSNB6T', 'HITId': '3APP19WN8GU5R1CWZ48VQ64JTH0G6N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 22.537, 'AssignmentId': '3TY7ZAOG5V0I2WKUE8IU4HIB1JB0K2', 'HITId': '3APP19WN8GU5R1CWZ48VQ64JTH0G6N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
a cut above,noticeably greater to,This project is a cut above,2,"{'WorkerId': 'A1AXQM54WTRGA5', 'WorkTimeInSeconds': 405, 'AssignmentId': '32N49TQG3WYSJKCO5ETUVW55Q20AVT', 'HITId': '3UUSLRKAV0JLJHGAGOCFQZ1IB0Y7DX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 297, 'AssignmentId': '3BDCF01OGDAQJXYX7G54B9PA2V1YL8', 'HITId': '3UUSLRKAV0JLJHGAGOCFQZ1IB0Y7DX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 394, 'AssignmentId': '3MYYFCXHJJNUZY6C7IKHISGVBDH4GO', 'HITId': '3UUSLRKAV0JLJHGAGOCFQZ1IB0Y7DX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,True
a damp squib,an event which people think will be exciting but which is disappointing when it happens.,The event was a damp squib as it failed to live up to expectations,0,"{'WorkerId': 'A1AXQM54WTRGA5', 'WorkTimeInSeconds': 248, 'AssignmentId': '38SKSKU7RHD4TXJS3YJ1PLVMCC3ILM', 'HITId': '3PKJ68EHE2CVFSME3TK2KALPUNRHJN', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 427, 'AssignmentId': '3R3YRB5GRVJS65NO0OJPZA3MCVRAU4', 'HITId': '3PKJ68EHE2CVFSME3TK2KALPUNRHJN', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 530, 'AssignmentId': '392CY0QWGH78VPC7X6KK34TBQQ94IG', 'HITId': '3PKJ68EHE2CVFSME3TK2KALPUNRHJN', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",2,0,0,0,False,False
a damp squib,an event which people think will be exciting but which is disappointing when it happens.,The event was a damp squib because it was constantly disrupted by rain,1,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 91.713, 'AssignmentId': '35USIKEBN7WEODRCDAQR5A968H16ND', 'HITId': '3SSN80MU9R4NC2SBQI20OB9WX2GKXO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 154.12, 'AssignmentId': '3A4NIXBJ7MFQPG9JODHTHE23TMHLM1', 'HITId': '3SSN80MU9R4NC2SBQI20OB9WX2GKXO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 30.946, 'AssignmentId': '3FK0YFF9PFWCB8FMG9KQRJJIBDUVVA', 'HITId': '3SSN80MU9R4NC2SBQI20OB9WX2GKXO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",0,2,2,2,False,True
a damp squib,an event which people think will be exciting but which is disappointing when it happens.,The event was a damp squib,2,"{'WorkerId': 'A1I7H6RDJS4EKN', 'WorkTimeInSeconds': 138.161, 'AssignmentId': '3NJM2BJS4CM37FCQ3GGMVZ6B5PBCPK', 'HITId': '39WSF6KUWH1XWTM9T541735Y12CEOS', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 148.368, 'AssignmentId': '3NQL1CS157OTF2ARLK7AYINCTUVVYI', 'HITId': '386659BNU0XD9B0EFW7BAIQMEPV107', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 37.802, 'AssignmentId': '38SKSKU7RHD4TXJS3YJ1PLVMCDWILH', 'HITId': '386659BNU0XD9B0EFW7BAIQMEPV107', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
a good man is hard to find,This proverb refers to women who are looking for suitable alliances but aren't able to find them.,It's a good man that's hard to find nowadays since trust and kindness seem to be lacking,0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 139.684, 'AssignmentId': '3TXMY6UCAU4O7RD53TVBV4WLALSQCK', 'HITId': '3MGHRFQY305AZHBHRLEKO51WLB0Y00', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 26.638, 'AssignmentId': '3KOPY89HMOIJ84D9FA0150G5QDO3J9', 'HITId': '3MGHRFQY305AZHBHRLEKO51WLB0Y00', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 50.775, 'AssignmentId': '3YT88D1N0OEEJOJRXV0D6FGI52N3K7', 'HITId': '3MGHRFQY305AZHBHRLEKO51WLB0Y00', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",0,0,1,0,False,False
a good man is hard to find,This proverb refers to women who are looking for suitable alliances but aren't able to find them.,It's a good man that's hard to find since he's been missing for many days,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 20.057, 'AssignmentId': '3WMINLGALRJWKB6OEXYP54HG638ACZ', 'HITId': '3Y40HMYLMGY1FYXNKW62UYIUZUAXUW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 141.29, 'AssignmentId': '3DZQRBDBS1VC77WZ249FX17SMW03SO', 'HITId': '3Y40HMYLMGY1FYXNKW62UYIUZUAXUW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 111.791, 'AssignmentId': '3LRKMWOKBLXKN1MUTWPIAKZ33X12ZI', 'HITId': '3Y40HMYLMGY1FYXNKW62UYIUZUAXUW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
a good man is hard to find,This proverb refers to women who are looking for suitable alliances but aren't able to find them.,It's a good man that's hard to find.,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 23, 'AssignmentId': '3C8HJ7UOPNAAU5QN3E82PTD18UVMZP', 'HITId': '3MNJFORX9QK3UXGNJ1S8GFQ7W7J5FR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 184, 'AssignmentId': '3C8HJ7UOPNAAU5QN3E82PTD18UUZM1', 'HITId': '3MNJFORX9QK3UXGNJ1S8GFQ7W7J5FR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 387, 'AssignmentId': '3Z3ZLGNNSYA0URHMA0KA21SR30T3QW', 'HITId': '3MNJFORX9QK3UXGNJ1S8GFQ7W7J5FR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",1,2,2,2,False,False
a hard nut to crack,a problem that is difficult to solve,He's a hard nut to crack and no one has been able to bring him out of his shell,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 37, 'AssignmentId': '3QIYRE09YJXJHRQF74EAAEIP015N16', 'HITId': '39O0SQZVK2NFKRZFYP7ZVOIMQ1CR7A', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 136, 'AssignmentId': '38F71OA9G9C4POZN22EVM1XJWLDMF5', 'HITId': '39O0SQZVK2NFKRZFYP7ZVOIMQ1CR7A', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 137, 'AssignmentId': '3K5TEWLKGBR7P2VMH2L7CUTO36HVIM', 'HITId': '39O0SQZVK2NFKRZFYP7ZVOIMQ1CR7A', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",1,0,0,0,False,False
a hard nut to crack,a problem that is difficult to solve,He's a hard nut to crack and a hammer couldn't break it open,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 27.464, 'AssignmentId': '3GD6L00D38DDZ95FV3ZAXZTPWN5M14', 'HITId': '3087LXLJ71W4ZQUMMVMWZKUGF0B0F6', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 43.736, 'AssignmentId': '38BQUHLA9CGYV1CG15XL9V6XPYEOMS', 'HITId': '3087LXLJ71W4ZQUMMVMWZKUGF0B0F6', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 145.041, 'AssignmentId': '3PJUZCGDJMWG3P665F4K7NADAU398B', 'HITId': '3087LXLJ71W4ZQUMMVMWZKUGF0B0F6', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
a hard nut to crack,a problem that is difficult to solve,He's a hard nut to crack,2,"{'WorkerId': 'A1I7H6RDJS4EKN', 'WorkTimeInSeconds': 61.278, 'AssignmentId': '3300DTYQTIX34PXJZK16LSWOVX6EQ2', 'HITId': '3JVP4ZJHE48O9HWCN3SH2H78VS30IX', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 31.537, 'AssignmentId': '3PDJHANYKLWMEH51ACVE0QCANCM6HD', 'HITId': '3JVP4ZJHE48O9HWCN3SH2H78VS30IX', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 91.119, 'AssignmentId': '30ZX6P7VFOBUNMHQBAMWMQBDKZOJ2E', 'HITId': '3JVP4ZJHE48O9HWCN3SH2H78VS30IX', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,2,0,0,False,True
a house of cards,something that can easily be broken or crumble by itself,"This business is a house of cards, which can easily fall apart if one element doesn't hold up",0,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 160.164, 'AssignmentId': '3HMVI3QICZ8DTQUTE6NLRUGW5XK1YA', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATIH53N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 20.758, 'AssignmentId': '3WZ36BJEVJWIP2DR6XTBPP1QC7RBTC', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATIH53N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 153.235, 'AssignmentId': '3WEV0KO0O28APZYWVTFRAAT4D9PSDB', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATIH53N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",0,0,2,0,False,False
a house of cards,something that can easily be broken or crumble by itself,"This business is a house of cards, which was constructed using playing cards",1,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 57, 'AssignmentId': '317HQ483IN8UHXMDFBZG2DZBH73INO', 'HITId': '3ICOHX7EORRCTCUQRK2QH29G3YT0EJ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 25, 'AssignmentId': '324G5B4FBJOU7HDAVETL0CDPVYI071', 'HITId': '3ICOHX7EORRCTCUQRK2QH29G3YT0EJ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 276, 'AssignmentId': '3WS1NTTKEES7MASGDXRXO4Q6TMZF0I', 'HITId': '3ICOHX7EORRCTCUQRK2QH29G3YT0EJ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
a house of cards,something that can easily be broken or crumble by itself,This business is a house of cards,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 41, 'AssignmentId': '3YHH42UU5RVTM22CZ8UVJHVQQEYL0Y', 'HITId': '3ROUCZ908UAJ8KZYNJ7XCFZC532OOO', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 225, 'AssignmentId': '3YHH42UU5RVTM22CZ8UVJHVQQE00LF', 'HITId': '3ROUCZ908UAJ8KZYNJ7XCFZC532OOO', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 381, 'AssignmentId': '3QXNC7EIPYBYL013ABR5E84VQKH90P', 'HITId': '3ROUCZ908UAJ8KZYNJ7XCFZC532OOO', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,0,2,0,False,True
a litmus test,someone's decision or opinion about something that suggests what they think about a wider range of related things,I used the test as a litmus test to determine whether I should invest in this business scheme,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 96.153, 'AssignmentId': '3TEM0PF1QLDAOQEKMRW704NLHAD0DO', 'HITId': '337F8MIINETU1AXX2EQD8GXPQ9540N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 36.585, 'AssignmentId': '3FIJLY1B6AKAARW0UI6N35RE1V5PFV', 'HITId': '337F8MIINETU1AXX2EQD8GXPQ9540N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 50.277, 'AssignmentId': '3UWN2HHPUELJBBP9KNTU6F5YQ6YSNL', 'HITId': '337F8MIINETU1AXX2EQD8GXPQ9540N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",0,0,1,0,False,False
a litmus test,someone's decision or opinion about something that suggests what they think about a wider range of related things,I used the test as a litmus test to check the acidity of the soil,1,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 62.673, 'AssignmentId': '308Q0PEVBOT9SVIJE1GBKC4RCJF9IB', 'HITId': '3NZ1E5QA7EHDHG47EZ6CXPZMH9XB5L', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 149.529, 'AssignmentId': '3AWETUDC9I8OYM0WIZAAX06KRM4ZIH', 'HITId': '3NZ1E5QA7EHDHG47EZ6CXPZMH9XB5L', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 153.701, 'AssignmentId': '36H9ULYP6IAEOGT2Z5136952SWZFJL', 'HITId': '3NZ1E5QA7EHDHG47EZ6CXPZMH9XB5L', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
a litmus test,someone's decision or opinion about something that suggests what they think about a wider range of related things,I used the test as a litmus test,2,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 37.537, 'AssignmentId': '3YJ6NA41JRWQFTIWD8X8I3J6V9FJP0', 'HITId': '389A2A3053YXWEACVTWVRE9DINJ0CV', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 147.789, 'AssignmentId': '3G5W44VEUNYFD0VFSA7XP95R97SGKS', 'HITId': '389A2A3053YXWEACVTWVRE9DINJ0CV', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 60.276, 'AssignmentId': '3RXCAC0YI75VIZTEJLAUZ4W0E7YG89', 'HITId': '389A2A3053YXWEACVTWVRE9DINJ0CV', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",1,2,2,2,False,False
a little bird told me,it is used when a person is trying to hide the source of his information,A little bird told me that you were going to the party tonight,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 21.47, 'AssignmentId': '3DOCMVPBT3UMVYX4CRC87LVS4EJNNC', 'HITId': '32XN26MTYEZQZI4I86PUUXZ0CWX0LB', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 147.811, 'AssignmentId': '3OONKJ5DKSZ2CA8JAG7CVFV3DZBOB4', 'HITId': '32XN26MTYEZQZI4I86PUUXZ0CWX0LB', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 64.726, 'AssignmentId': '3NOKK93PRHOE7M7EQT66RB7ACUIEEQ', 'HITId': '32XN26MTYEZQZI4I86PUUXZ0CWX0LB', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
a little bird told me,it is used when a person is trying to hide the source of his information,A little bird told me that it was nesting in the tree,1,"{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 473, 'AssignmentId': '3B4YI393VPCGROHESJAG59F4D4DSS2', 'HITId': '36818Z1KWIT5KRCBU2INNHHWLVFA3T', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 478, 'AssignmentId': '3OVR4I9US5ZLCN0QAEPTC6KXH0OQ43', 'HITId': '36818Z1KWIT5KRCBU2INNHHWLVFA3T', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 3, 'bad': False}","{'WorkerId': 'APGX2WZ59OWDN', 'WorkTimeInSeconds': 120, 'AssignmentId': '3CFVK00FW11O0DOR1XACSI5H3L9L6W', 'HITId': '36818Z1KWIT5KRCBU2INNHHWLVFA3T', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,3,1,1,False,False
a little bird told me,it is used when a person is trying to hide the source of his information,A little bird told me,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 35.556, 'AssignmentId': '3WJ1OXY92QWU88GBXLIK3ILXF5T8AI', 'HITId': '3P6ENY9P8OCZKH28LBZ2896PH88IHI', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 28.462, 'AssignmentId': '3U8YCDAGX5W4DZIPRD2R03UK0P30QU', 'HITId': '3P6ENY9P8OCZKH28LBZ2896PH88IHI', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 43.077, 'AssignmentId': '3B4YI393VPCGROHESJAG59F4D55SSW', 'HITId': '3P6ENY9P8OCZKH28LBZ2896PH88IHI', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
