idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
cool as cucumber,"be very calm and relaxed, particularly when it's astonishing",He was cool as cucumber even when his team lost the game,0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 27.444, 'AssignmentId': '35GMH2SV3UX0JDK3K792WN1OGWOOE4', 'HITId': '3QQUBC640TUOK8DENVUGG3Q0RYHXN4', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 156.177, 'AssignmentId': '3DY4FPOOAH4KI1Y57PFGQMUFREBRVM', 'HITId': '3QQUBC640TUOK8DENVUGG3Q0RYHXN4', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 22.033, 'AssignmentId': '3M1CVSFP6GL0ECG7JFZKP96XAI8AQ3', 'HITId': '3QQUBC640TUOK8DENVUGG3Q0RYHXN4', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
coast is clear,there is no danger in sight or that nobody can see you,The coast is clear of people so we can go swimming,1,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 49.283, 'AssignmentId': '320DUZ38GN2K2GPXAP7LOU5EUITJGX', 'HITId': '33EEIIWHLMNHJGLB38LFWCOKGYWVQM', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 17.356, 'AssignmentId': '3SKEMFQBZJL0KLPX9CV9XWOTLOGK8H', 'HITId': '33EEIIWHLMNHJGLB38LFWCOKGYWVQM', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 163.185, 'AssignmentId': '3WRFBPLXRQ4FRU4UU8STY7XMZXT3ND', 'HITId': '33EEIIWHLMNHJGLB38LFWCOKGYWVQM', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",1,1,2,1,False,False
bright-eyed and bushy-tailed,to be very enthusiastic and full of energy,"She came in bright-eyed and bushy-tailed, ready to take on the challenge",0,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 49.283, 'AssignmentId': '320DUZ38GN2K2GPXAP7LOU5EUITJGX', 'HITId': '33EEIIWHLMNHJGLB38LFWCOKGYWVQM', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 17.356, 'AssignmentId': '3SKEMFQBZJL0KLPX9CV9XWOTLOGK8H', 'HITId': '33EEIIWHLMNHJGLB38LFWCOKGYWVQM', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 163.185, 'AssignmentId': '3WRFBPLXRQ4FRU4UU8STY7XMZXT3ND', 'HITId': '33EEIIWHLMNHJGLB38LFWCOKGYWVQM', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",0,0,2,0,False,False
fall out,to disagree with someone about something,They had a fall out when the items in their closet started to collapse,1,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 49.283, 'AssignmentId': '320DUZ38GN2K2GPXAP7LOU5EUITJGX', 'HITId': '33EEIIWHLMNHJGLB38LFWCOKGYWVQM', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 17.356, 'AssignmentId': '3SKEMFQBZJL0KLPX9CV9XWOTLOGK8H', 'HITId': '33EEIIWHLMNHJGLB38LFWCOKGYWVQM', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 163.185, 'AssignmentId': '3WRFBPLXRQ4FRU4UU8STY7XMZXT3ND', 'HITId': '33EEIIWHLMNHJGLB38LFWCOKGYWVQM', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",1,1,2,1,False,False
rise and shine,to ask someone to wake up and become active in the daily chores,It's time to rise and shine and start the journey of reaching our goals,0,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 49.283, 'AssignmentId': '320DUZ38GN2K2GPXAP7LOU5EUITJGX', 'HITId': '33EEIIWHLMNHJGLB38LFWCOKGYWVQM', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 17.356, 'AssignmentId': '3SKEMFQBZJL0KLPX9CV9XWOTLOGK8H', 'HITId': '33EEIIWHLMNHJGLB38LFWCOKGYWVQM', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 163.185, 'AssignmentId': '3WRFBPLXRQ4FRU4UU8STY7XMZXT3ND', 'HITId': '33EEIIWHLMNHJGLB38LFWCOKGYWVQM', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
ants in pants,be extremely restless,She has ants in her pants,2,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 49.283, 'AssignmentId': '320DUZ38GN2K2GPXAP7LOU5EUITJGX', 'HITId': '33EEIIWHLMNHJGLB38LFWCOKGYWVQM', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 17.356, 'AssignmentId': '3SKEMFQBZJL0KLPX9CV9XWOTLOGK8H', 'HITId': '33EEIIWHLMNHJGLB38LFWCOKGYWVQM', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 163.185, 'AssignmentId': '3WRFBPLXRQ4FRU4UU8STY7XMZXT3ND', 'HITId': '33EEIIWHLMNHJGLB38LFWCOKGYWVQM', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
axe to grind,have a private or selfish reason for doing something,He had an axe to grind because he needed to sharpen it,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 28.384, 'AssignmentId': '3C44YUNSIH5DC7I43CBXF5OTQPJDPH', 'HITId': '3HEADTGN348HVH0BGNAF12YPCKYVRN', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 63.525, 'AssignmentId': '3LO69W1SUJTQX6DXDAJY49I6Y7XGLV', 'HITId': '3HEADTGN348HVH0BGNAF12YPCKYVRN', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 157.057, 'AssignmentId': '336KAV9KY68KIBCPXANZWDQ1X3X2YR', 'HITId': '3HEADTGN348HVH0BGNAF12YPCKYVRN', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
hot potato,any subject which several folks are talking about and which is frequently argued,They were passing around the hot potato as an entertaining game before the meeting began,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 28.384, 'AssignmentId': '3C44YUNSIH5DC7I43CBXF5OTQPJDPH', 'HITId': '3HEADTGN348HVH0BGNAF12YPCKYVRN', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 63.525, 'AssignmentId': '3LO69W1SUJTQX6DXDAJY49I6Y7XGLV', 'HITId': '3HEADTGN348HVH0BGNAF12YPCKYVRN', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 157.057, 'AssignmentId': '336KAV9KY68KIBCPXANZWDQ1X3X2YR', 'HITId': '3HEADTGN348HVH0BGNAF12YPCKYVRN', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",1,0,2,0,True,True
rats in the attic,someone who is bit mad or that their behaviour is eccentric,I heard rats in the attic when I was thinking about choosing the wrong option,0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 28.384, 'AssignmentId': '3C44YUNSIH5DC7I43CBXF5OTQPJDPH', 'HITId': '3HEADTGN348HVH0BGNAF12YPCKYVRN', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 63.525, 'AssignmentId': '3LO69W1SUJTQX6DXDAJY49I6Y7XGLV', 'HITId': '3HEADTGN348HVH0BGNAF12YPCKYVRN', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 157.057, 'AssignmentId': '336KAV9KY68KIBCPXANZWDQ1X3X2YR', 'HITId': '3HEADTGN348HVH0BGNAF12YPCKYVRN', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",1,0,2,0,True,False
black and blue,"hurt, either bodily, emotionally or psychologically",My arm is black and blue because of the fall I took yesterday,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 28.384, 'AssignmentId': '3C44YUNSIH5DC7I43CBXF5OTQPJDPH', 'HITId': '3HEADTGN348HVH0BGNAF12YPCKYVRN', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 63.525, 'AssignmentId': '3LO69W1SUJTQX6DXDAJY49I6Y7XGLV', 'HITId': '3HEADTGN348HVH0BGNAF12YPCKYVRN', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 157.057, 'AssignmentId': '336KAV9KY68KIBCPXANZWDQ1X3X2YR', 'HITId': '3HEADTGN348HVH0BGNAF12YPCKYVRN', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
in bed with,"to work with a person or organisation, or being involved with them, in a way that causes other people to distrust you.",He was in bed with them when they all took a nap,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 28.384, 'AssignmentId': '3C44YUNSIH5DC7I43CBXF5OTQPJDPH', 'HITId': '3HEADTGN348HVH0BGNAF12YPCKYVRN', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 63.525, 'AssignmentId': '3LO69W1SUJTQX6DXDAJY49I6Y7XGLV', 'HITId': '3HEADTGN348HVH0BGNAF12YPCKYVRN', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 157.057, 'AssignmentId': '336KAV9KY68KIBCPXANZWDQ1X3X2YR', 'HITId': '3HEADTGN348HVH0BGNAF12YPCKYVRN', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
hot potato,any subject which several folks are talking about and which is frequently argued,They were passing around the hot potato,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 17.402, 'AssignmentId': '345LHZDEDD8SMKO3R94FC2PG7TL3U4', 'HITId': '3ULIZ0H1WPLC4IMFC2DNRDMDVY351V', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': True}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 46.228, 'AssignmentId': '39U1BHVTD17DM79ER4E5763EOFE3TD', 'HITId': '3ULIZ0H1WPLC4IMFC2DNRDMDVY351V', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 132.853, 'AssignmentId': '3DI28L7YXQUFNLD2E5BRKROGNLDE16', 'HITId': '3ULIZ0H1WPLC4IMFC2DNRDMDVY351V', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",2,0,1,0,True,True
where the rubber meets the road,when you have to face your challenges,This is where the rubber meets the road; it's time to find out who truly has what it takes to succeed,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 17.402, 'AssignmentId': '345LHZDEDD8SMKO3R94FC2PG7TL3U4', 'HITId': '3ULIZ0H1WPLC4IMFC2DNRDMDVY351V', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 46.228, 'AssignmentId': '39U1BHVTD17DM79ER4E5763EOFE3TD', 'HITId': '3ULIZ0H1WPLC4IMFC2DNRDMDVY351V', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 132.853, 'AssignmentId': '3DI28L7YXQUFNLD2E5BRKROGNLDE16', 'HITId': '3ULIZ0H1WPLC4IMFC2DNRDMDVY351V', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
bite tongue,to keep yourself from saying something that you really want to say,I had to bite my tongue to stop myself from screaming in pain,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 17.402, 'AssignmentId': '345LHZDEDD8SMKO3R94FC2PG7TL3U4', 'HITId': '3ULIZ0H1WPLC4IMFC2DNRDMDVY351V', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 46.228, 'AssignmentId': '39U1BHVTD17DM79ER4E5763EOFE3TD', 'HITId': '3ULIZ0H1WPLC4IMFC2DNRDMDVY351V', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 3, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 132.853, 'AssignmentId': '3DI28L7YXQUFNLD2E5BRKROGNLDE16', 'HITId': '3ULIZ0H1WPLC4IMFC2DNRDMDVY351V', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",0,3,1,0,True,True
bundle up,to dress warmly to protect oneself from the elements,We have to bundle up our resources so we can manage them more efficiently,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 17.402, 'AssignmentId': '345LHZDEDD8SMKO3R94FC2PG7TL3U4', 'HITId': '3ULIZ0H1WPLC4IMFC2DNRDMDVY351V', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': True}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 46.228, 'AssignmentId': '39U1BHVTD17DM79ER4E5763EOFE3TD', 'HITId': '3ULIZ0H1WPLC4IMFC2DNRDMDVY351V', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 132.853, 'AssignmentId': '3DI28L7YXQUFNLD2E5BRKROGNLDE16', 'HITId': '3ULIZ0H1WPLC4IMFC2DNRDMDVY351V', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",2,0,1,0,True,False
shake a leg,"to go fast, hurry",Hurry up and shake a leg before it's too late,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 17.402, 'AssignmentId': '345LHZDEDD8SMKO3R94FC2PG7TL3U4', 'HITId': '3ULIZ0H1WPLC4IMFC2DNRDMDVY351V', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 46.228, 'AssignmentId': '39U1BHVTD17DM79ER4E5763EOFE3TD', 'HITId': '3ULIZ0H1WPLC4IMFC2DNRDMDVY351V', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 132.853, 'AssignmentId': '3DI28L7YXQUFNLD2E5BRKROGNLDE16', 'HITId': '3ULIZ0H1WPLC4IMFC2DNRDMDVY351V', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
turn aside,refuse entry to somewhere,She turned aside,2,"{'WorkerId': 'A1I7H6RDJS4EKN', 'WorkTimeInSeconds': 47.083, 'AssignmentId': '34BBWHLWHQRK4RVR7CQ3YWC2BRUWIX', 'HITId': '3IKMEYR0MBBMBMPE2TH7YLF0KUC2KU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 182.095, 'AssignmentId': '3UXUOQ9OKUDQ8UBSNGQEPIP25SH7A3', 'HITId': '3IKMEYR0MBBMBMPE2TH7YLF0KUC2KU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 25.043, 'AssignmentId': '3G2UL9A02TUPLSZPX3929DNG99Q67B', 'HITId': '3IKMEYR0MBBMBMPE2TH7YLF0KUC2KU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
out of business,out of operational conditions,They're out of business,2,"{'WorkerId': 'A1I7H6RDJS4EKN', 'WorkTimeInSeconds': 47.083, 'AssignmentId': '34BBWHLWHQRK4RVR7CQ3YWC2BRUWIX', 'HITId': '3IKMEYR0MBBMBMPE2TH7YLF0KUC2KU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 182.095, 'AssignmentId': '3UXUOQ9OKUDQ8UBSNGQEPIP25SH7A3', 'HITId': '3IKMEYR0MBBMBMPE2TH7YLF0KUC2KU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 25.043, 'AssignmentId': '3G2UL9A02TUPLSZPX3929DNG99Q67B', 'HITId': '3IKMEYR0MBBMBMPE2TH7YLF0KUC2KU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",1,2,2,2,False,False
cold feet,loss of courage,He had cold feet,2,"{'WorkerId': 'A1I7H6RDJS4EKN', 'WorkTimeInSeconds': 47.083, 'AssignmentId': '34BBWHLWHQRK4RVR7CQ3YWC2BRUWIX', 'HITId': '3IKMEYR0MBBMBMPE2TH7YLF0KUC2KU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 182.095, 'AssignmentId': '3UXUOQ9OKUDQ8UBSNGQEPIP25SH7A3', 'HITId': '3IKMEYR0MBBMBMPE2TH7YLF0KUC2KU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 25.043, 'AssignmentId': '3G2UL9A02TUPLSZPX3929DNG99Q67B', 'HITId': '3IKMEYR0MBBMBMPE2TH7YLF0KUC2KU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
beyond the pale,unacceptable.,It was beyond the pale that he would do something so unethical,0,"{'WorkerId': 'A1I7H6RDJS4EKN', 'WorkTimeInSeconds': 47.083, 'AssignmentId': '34BBWHLWHQRK4RVR7CQ3YWC2BRUWIX', 'HITId': '3IKMEYR0MBBMBMPE2TH7YLF0KUC2KU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 182.095, 'AssignmentId': '3UXUOQ9OKUDQ8UBSNGQEPIP25SH7A3', 'HITId': '3IKMEYR0MBBMBMPE2TH7YLF0KUC2KU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 25.043, 'AssignmentId': '3G2UL9A02TUPLSZPX3929DNG99Q67B', 'HITId': '3IKMEYR0MBBMBMPE2TH7YLF0KUC2KU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
at the heels of,close behind or soon after something,"They arrived at the heels of the others, signifying how much they admired their thought-leadership",0,"{'WorkerId': 'A1I7H6RDJS4EKN', 'WorkTimeInSeconds': 47.083, 'AssignmentId': '34BBWHLWHQRK4RVR7CQ3YWC2BRUWIX', 'HITId': '3IKMEYR0MBBMBMPE2TH7YLF0KUC2KU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 182.095, 'AssignmentId': '3UXUOQ9OKUDQ8UBSNGQEPIP25SH7A3', 'HITId': '3IKMEYR0MBBMBMPE2TH7YLF0KUC2KU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 25.043, 'AssignmentId': '3G2UL9A02TUPLSZPX3929DNG99Q67B', 'HITId': '3IKMEYR0MBBMBMPE2TH7YLF0KUC2KU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",0,0,2,0,False,False
tasted blood,"to experience something thrilling and exciting, and want to experience it again.",She tasted blood when she won her first game,0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 33.491, 'AssignmentId': '35H6S234SQGAYOL69AU5BT9KI3V65W', 'HITId': '3XUSYT70J8H716GQVPR6BKRV3NV0DV', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.339, 'AssignmentId': '3QAPZX2QNKTNLGG4P2CQ4LWHLQI20Q', 'HITId': '3XUSYT70J8H716GQVPR6BKRV3NV0DV', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 54.753, 'AssignmentId': '3RU7GD8VP49JEW1M026MA4ATRSTPSN', 'HITId': '3XUSYT70J8H716GQVPR6BKRV3NV0DV', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,2,0,0,False,False
put your head on the block,if you put yourself in a dangerous situation where you risk losing your job or your reputation if things go wrong,He put his head on the block for his friends to show that he was willing to take on any risks for them,0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 33.491, 'AssignmentId': '35H6S234SQGAYOL69AU5BT9KI3V65W', 'HITId': '3XUSYT70J8H716GQVPR6BKRV3NV0DV', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.339, 'AssignmentId': '3QAPZX2QNKTNLGG4P2CQ4LWHLQI20Q', 'HITId': '3XUSYT70J8H716GQVPR6BKRV3NV0DV', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 54.753, 'AssignmentId': '3RU7GD8VP49JEW1M026MA4ATRSTPSN', 'HITId': '3XUSYT70J8H716GQVPR6BKRV3NV0DV', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",0,0,2,0,False,False
back to the salt mines,"resume work, usually with some reluctance",Time to go back to the salt mines,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 33.491, 'AssignmentId': '35H6S234SQGAYOL69AU5BT9KI3V65W', 'HITId': '3XUSYT70J8H716GQVPR6BKRV3NV0DV', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.339, 'AssignmentId': '3QAPZX2QNKTNLGG4P2CQ4LWHLQI20Q', 'HITId': '3XUSYT70J8H716GQVPR6BKRV3NV0DV', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 54.753, 'AssignmentId': '3RU7GD8VP49JEW1M026MA4ATRSTPSN', 'HITId': '3XUSYT70J8H716GQVPR6BKRV3NV0DV', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
