idiom,meaning,instance,label,maxVote,gold_0,gold_1,AssignmentId,WorkerId,TimeMe
bent out of shape,to become angry.,he got bent out of shape when he found out his favorite band was sold out,figurative,figurative,figurative,figurative,"['3AZHRG4CUK0C6YCNT2QVNV19ZTC03F', '3WQ3B2KGEOWHGI1I4E91JJIVSDV1BA']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[19.786, 33.885]"
bent your ears,to talk to someone for a very long time about something boring,the strong wind bent their ears as they walked through the storm,literal,literal,literal,literal,"['3907X2AHFGLQ9XKO6NRGJMXP1NO2PD', '3AMW0RGHOTIMYJ9HS6P0BA0NCIENPO']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[111.791, 41.225]"
bet on the wrong horse,support a person or thing that ultimately fails,"at the racetrack, she bet on the wrong horse and lost her money",literal,literal,literal,literal,"['38F71OA9G9C4POZN22EVM1XJ5MHFMD', '33IZTU6J8HHON53DMTG34HWW1GVSXT']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[100.989, 33.473]"
bet on the wrong horse,support a person or thing that ultimately fails,she bet on the wrong horse when she chose to invest in that failing company,figurative,figurative,figurative,figurative,"['308XBLVESYK59N0Z28OGPA08WBORBV', '378XPAWRUSTNXESO67UBG7FBRXKIAN']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[116.625, 94.891]"
better half,spouse,"I cut the cake in two and decided to eat the bigger portion, spending time with my better half",literal,tie,literal,discard,"['3UWN2HHPUELJBBP9KNTU6F5YZ2LNS4', '3S06PH7KS7KAVFZ2IA07E96VVY6D1S']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[44.268, 153.999]"
between you and me,a secret to be kept between two people,"between you and me, there's a secret that I can't share with anyone else",figurative,figurative,figurative,figurative,"['3LEIZ60CDZFVNL7TE54XK77HHS59ZX', '3ZV9H2YQQTN5EOD8M9JGUQAD0YQW3C']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[105.395, 143.482]"
between you and me,a secret to be kept between two people,"he placed a mysterious box between you and me, there's a secret hidden inside it",literal,literal,literal,literal,"['3U088ZLJV099XWEB3M1XSSC6XM70WM', '33CID5710K9P3U19IVCELFTX2RML38']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[86.793, 48.424]"
beyond the veil,"In an inexplicable or concealed place or condition, especially the mysterious state of existence after death.","standing in front of the window, she looked beyond the veil and saw the beautiful garden",literal,literal,literal,literal,"['3TXWC2NHNF6YM9LFJDAPOEAEUD4S9A', '3UJ1CZ6IZX5FLMJ3GNX8CY5C8HLS5J']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[61.533, 74.826]"
big gun,a very powerful individual,"to defend the fort, they had to bring in the big gun from the armory",literal,literal,literal,literal,"['3F6HPJW4JTGGT6HPI95BBG5LUKQW21', '32XVDSJFPFDKOUNBE7ZO2I3UWID2MH']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[100.508, 45.786]"
big gun,a very powerful individual,"to solve the complex problem, we had to bring in the big gun from the head office",figurative,figurative,figurative,figurative,"['3YMTUJH0D8WY43SIRIJOHBVKA454TG', '3URFVVM16LYT7DVWCGZOG3UVUDEZUD']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[102.007, 222.613]"
big mouth,someone who talks too much,"he can't keep a secret, he has a big mouth",figurative,figurative,figurative,figurative,"['3RANCT1ZVVXXPFSG62JLULNS3AUBUL', '3WOKGM4L7HW1SN59C0ANBYZKUK80OA']","['A38DXFI1TZA295', 'AKQAI78JTXXC9']","[35.555, 70.039]"
bigger fish to fry,"to have other, more important things to do.","I can't cook these small ones now, I have bigger fish to fry for the dinner party",literal,literal,literal,literal,"['30LSNF239ABYSBXKTS1WAPWDF9TI2H', '3OHYZ19UGSLXT03R427G04BX36JOAO']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[58.203, 26.523]"
bite head off,overreact in an angry or harsh way,the snake bit his head off when he got too close to its nest,literal,literal,literal,literal,"['34J10VATJVEFKUZ5V3RX67UGVF6QI2', '3QECW5O0KXHG0MWI5N2YM31YA0ZT59']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[39.859, 122.763]"
bite off more than one can chew,"to try to do something that is too difficult for you, or more than you can manage",he bit off more than he could chew when he tried to eat the whole sandwich in one bite,literal,literal,literal,literal,"['34J10VATJVEFKUZ5V3RX67UGVF6QI2', '3QECW5O0KXHG0MWI5N2YM31YA0ZT59']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[39.859, 122.763]"
bite the bullet,to endure a painful experience that you cannot avoid,"during the reenactment, the actor bit the bullet and faced the audience",literal,tie,figurative,literal,"['3E1QT0TDF5P9EQZ999AXKG9G19L8IA', '37UQDCYH6DBA0IEQYBHAL53FYRAV76']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[106.53, 42.027]"
bite the bullet,to endure a painful experience that you cannot avoid,he bit the bullet and faced the consequences of his actions,figurative,figurative,figurative,figurative,"['31IBVUNM98FNFBTWGUFM9XGWWFTVFA', '3W92K5RLWAXVDE07AI2DNLPJ7LFV5R']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[51.365, 26.483]"
bite the hand that feed,to turn against someone who has been a benefactor in the past,"by criticizing her mentor, she bit the hand that fed her",figurative,figurative,figurative,figurative,"['3VNXK88KKSYEE12JD8FUZ1ULTHYV9I', '3A7Y0R2P244VO2KNZZ7PCG595XIXJI']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[46.391, 49.953]"
bite the hand that feed,to turn against someone who has been a benefactor in the past,the untrained dog bit the hand that fed him,literal,literal,literal,literal,"['3U0SRXB7CTL7AWPW5YTPG502D02NRG', '3P529IW9KE1KJ6H22QDGMOIU5HRLFH']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[116.593, 53.127]"
bits and pieces,miscellaneous small objects,"following the vase's shattering, we gathered the bits and pieces from the floor",literal,literal,literal,literal,"['3L70J4KAZW26P3C2ETT0PAZYZSCDAG', '3C5W7UE9CV6LPAQ82WKHS8XQ9RDXMM']","['AURYD2FH3FUOQ', 'AX8NXTT8QMGHC']","[72.112, 48.882]"
black and blue,"hurt, either bodily, emotionally or psychologically","after the harsh criticism, his ego was bruised black and blue",figurative,figurative,figurative,figurative,"['3PEIJLRY699HUMKM6YQ416ZH7TRXWD', '3SPJ03342HJKO7AX4VTRVUCI73CYJP']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[46.191, 81.505]"
black book,a book containing a list of secret contacts,"after betraying his trust, she was found in the black book of his memories",figurative,figurative,figurative,figurative,"['3IKZ72A5BKWA76KNE3TVZGMJACSFNE', '3FTYUGLFSA19JX0LJX2JHZJC7EBD5A']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[123.495, 50.497]"
black book,a book containing a list of secret contacts,the old photograph was found in the black book on the dusty shelf,literal,literal,literal,literal,"['3OONKJ5DKSZ2CA8JAG7CVFV3LO4OBJ', '3ZGVPD4G69XE70G7CB9EB78TBZ7ZTM']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[28.331, 143.753]"
black hole,a place in which things are lost never to be seen again,"the inefficient department created a black hole in the system, draining resources",figurative,figurative,figurative,figurative,"['3H8DHMCCWPRC1GLOQK6PJO2U446DKV', '3HVVDCPGTU8E2A62GP7VX0ZR553TYP']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[126.35, 48.504]"
black sheep,a disgrace,"among the white ones, there was the black sheep in their midst grazing in the field",literal,literal,literal,literal,"['3PEIJLRY699HUMKM6YQ416ZH7TRXWD', '3SPJ03342HJKO7AX4VTRVUCI73CYJP']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[46.191, 81.505]"
black sheep,a disgrace,"despite his successful siblings, John's unconventional career choice made him the black sheep in their midst",figurative,figurative,figurative,figurative,"['3QAVNHZ3E2KPNF0URARO8N7381ELA4', '3JWH6J9I98TKUP87917ZGQVYVE0BNS']","['A110KENBXU7SUJ', 'APRZ7BR8C0ZMQ']","[37.111, 86.87]"
blank check,Complete authority or unrestricted freedom of action or a free hand.,the CEO gave him a blank check to make any necessary changes in the department,figurative,figurative,figurative,figurative,"['3WEV0KO0O28APZYWVTFRAAT4LYKDSD', '32RIADZIS8KXP3F32IEY76ZY8LQS4E']","['A1I7H6RDJS4EKN', 'A290OV59Q76QC8']","[399.737, 49.089]"
blazing row,a very angry argument,the couple next door had a blazing row over their finances,figurative,figurative,figurative,figurative,"['3VP0C6EFSWC86V6C19BRSVK6CNFM6I', '3ON104KXQ0CQWKWCMNOZ4V2JEYMW4X']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[99.163, 27.507]"
blind leading the blind,someone who does not understand something but tries to explain it to others,"in the experimental theater performance, they portrayed the blind leading the blind as a powerful metaphor",literal,literal,literal,literal,"['3NL0RFNU0V3Z1K2VX95WGK8ORRF4KB', '3ZWFC4W1UANVM4CF7AAC80RTB9GFR1']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[126.893, 146.241]"
blind leading the blind,someone who does not understand something but tries to explain it to others,"when it comes to cooking, it's like the blind leading the blind when my brother and I try to help each other",figurative,figurative,figurative,figurative,"['3LOZAJ85YTTVI6MFSE1XDZJS3MX2X1', '3X4JMASXC2PH9TG08V515EZLNLP0B6']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[79.347, 48.131]"
blow away,impress someone very much,the strong gust of wind blew away the competition papers from the table,literal,literal,literal,literal,"['3FTOP5WARV4NRCECWNII32IYVQXJ09', '3V26SBZTBTUATCP6I3YWXV9AWVTZZ2']","['A2LMQ4497NMK3S', 'AX8NXTT8QMGHC']","[148.837, 37.481]"
blow away,impress someone very much,their innovative product blew away the competition in the market,figurative,figurative,figurative,figurative,"['3OONKJ5DKSZ2CA8JAG7CVFV3LO4OBJ', '3ZGVPD4G69XE70G7CB9EB78TBZ7ZTM']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[28.331, 143.753]"
blow cover,to reveal the true identity,the strong wind blew their cover off the outdoor furniture,literal,literal,literal,literal,"['3KIBXJ1WDLA35DCDGTK5UIET8IDOK3', '3HL8HNGX4LHPI4GTDTAQHFRZ5NC9FA']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[115.88, 116.895]"
blow cover,to reveal the true identity,the undercover agent blew their cover by accidentally revealing their true identity,figurative,figurative,figurative,figurative,"['354GIDR5ZRMGP6DQAF8CLX32WHS00K', '3MAOD8E576QR7SB8EXZH5NMQEHNNXC']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[30.421, 34.83]"
blow his own horn,to talk about oneself or one's achievements especially in a way that shows pride or too much pride,"as a trumpet player, he would blow his own horn during practice",literal,literal,literal,literal,"['3QY5DC2MX70N2W4WB45HDBEDI8KFU5', '3Y9N9SS8LER65IDH5EEQ22LSTIKD3K']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[122.125, 64.201]"
blow your own trumpet,to say things that makes your own self or kin look good,"during the parade, he was blowing his own trumpet as part of the marching band",literal,literal,literal,literal,"['3NPFYT4IZSKLX0UMRTMMF3DTD52GXY', '32UTUBMZ7WCX2UHGBSTQQ7PBHH1VBS']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[126.349, 31.942]"
blowing smoke,to intentionally misinform or deceive,he was just blowing smoke at the meeting to make himself look good,figurative,figurative,figurative,figurative,"['3YMTUJH0D8WY43SIRIJOHBVKA454TG', '3URFVVM16LYT7DVWCGZOG3UVUDEZUD']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[102.007, 222.613]"
blowing smoke,to intentionally misinform or deceive,the magician was blowing smoke at the meeting as part of his performance,literal,tie,ambiguous,literal,"['3OONKJ5DKSZ2CA8JAG7CVFV3LO4OBJ', '3ZGVPD4G69XE70G7CB9EB78TBZ7ZTM']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[28.331, 143.753]"
blue blood,a member of an upper-class family,"in a bizarre science fiction world, they were a blue blood family with copper-based hemocyanin",literal,literal,literal,literal,"['336KAV9KY68KIBCPXANZWDQ15SQY22', '37C0GNLMHVJ5210ZOGCO95XC39O6DL']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[42.775, 33.368]"
body and soul,with all one's effort and ability,"he committed body and soul to the cause, working tirelessly for its success",figurative,figurative,figurative,figurative,"['3QAVNHZ3E2KPNF0URARO8N7381ELA4', '3JWH6J9I98TKUP87917ZGQVYVE0BNS']","['A110KENBXU7SUJ', 'APRZ7BR8C0ZMQ']","[37.111, 86.87]"
body and soul,with all one's effort and ability,the artist's sculpture committed body and soul by depicting a human figure intertwined with a spiritual essence,literal,tie,discard,literal,"['37TD41K0AXP0K7SIVXKGQ4BM0Y7SCR', '3TDXMTX3CRAMACGLGUDZ02DPVEV6IM']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[158.296, 61.268]"
born yesterday,naive; inexperienced,he was not born yesterday and could easily see through their lies,figurative,figurative,figurative,figurative,"['3LO69W1SUJTQX6DXDAJY49I66WRLGG', '3ND9UOO810IMUS3XSFNGQC4U0KHLWF']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[33.192, 151.904]"
born yesterday,naive; inexperienced,"since today is her first birthday, she was not born yesterday",literal,literal,literal,literal,"['354GIDR5ZRMGP6DQAF8CLX32WHS00K', '3MAOD8E576QR7SB8EXZH5NMQEHNNXC']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[30.421, 34.83]"
break down,to stop working,the firefighters had to break down the situation by removing debris after the collapse,literal,literal,literal,literal,"['3NPFYT4IZSKLX0UMRTMMF3DTD52GXY', '32UTUBMZ7WCX2UHGBSTQQ7PBHH1VBS']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[126.349, 31.942]"
break the ice,"to do or say something that makes people feel more comfortable, especially at the start of a meeting or party","during the winter expedition, we were breaking the ice together to clear a path",literal,literal,literal,literal,"['3E1QT0TDF5P9EQZ999AXKG9G19L8IA', '37UQDCYH6DBA0IEQYBHAL53FYRAV76']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[106.53, 42.027]"
break the ice,"to do or say something that makes people feel more comfortable, especially at the start of a meeting or party",we started breaking the ice together by playing a fun team-building game,figurative,figurative,figurative,figurative,"['3I0BTBYZAD1DM19BINJLDPXM8U6Y0I', '308Q0PEVBOT9SVIJE1GBKC4RLF2I98']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[145.492, 22.85]"
break up,end a romantic relationship with someone,"after months of arguments, they decided to break up and end their relationship",figurative,figurative,figurative,figurative,"['3QHK8ZVMI2YU6P5MXORK3YR9QJZLBZ', '3X3OR7WPZFGB4R7FUC7ACW18IDF8LO']","['A290OV59Q76QC8', 'AKQAI78JTXXC9']","[45.864, 79.556]"
break up,end a romantic relationship with someone,the construction workers decided to break up the concrete with a jackhammer,literal,literal,literal,literal,"['3L2IS5HSFQYZQOHD9SOULGNMKZ6NUK', '3BGYGHDBBD0UHQJI4PG4N9PWQDX22R']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[55.438, 43.511]"
bring home the bacon,to go out and earn a living or earn money for the family,"after securing a high - paying job, he brought home the bacon for his family",figurative,figurative,figurative,figurative,"['3SB5N7Y3OJKD0AOBOHXF6PQI3YH0GN', '3ZSANO2JCVN7NJCSMZAHYAWPXBZFSP']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[53.075, 47.567]"
bring home the bacon,to go out and earn a living or earn money for the family,"from the grocery store, he brought home the bacon for breakfast",literal,tie,literal,figurative,"['3SB4CE2TJBBKN9HJ5TUCJH2QFAOXA2', '34BBWHLWHQRK4RVR7CQ3YWC2JGNIWY']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[46.406, 154.093]"
buckle down,make sure something stays in place,the carpenter had to buckle down to work on the leather belt,literal,literal,literal,literal,"['39GXDJN2O9UE0WJ98G9GZ5ZA9BGV8T', '3D4CH1LGEQ9VW4COODG8Z0RB62C9G9']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[117.297, 45.476]"
build bridges,to foster good relationships,the construction company was hired to build bridges between them to connect the two islands,literal,literal,literal,literal,"['3F0BG9B9M53R4C9V3M4US479G8CY7I', '358UUM7WRFJI7BX9PRC0K8ECDLXR79']","['APRZ7BR8C0ZMQ', 'AURYD2FH3FUOQ']","[69.958, 65.715]"
bull in a china shop,"extremely awkward, clumsy person","the animal escaped and ended up like a bull in a china shop, causing havoc and destruction",literal,tie,figurative,discard,"['3TXWC2NHNF6YM9LFJDAPOEAEUD4S9A', '3UJ1CZ6IZX5FLMJ3GNX8CY5C8HLS5J']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[61.533, 74.826]"
bull's eye,the center of a target,"with a steady hand and keen eye, she hit the bull's eye on the dartboard",literal,tie,literal,figurative,"['33PPO7FECBVLVLV0QHLD68NHC0HIDP', '3K2755HG58J1LUTAP9FS3BAPW8QFDW']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[75.741, 47.954]"
bundle up,to dress warmly to protect oneself from the elements,"it's freezing outside, so bundle up before going out",literal,tie,literal,figurative,"['3QY5DC2MX70N2W4WB45HDBEDI8KFU5', '3Y9N9SS8LER65IDH5EEQ22LSTIKD3K']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[122.125, 64.201]"
bundle up,to dress warmly to protect oneself from the elements,make sure to bundle up before going to face the harsh reality,figurative,tie,literal,figurative,"['3RANCT1ZVVXXPFSG62JLULNS3AUBUL', '3WOKGM4L7HW1SN59C0ANBYZKUK80OA']","['A38DXFI1TZA295', 'AKQAI78JTXXC9']","[35.555, 70.039]"
burn bridges,"remove someone's all options of retreat, act decisively",the vandals burned bridges with them as they escaped the village,literal,literal,literal,literal,"['3IKZ72A5BKWA76KNE3TVZGMJACSFNE', '3FTYUGLFSA19JX0LJX2JHZJC7EBD5A']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[123.495, 50.497]"
burn fingers,to bear an unpleasant result of an action that has been taken in the past,they burned their fingers by investing in a risky business,figurative,figurative,figurative,figurative,"['3PM8NZGV8EWCAPO0UPRY9HHVJSAQX2', '39GHHAVOMV74Q0WDFO5KF58BC2DJ4P']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[27.69, 146.586]"
burst the bubble,the sudden end of a very happy or successful period,telling them the truth about the situation burst the bubble for them and made them face reality,figurative,figurative,figurative,figurative,"['3OCHAWUVG40QZMQ5HK71DV5MKMIKX4', '3Y4W8Q93LF0QHRF0POKWLXDBK2DVDZ']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[51.715, 38.613]"
burst the bubble,the sudden end of a very happy or successful period,"the kids were playing with soap bubbles, and the wind burst the bubble for them",literal,tie,figurative,literal,"['3U088ZLJV099XWEB3M1XSSC6XM70WM', '33CID5710K9P3U19IVCELFTX2RML38']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[86.793, 48.424]"
bury head in the sand,hide from the truth,the ostriches buried their heads in the sand to search for food,literal,literal,literal,literal,"['3PH3VY7DJ1D6ZHK17GEPYRFSFTPZWC', '3D4CH1LGEQ9VW4COODG8Z0RB62AG9E']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[25.492, 41.235]"
bury head in the sand,hide from the truth,they buried their heads in the sand when confronted with the company's financial problems,figurative,figurative,figurative,figurative,"['3U088ZLJV099XWEB3M1XSSC6XM70WM', '33CID5710K9P3U19IVCELFTX2RML38']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[86.793, 48.424]"
butterflies in stomach,to feel very nervous and restless,"before the big presentation, she had butterflies in her stomach",figurative,figurative,figurative,figurative,"['3NVC2EB656F93T881A14FNVTB6QY3D', '36TFCYNS4KQZXWPXBZ4403PUS5EXHD']","['APRZ7BR8C0ZMQ', 'AURYD2FH3FUOQ']","[76.416, 57.204]"
butterflies in stomach,to feel very nervous and restless,"in a surreal dream, she had butterflies in her stomach as they fluttered around",literal,tie,ambiguous,literal,"['3NVC2EB656F93T881A14FNVTB6QY3D', '36TFCYNS4KQZXWPXBZ4403PUS5EXHD']","['APRZ7BR8C0ZMQ', 'AURYD2FH3FUOQ']","[76.416, 57.204]"
