idiom,meaning,intended_ambiguous,intended_figurative,intended_literal,num_reprompt,pron_converted,intended_ambiguous_old,intended_figurative_old,intended_literal_old,annotations_ambiguous_old,annotations_figurative_old,annotations_literal_old,well_formed_old,maxvote_id_old,maxvote_ambiguous_old,maxvote_figurative_old,maxvote_literal_old
back to the drawing board,back to the planning stage,going back to the drawing board,"after the failed presentation, we were going back to the drawing board to revise our strategy",the architect realized he made a mistake and was going back to the drawing board to fix it,0,False,We went back to the drawing board,We went back to the drawing board after finding out the new regulations,We went back to the drawing board as we needed a fresh start,"['ambiguous', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,figurative : figurative : figurative,figurative,figurative,figurative
back to the salt mines,"resume work, usually with some reluctance",going back to the salt mines,"after a relaxing vacation, it's time for going back to the salt mines and working hard",the miners finished their lunch break and were going back to the salt mines to continue their work,0,False,Time to go back to the salt mines,Time to go back to the salt mines and get to work,Time to go back to the salt mines as the job requires it,"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'ambiguous', 'figurative']","['literal', 'ambiguous', 'literal']",False,ambiguous : ambiguous : literal,ambiguous,ambiguous,literal
backroom boy(s),people who work in anonymity,the backroom boys,the company's success was largely due to the backroom boys who worked tirelessly behind the scenes,"in the storage area, the backroom boys were busy organizing and restocking shelves",0,False,He is one of the backroom boys,"He is one of the backroom boys, quietly involved in decision-making processes","He is one of the backroom boys, spending time in the office at the back of the building","['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
bad blood,to have ill feelings towards someone,there's bad blood between them,"due to their past disagreements, there's bad blood between them","after the transfusion, the doctor discovered that there's bad blood between them",0,False,There is bad blood between them,There is bad blood between them because of the unresolved argument,There is bad blood between them since their last physical altercation,"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,ambiguous : figurative : figurative,ambiguous,figurative,figurative
bad egg,someone who fails to meet expectations,turned out to be a bad egg,"despite his charming demeanor, he turned out to be a bad egg in the company",the carton of eggs we bought turned out to be a bad egg when we cracked it open,0,False,He's a bad egg,"He's a bad egg, always trying to take advantage of other people",He's a bad egg because there was a crack in it,"['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,figurative : figurative : literal,figurative,figurative,literal
bag and baggage,(with) all one's belongings.,they left with bag and baggage,"after the argument, they left with bag and baggage, cutting all ties with their family","before the storm hit, they left with bag and baggage to evacuate their home",0,False,She packed her bag and baggage,She packed her bag and baggage when she left the country for a year-long academic program,She packed her bag and baggage to fit all of her belongings,"['ambiguous', 'figurative', 'literal']","['literal', 'literal', 'literal']","['literal', 'literal', 'literal']",False,ambiguous : literal : literal,ambiguous,literal,literal
ball and chain,a burden or problem that ties you down and prevents you from doing what you want,was carrying a ball and chain,he felt like he was carrying a ball and chain with his overwhelming responsibilities,the prisoner was carrying a ball and chain as a part of his punishment,0,True,My job is like a ball and chain,My job is like a ball and chain that constrains my freedom,My job is like a ball and chain because I have to stay in the office all day,"['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,figurative : figurative : figurative,figurative,figurative,figurative
ball of fire,"a dynamic person capable of or displaying rapid and highly effective thought, action, etc.",like a ball of fire,"she tackled her tasks like a ball of fire, completing them quickly and efficiently",the meteor appeared like a ball of fire as it streaked across the sky,0,False,The teacher is a ball of fire,"The teacher is a ball of fire, always demonstrating enthusiasm and vigor in his teaching","The teacher is a ball of fire, literally spitting out sparks with his lectures","['ambiguous', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'literal']",False,figurative : figurative : literal,figurative,figurative,literal
bang head against wall,to be frustrated in your efforts to change something or make something happen,banging head against the wall,trying to solve that complex math problem felt like banging head against the wall,he accidentally tripped and ended up banging head against the wall,0,False,He's been banging his head against the wall,He's been banging his head against the wall when trying to figure out how to solve this problem,He's been banging his head against the wall even though it's giving him a headache,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'ambiguous', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
bare bones,most basic and important elements or facts,presented the bare bones,"during the meeting, she presented the bare bones of the project plan",the archaeologist presented the bare bones of the ancient skeleton,0,False,We can only afford the bare bones,We can only afford the bare bones of what we need for this project so we can try to keep costs low,"We can only afford the bare bones of the project we need, literally leaving it incomplete","['figurative', 'ambiguous', 'ambiguous']","['literal', 'figurative', 'figurative']","['figurative', 'literal', 'figurative']",False,ambiguous : figurative : figurative,ambiguous,figurative,figurative
bark up the wrong tree,waste one's efforts by pursuing the wrong thing or path,was barking up the wrong tree,accusing her of stealing the documents was barking up the wrong tree,"the confused dog was barking up the wrong tree, as the squirrel had already moved to another one",0,True,You've been barking up the wrong tree,You've been barking up the wrong tree ever since you started searching for the answers,You've been barking up the wrong tree because the animal you're looking for is in a different one,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
