idiom,instance,label,meaning,gold,revision,TimeMe,AssignmentId,WorkerId,gold_0,revision_0,gold_1,revision_1,gold_2,revision_2,gold_3,revision_3,maxVote
the die is cast,the die is cast,ambiguous,"an unalterable decision has been reached, or step taken.","[2, 2, 2, 2]","['{}', '{}', '{}', '{}']","[109.546, 116.956, 61.554, 63.179]","['3NAPMVF0ZCV13RGOA1XZJ0640TA27X', '3EWIJTFFV4NFGWSKIM7R6M56PIV0EY', '3R0T90IZ18SXU2JR0XQZ1QSJBN5CGI', '34FNN24DC2PCH8VCFTPXUKTDO2S5YK']","['A110KENBXU7SUJ', 'A1HKYY6XI2OHO1', 'A1SN7EOZUW5VP3', 'A2A6FH0F7LD9ND']",ambiguous,{},ambiguous,{},ambiguous,{},ambiguous,{},ambiguous
no picnic,"despite the food and blankets, the rain made sure it was no picnic for us",literal,used to express that an activity or action is not fun,"[1, 2, 1, 1]","['{}', '{}', '{}', '{}']","[131.145, 83.68, 102.126, 174.94]","['3IJXV6UZ1DZFWVE58IGXBX4LQ52RI5', '3R8YZBNQ9XYIVAI9CCN0FI47G3PQ78', '3TDXMTX3CRAMACGLGUDZ02DPUIQ6IO', '3IUZPWIU14NBAMLF7FBFBCRFAO6KWC']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']",literal,{},ambiguous,{},literal,{},literal,{},literal
pass away,passed away peacefully,ambiguous,die,"[1, 0, 0, 1]","['{}', '{}', '{}', '{}']","[109.546, 116.956, 61.554, 63.179]","['3NAPMVF0ZCV13RGOA1XZJ0640TA27X', '3EWIJTFFV4NFGWSKIM7R6M56PIV0EY', '3R0T90IZ18SXU2JR0XQZ1QSJBN5CGI', '34FNN24DC2PCH8VCFTPXUKTDO2S5YK']","['A110KENBXU7SUJ', 'A1HKYY6XI2OHO1', 'A1SN7EOZUW5VP3', 'A2A6FH0F7LD9ND']",literal,{},figurative,{},figurative,{},literal,{},discard
take with a grain of salt,to take it with a grain of salt,ambiguous,to understand that something is not completely true or right,"[0, 2, 0, 0]","['{}', '{}', '{}', '{}']","[109.546, 116.956, 61.554, 63.179]","['3NAPMVF0ZCV13RGOA1XZJ0640TA27X', '3EWIJTFFV4NFGWSKIM7R6M56PIV0EY', '3R0T90IZ18SXU2JR0XQZ1QSJBN5CGI', '34FNN24DC2PCH8VCFTPXUKTDO2S5YK']","['A110KENBXU7SUJ', 'A1HKYY6XI2OHO1', 'A1SN7EOZUW5VP3', 'A2A6FH0F7LD9ND']",figurative,{},ambiguous,{},figurative,{},figurative,{},figurative
bite the hand that feed,the untrained dog bit the hand that fed him,literal,to turn against someone who has been a benefactor in the past,"[1, 2, 1, 1]","['{}', '{}', '{}', '{}']","[117.035, 105.707, 177.537, 77.092]","['3X4MXAO0BW4XXQYAXZKCCODT5G1WRI', '3Y54SXRO111XL1MX6OA6UFTE8LMTUS', '3Z3ZLGNNSYA0URHMA0KA21SRB13Q33', '3U4J9857OURVR4GKTUQAKT98U3P7BE']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2LMQ4497NMK3S', 'AURYD2FH3FUOQ']",literal,{},ambiguous,{},literal,{},literal,{},literal
glass ceiling,"while installing the chandelier, he accidentally hit the glass ceiling and shattered it",literal,"an unseen (glass) barrier for women and people who belong to minority groups in climbing up the corporate, political or the ladder of success regardless of whether they are qualified for the job","[1, 1, 1, 1]","['{}', '{}', '{}', '{}']","[116.909, 76.968, 157.366, 97.357]","['3E337GFOLPOGL6GIPNZDH1MVAVLNGL', '3FQ5JJ51214LNSC1FEKSFTEOHC2KNL', '37M28K1J06TJSPCUOPFBS8UB3G5JA3', '32RIADZIS8KXP3F32IEY76ZY7PM4ST']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2LMQ4497NMK3S', 'AURYD2FH3FUOQ']",literal,{},literal,{},literal,{},literal,{},literal
straight from the horse's mouth,heard it straight from the horse's mouth,ambiguous,from a dependable or reliable source,"[2, 2, 0, 2]","['{}', '{}', 'From the person described, straight from the referred source.', '{}']","[137.486, 68.535, 282.807, 103.491]","['382M9COHEXVVWI40GTLBVTTD57YEUE', '3SB5N7Y3OJKD0AOBOHXF6PQI2YRG0C', '33CID5710K9P3U19IVCELFTX1REL3Z', '3TDXMTX3CRAMACGLGUDZ02DPUEN6ID']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ', 'AURYD2FH3FUOQ']",ambiguous,{},ambiguous,{},figurative,"From the person described, straight from the referred source.",ambiguous,{},ambiguous
feet of clay,the statue had feet of clay as part of its unique design,literal,have a flaw or weakness most people are unaware of.,"[1, 1, 1, 1]","['{}', '{}', '{}', '{}']","[144.469, 103.595, 80.535, 181.718]","['37Q970SNZUOGX4IKF0VW98SVV5B1SC', '3EFE17QCRSLR1F3YHPYH1V82CU7HSR', '3C8HJ7UOPNAAU5QN3E82PTD1GV6ZMN', '3DHE4R9OCCRKWKRP341TPDJXZ0W2GB']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']",literal,{},literal,{},literal,{},literal,{},literal
make it big,"after years of hard work, she finally made it big in the industry",figurative,become very successful or famous,"[0, 0, 0, 0]","['{}', '{}', '{}', '{}']","[137.292, 66.85, 161.907, 77.139]","['3HQUKB7LNVU2B6PI6VMIXH103JPHH5', '3EJJQNKU97LF003L20YCBL36QSNRHC', '3CTOC39K3N619NEWHM3RIHSL28ZJ7C', '3W2LOLRXLRV62Q4T8L19ODJYI9RKR9']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2LMQ4497NMK3S', 'AURYD2FH3FUOQ']",figurative,{},figurative,{},figurative,{},figurative,{},figurative
full of beans,seemed full of beans,ambiguous,to be optimistic or enthusiastic,"[2, 2, 2, 2]","['{}', '{}', '{}', '{}']","[144.842, 75.58, 45.242, 52.447]","['3XC1O3LBO82U2BZ3XAI53SXVVQRTLO', '3137ONMDKWLCR035WOWURESMWZJGEG', '3SITXWYCNBPP6JMBB7U8ESMWWS3BX4', '3A1PQ49WVXXR7V4446JX5ULTMQU1HJ']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND', 'APGX2WZ59OWDN', 'AX8NXTT8QMGHC']",ambiguous,{},ambiguous,{},ambiguous,{},ambiguous,{},ambiguous
blow away,their innovative product blew away the competition in the market,figurative,impress someone very much,"[0, 0, 0, 0]","['{}', '{}', '{}', '{}']","[116.909, 76.968, 157.366, 97.357]","['3E337GFOLPOGL6GIPNZDH1MVAVLNGL', '3FQ5JJ51214LNSC1FEKSFTEOHC2KNL', '37M28K1J06TJSPCUOPFBS8UB3G5JA3', '32RIADZIS8KXP3F32IEY76ZY7PM4ST']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2LMQ4497NMK3S', 'AURYD2FH3FUOQ']",figurative,{},figurative,{},figurative,{},figurative,{},figurative
cross the line,he crossed the line with her when he made that inappropriate comment,figurative,behave in a way that is not acceptable,"[0, 0, 0, 0]","['{}', '{}', '{}', '{}']","[131.145, 83.68, 102.126, 174.94]","['3IJXV6UZ1DZFWVE58IGXBX4LQ52RI5', '3R8YZBNQ9XYIVAI9CCN0FI47G3PQ78', '3TDXMTX3CRAMACGLGUDZ02DPUIQ6IO', '3IUZPWIU14NBAMLF7FBFBCRFAO6KWC']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']",figurative,{},figurative,{},figurative,{},figurative,{},figurative
carry out,the movers had to carry out the task of moving the heavy furniture,literal,"put something into action, to accomplish something, to do something.","[0, 1, 1, 0]","['{}', '{}', '{}', '{}']","[144.469, 103.595, 80.535, 181.718]","['37Q970SNZUOGX4IKF0VW98SVV5B1SC', '3EFE17QCRSLR1F3YHPYH1V82CU7HSR', '3C8HJ7UOPNAAU5QN3E82PTD1GV6ZMN', '3DHE4R9OCCRKWKRP341TPDJXZ0W2GB']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']",figurative,{},literal,{},literal,{},figurative,{},discard
in your face,the 3D movie had an in-your-face attitude with objects flying towards the audience,literal,"a bold, defiant or aggressive manner","[1, 0, 1, 2]","['{}', '{}', '{}', '{}']","[137.292, 66.85, 161.907, 77.139]","['3HQUKB7LNVU2B6PI6VMIXH103JPHH5', '3EJJQNKU97LF003L20YCBL36QSNRHC', '3CTOC39K3N619NEWHM3RIHSL28ZJ7C', '3W2LOLRXLRV62Q4T8L19ODJYI9RKR9']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2LMQ4497NMK3S', 'AURYD2FH3FUOQ']",literal,{},figurative,{},literal,{},ambiguous,{},literal
get the wrong end of the stick,got the wrong end of the stick,ambiguous,to understand something in the wrong way,"[2, 2, 2, 2]","['{}', 'she got the wrong end of the stick', '{}', '{}']","[52.897, 165.068, 49.511, 90.284]","['3K9FOBBF2XZW7YUJ0EWTUTR368ONL0', '3GNA64GUZUK3864QOJ83HYQBPTTQ5K', '3IRIK4HM3Q0VX9ULOKHDPZFUH936CB', '31UV0MXWN6SQR8G7BB3U8WZPYJE5IY']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S', 'A38DXFI1TZA295', 'AX8NXTT8QMGHC']",ambiguous,{},ambiguous,she got the wrong end of the stick,ambiguous,{},ambiguous,{},ambiguous
take it on the chin,"during the boxing match, he took it on the chin and fell to the ground",literal,this is a boxing metaphor meaning don't shy away from difficulty,"[1, 1, 1, 1]","['{}', '{}', '{}', '{}']","[124.532, 51.615, 41.944, 145.078]","['3R6BYFZZPNSFJ0YRG9G4XIDHBUVXFG', '3BV8HQ2ZZCH74UXN46LMJ4P6HAK6AJ', '345LHZDEDD8SMKO3R94FC2PGEMAU3D', '3UJ1CZ6IZX5FLMJ3GNX8CY5C7LFS5K']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']",literal,{},literal,{},literal,{},literal,{},literal
bet on the wrong horse,"at the racetrack, she bet on the wrong horse and lost her money",literal,support a person or thing that ultimately fails,"[1, 0, 1, 1]","['{}', '{}', '{}', '{}']","[131.66, 165.755, 153.166, 180.461]","['3RU7GD8VP49JEW1M026MA4ATYLGPS3', '3DZQRBDBS1VC77WZ249FX17STPOS3U', '3G0WWMR1UB07YVAWSJ4PBFQXGIVNQH', '39GHHAVOMV74Q0WDFO5KF58BB684JC']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2LMQ4497NMK3S', 'AURYD2FH3FUOQ']",literal,{},figurative,{},literal,{},literal,{},literal
between you and me,"between you and me, there's a secret that I can't share with anyone else",figurative,a secret to be kept between two people,"[0, 2, 1, 0]","['{}', '{}', ""between us both, I can't share the secret with anyone else"", '{}']","[144.469, 103.595, 80.535, 181.718]","['37Q970SNZUOGX4IKF0VW98SVV5B1SC', '3EFE17QCRSLR1F3YHPYH1V82CU7HSR', '3C8HJ7UOPNAAU5QN3E82PTD1GV6ZMN', '3DHE4R9OCCRKWKRP341TPDJXZ0W2GB']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']",figurative,{},ambiguous,{},literal,"between us both, I can't share the secret with anyone else",figurative,{},figurative
hit the bull's-eye,hit the bull's-eye,ambiguous,to be exactly right about something or achieve the best result possible,"[2, 2, 2, 2]","['{}', '{}', '{}', '{}']","[52.897, 165.068, 49.511, 90.284]","['3K9FOBBF2XZW7YUJ0EWTUTR368ONL0', '3GNA64GUZUK3864QOJ83HYQBPTTQ5K', '3IRIK4HM3Q0VX9ULOKHDPZFUH936CB', '31UV0MXWN6SQR8G7BB3U8WZPYJE5IY']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S', 'A38DXFI1TZA295', 'AX8NXTT8QMGHC']",ambiguous,{},ambiguous,{},ambiguous,{},ambiguous,{},ambiguous
come across,came across the old book,ambiguous,to meet someone,"[1, 2, 1, 1]","['{}', '{}', '{}', '{}']","[47.315, 40.813, 103.067, 228.768]","['3H8DHMCCWPRC1GLOQK6PJO2U34FDK3', '35USIKEBN7WEODRCDAQR5A96GDGN69', '32UTUBMZ7WCX2UHGBSTQQ7PBGHVBV1', '3RWE2M8QWXQJA25XBLAAW9ZF3AV0NM']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A38DXFI1TZA295', 'AURYD2FH3FUOQ']",literal,{},ambiguous,{},literal,{},literal,{},literal
black book,the old photograph was found in the black book on the dusty shelf,literal,a book containing a list of secret contacts,"[1, 1, 1, 1]","['{}', '{}', '{}', '{}']","[124.532, 51.615, 41.944, 145.078]","['3R6BYFZZPNSFJ0YRG9G4XIDHBUVXFG', '3BV8HQ2ZZCH74UXN46LMJ4P6HAK6AJ', '345LHZDEDD8SMKO3R94FC2PGEMAU3D', '3UJ1CZ6IZX5FLMJ3GNX8CY5C7LFS5K']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']",literal,{},literal,{},literal,{},literal,{},literal
clear the decks,we cleared the decks for the event by finishing all our pending tasks,figurative,get ready for action.,"[0, 2, 0, 0]","['{}', '{}', '{}', '{}']","[131.66, 165.755, 153.166, 180.461]","['3RU7GD8VP49JEW1M026MA4ATYLGPS3', '3DZQRBDBS1VC77WZ249FX17STPOS3U', '3G0WWMR1UB07YVAWSJ4PBFQXGIVNQH', '39GHHAVOMV74Q0WDFO5KF58BB684JC']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2LMQ4497NMK3S', 'AURYD2FH3FUOQ']",figurative,{},ambiguous,{},figurative,{},figurative,{},figurative
take the edge off,took the edge off the situation,ambiguous,blunt the effect of,"[0, 0, 0, 0]","['{}', '{}', '{}', '{}']","[47.315, 40.813, 103.067, 228.768]","['3H8DHMCCWPRC1GLOQK6PJO2U34FDK3', '35USIKEBN7WEODRCDAQR5A96GDGN69', '32UTUBMZ7WCX2UHGBSTQQ7PBGHVBV1', '3RWE2M8QWXQJA25XBLAAW9ZF3AV0NM']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A38DXFI1TZA295', 'AURYD2FH3FUOQ']",figurative,{},figurative,{},figurative,{},figurative,{},figurative
not playing with a full deck,not playing with a full deck,ambiguous,not mentally sound,"[2, 0, 2, 2]","['{}', '{}', '{}', '{}']","[47.315, 40.813, 103.067, 228.768]","['3H8DHMCCWPRC1GLOQK6PJO2U34FDK3', '35USIKEBN7WEODRCDAQR5A96GDGN69', '32UTUBMZ7WCX2UHGBSTQQ7PBGHVBV1', '3RWE2M8QWXQJA25XBLAAW9ZF3AV0NM']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A38DXFI1TZA295', 'AURYD2FH3FUOQ']",ambiguous,{},figurative,{},ambiguous,{},ambiguous,{},ambiguous
sweep under the rug,"instead of addressing the problem, they swept the issue under the rug and pretended it didn't exist",figurative,try to hide a problem or keep a problem secret instead of dealing with it,"[2, 2, 0, 0]","['{}', '{}', '{}', ""instead of addressing the problem, they swept the issue under the rug like it didn't exist""]","[33.723, 43.4, 175.503, 402.733]","['3SITXWYCNBPP6JMBB7U8ESMWWS3XBQ', '3MX2NQ3YCPANH352AX3VB6M4MWY5XE', '3TMFV4NEPOURFLJEYQECL7IOFKC8W9', '3QL2OFSM9MY34U0DN13URA1GCZRNC1']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S', 'AURYD2FH3FUOQ']",ambiguous,{},ambiguous,{},figurative,{},figurative,"instead of addressing the problem, they swept the issue under the rug like it didn't exist",discard
blowing smoke,the magician was blowing smoke at the meeting as part of his performance,literal,to intentionally misinform or deceive,"[1, 1, 1, 1]","['{}', '{}', '{}', '{}']","[124.532, 51.615, 41.944, 145.078]","['3R6BYFZZPNSFJ0YRG9G4XIDHBUVXFG', '3BV8HQ2ZZCH74UXN46LMJ4P6HAK6AJ', '345LHZDEDD8SMKO3R94FC2PGEMAU3D', '3UJ1CZ6IZX5FLMJ3GNX8CY5C7LFS5K']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']",literal,{},literal,{},literal,{},literal,{},literal
burn bridges,the vandals burned bridges with them as they escaped the village,literal,"remove someone's all options of retreat, act decisively","[1, 2, 1, 2]","['{}', '{}', '{}', '{}']","[131.66, 165.755, 153.166, 180.461]","['3RU7GD8VP49JEW1M026MA4ATYLGPS3', '3DZQRBDBS1VC77WZ249FX17STPOS3U', '3G0WWMR1UB07YVAWSJ4PBFQXGIVNQH', '39GHHAVOMV74Q0WDFO5KF58BB684JC']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2LMQ4497NMK3S', 'AURYD2FH3FUOQ']",literal,{},ambiguous,{},literal,{},ambiguous,{},discard
sleep on,"with no bed available, he had to sleep on the decision he made by using a pile of papers",literal,postpone making a choice until the following day.,"[3, 1, 3, 3]","['{}', '{}', '{}', '{}']","[144.469, 103.595, 80.535, 181.718]","['37Q970SNZUOGX4IKF0VW98SVV5B1SC', '3EFE17QCRSLR1F3YHPYH1V82CU7HSR', '3C8HJ7UOPNAAU5QN3E82PTD1GV6ZMN', '3DHE4R9OCCRKWKRP341TPDJXZ0W2GB']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']",discard,{},literal,{},discard,{},discard,{},discard
never looked back,he walked away from the haunted house and never looked back after that,literal,"after an event which changed your life for the better, you continue to be happy with the situation","[1, 2, 2, 2]","['{}', '{}', '{}', '{}']","[137.292, 66.85, 161.907, 77.139]","['3HQUKB7LNVU2B6PI6VMIXH103JPHH5', '3EJJQNKU97LF003L20YCBL36QSNRHC', '3CTOC39K3N619NEWHM3RIHSL28ZJ7C', '3W2LOLRXLRV62Q4T8L19ODJYI9RKR9']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2LMQ4497NMK3S', 'AURYD2FH3FUOQ']",literal,{},ambiguous,{},ambiguous,{},ambiguous,{},ambiguous
up to the neck,"the floodwaters rose, leaving him up to the neck in work to clean up the mess",literal,"when people are very involved in something, especially when it's something wrong","[1, 2, 1, 3]","['{}', '{}', '{}', '{}']","[120.758, 95.358, 94.857, 243.453]","['39L1G8WVW67CDNX5PLUV10KJ3PD13L', '3G0WWMR1UB07YVAWSJ4PBFQXGIUNQG', '39N5ACM9HU319H5NRW6VT9536XTP9U', '3NPI0JQDA4LKTWE1P2BCK96F04UPTS']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'AURYD2FH3FUOQ']",literal,{},ambiguous,{},literal,{},discard,{},literal
the brains behind,"the computer was the brains behind the project, controlling all the automated processes",literal,"used to refer to the person who originally invented a particular scheme, plan or idea","[0, 0, 1, 1]","['{}', '{}', '{}', '{}']","[124.532, 51.615, 41.944, 145.078]","['3R6BYFZZPNSFJ0YRG9G4XIDHBUVXFG', '3BV8HQ2ZZCH74UXN46LMJ4P6HAK6AJ', '345LHZDEDD8SMKO3R94FC2PGEMAU3D', '3UJ1CZ6IZX5FLMJ3GNX8CY5C7LFS5K']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']",figurative,{},figurative,{},literal,{},literal,{},discard
my way or the highway,it's my way or the highway,ambiguous,to order someone to do something in a specific way without providing an alternative.,"[2, 0, 0, 2]","['{}', '{}', ""Mom said it's my way or the highway, make sure these peas are shelled and the shells are totally removed."", '{}']","[38.85, 52.363, 248.844, 84.548]","['33JKGHPFYSAGDGC40QX8U66S6DENM2', '336YQZE83BUCNR6YWQ1M0P66FSWM5T', '3ZSANO2JCVN7NJCSMZAHYAWPWBRFSG', '3QRYMNZ7FEXKQB2O9NYKGK1K0LRTNQ']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ', 'AURYD2FH3FUOQ']",ambiguous,{},figurative,{},figurative,"Mom said it's my way or the highway, make sure these peas are shelled and the shells are totally removed.",ambiguous,{},discard
pipe down,the teacher told them to pipe down when they were being too loud,figurative,to take to one or more notches down to its current standard,"[0, 0, 0, 0]","['{}', '{}', '{}', '{}']","[144.469, 103.595, 80.535, 181.718]","['37Q970SNZUOGX4IKF0VW98SVV5B1SC', '3EFE17QCRSLR1F3YHPYH1V82CU7HSR', '3C8HJ7UOPNAAU5QN3E82PTD1GV6ZMN', '3DHE4R9OCCRKWKRP341TPDJXZ0W2GB']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']",figurative,{},figurative,{},figurative,{},figurative,{},figurative
black and blue,"after the harsh criticism, his ego was bruised black and blue",figurative,"hurt, either bodily, emotionally or psychologically","[0, 0, 0, 0]","['{}', '{}', '{}', '{}']","[137.292, 66.85, 161.907, 77.139]","['3HQUKB7LNVU2B6PI6VMIXH103JPHH5', '3EJJQNKU97LF003L20YCBL36QSNRHC', '3CTOC39K3N619NEWHM3RIHSL28ZJ7C', '3W2LOLRXLRV62Q4T8L19ODJYI9RKR9']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2LMQ4497NMK3S', 'AURYD2FH3FUOQ']",figurative,{},figurative,{},figurative,{},figurative,{},figurative
gloves are off,the gloves are off now,ambiguous,people are beginning to behave in a more hostile or tenacious way; usually used to describe a dispute or fight,"[2, 2, 2, 2]","['{}', '{}', '{}', '{}']","[42.174, 72.616, 163.64, 97.726]","['3HWRJOOETLIFH5CWROQBGSBPKAFSEE', '33SA9F9TRDA8OMT5BT0CDHEAQN8EWC', '3F0BG9B9M53R4C9V3M4US479F8N7Y1', '3HVVDCPGTU8E2A62GP7VX0ZR45XYTN']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S', 'AX8NXTT8QMGHC']",ambiguous,{},ambiguous,{},ambiguous,{},ambiguous,{},ambiguous
have a soft spot,"despite her tough exterior, she has a soft spot for kittens and always takes care of them",figurative,to like someone very much,"[0, 0, 0, 0]","['{}', '{}', '{}', '{}']","[124.532, 51.615, 41.944, 145.078]","['3R6BYFZZPNSFJ0YRG9G4XIDHBUVXFG', '3BV8HQ2ZZCH74UXN46LMJ4P6HAK6AJ', '345LHZDEDD8SMKO3R94FC2PGEMAU3D', '3UJ1CZ6IZX5FLMJ3GNX8CY5C7LFS5K']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']",figurative,{},figurative,{},figurative,{},figurative,{},figurative
white paper,she read the white paper to understand the company 's new policy,figurative,official report or guide,"[0, 1, 0, 2]","['{}', '{}', '{}', '{}']","[131.66, 165.755, 153.166, 180.461]","['3RU7GD8VP49JEW1M026MA4ATYLGPS3', '3DZQRBDBS1VC77WZ249FX17STPOS3U', '3G0WWMR1UB07YVAWSJ4PBFQXGIVNQH', '39GHHAVOMV74Q0WDFO5KF58BB684JC']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2LMQ4497NMK3S', 'AURYD2FH3FUOQ']",figurative,{},literal,{},figurative,{},ambiguous,{},figurative
wrapped up in cotton wool,the delicate antique was wrapped up in cotton wool to prevent damage during transportation,literal,to be over-protected from dangers and risks,"[1, 2, 1, 1]","['{}', '{}', '{}', '{}']","[141.421, 240.806, 64.446, 192.798]","['3C2NJ6JBKQXQ6C8BQ8EOFXSU0CHN23', '36DSNE9QZLE8UT6VY8KTT3EGSX9OJ7', '3OE22WJIGY4KTLU5PKGBPAIROENUQF', '31LVTDXBLNQHMWMBTLDA3DWD79XRLK']","['A1HKYY6XI2OHO1', 'A1I7H6RDJS4EKN', 'A290OV59Q76QC8', 'AURYD2FH3FUOQ']",literal,{},ambiguous,{},literal,{},literal,{},literal
buckle down,to buckle down to work,ambiguous,make sure something stays in place,"[2, 0, 0, 0]","['{}', '{}', '{}', '{}']","[42.174, 72.616, 163.64, 97.726]","['3HWRJOOETLIFH5CWROQBGSBPKAFSEE', '33SA9F9TRDA8OMT5BT0CDHEAQN8EWC', '3F0BG9B9M53R4C9V3M4US479F8N7Y1', '3HVVDCPGTU8E2A62GP7VX0ZR45XYTN']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S', 'AX8NXTT8QMGHC']",ambiguous,{},figurative,{},figurative,{},figurative,{},figurative
last resort,he decided to ask his parents for help as a last resort when all other options failed,figurative,the last thing you would do if you were desperate and all other courses of action had failed,"[0, 1, 1, 0]","['{}', '{}', '{}', '{}']","[120.758, 95.358, 94.857, 243.453]","['39L1G8WVW67CDNX5PLUV10KJ3PD13L', '3G0WWMR1UB07YVAWSJ4PBFQXGIUNQG', '39N5ACM9HU319H5NRW6VT9536XTP9U', '3NPI0JQDA4LKTWE1P2BCK96F04UPTS']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'AURYD2FH3FUOQ']",figurative,{},literal,{},literal,{},figurative,{},discard
bigger fish to fry,I have bigger fish to fry,ambiguous,"to have other, more important things to do.","[2, 2, 2, 2]","['{}', '{}', '{}', '{}']","[112.518, 38.993, 85.778, 92.816]","['3E337GFOLPOGL6GIPNZDH1MVARJNGB', '336KAV9KY68KIBCPXANZWDQ14SJ2YY', '3R6P78PK70REGJL2MJLPQ0SNZ96TGJ', '3L6L49WXWGDWJ1HSQM1QEVP6T1C45H']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A38DXFI1TZA295', 'APGX2WZ59OWDN']",ambiguous,{},ambiguous,{},ambiguous,{},ambiguous,{},ambiguous
a lot on my plate,"juggling multiple projects at work, she was having a lot on the plate these days",figurative,to have so many things to do at one time,"[0, 0, 0, 0]","['juggling multiple projects at work, she had a lot on her plate', '{}', '{}', '{}']","[131.66, 165.755, 153.166, 180.461]","['3RU7GD8VP49JEW1M026MA4ATYLGPS3', '3DZQRBDBS1VC77WZ249FX17STPOS3U', '3G0WWMR1UB07YVAWSJ4PBFQXGIVNQH', '39GHHAVOMV74Q0WDFO5KF58BB684JC']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2LMQ4497NMK3S', 'AURYD2FH3FUOQ']",figurative,"juggling multiple projects at work, she had a lot on her plate",figurative,{},figurative,{},figurative,{},figurative
cross the bridge,the two friends crossed the bridge together while enjoying the scenic view,literal,to delay worrying about something that might not happen anyway,"[1, 1, 1, 2]","['{}', '{}', '{}', '{}']","[141.421, 240.806, 64.446, 192.798]","['3C2NJ6JBKQXQ6C8BQ8EOFXSU0CHN23', '36DSNE9QZLE8UT6VY8KTT3EGSX9OJ7', '3OE22WJIGY4KTLU5PKGBPAIROENUQF', '31LVTDXBLNQHMWMBTLDA3DWD79XRLK']","['A1HKYY6XI2OHO1', 'A1I7H6RDJS4EKN', 'A290OV59Q76QC8', 'AURYD2FH3FUOQ']",literal,{},literal,{},literal,{},ambiguous,{},literal
