idiom,meaning,subsentence,sentence,label,reason
back against the wall,to be in a tough situation with limited options,They had their back against the wall,They had their back against the wall because they were losing the argument.,0,"Here, ""back against the wall"" means to be at a disadvantage in a situation."
back against the wall,to be in a tough situation with limited options,They had their back against the wall,They had their back against the wall because there was nowhere else to sit.,1,"Here, ""back against the wall"" means to physically be leaning against a wall."
back door,to take indirect or unofficial route to get something done,He was using the back door,He was using the back door to sneak around the rules.,0,"Here, ""back door"" means to take a route that is not conventional and often secretive."
back door,to take indirect or unofficial route to get something done,He was using the back door,He was using the back door to get into the building.,1,"Here, ""back door"" means to use the door located in the rear of the building."
back the wrong horse,to make the wrong decision and support a person or action that is later unsuccessful,He's backed the wrong horse,He's backed the wrong horse by not taking the advice of his experienced colleagues.,0,"Here, ""backed the wrong horse"" means to make the wrong choice in a difficult situation."
back the wrong horse,to make the wrong decision and support a person or action that is later unsuccessful,He's backed the wrong horse,He's backed the wrong horse because he placed his bet on the unsuccessful one.,1,"Here, ""backed the wrong horse"" means to put money or resources behind the wrong choice in a competition."
back to square one,return to where one started from,We are back to square one,We are back to square one after our initial plan failed.,0,"Here, ""back to square one"" means returning to the beginning or starting over."
back to square one,return to where one started from,We are back to square one,We are back to square one as we have to start playing the board game again.,1,"Here, ""back to square one"" means returning to the literal square one on a board game."
back to the drawing board,back to the planning stage,We went back to the drawing board,We went back to the drawing board after finding out the new regulations.,0,"Here, to ""go back to the drawing board"" means to start a task or process all over again."
back to the drawing board,back to the planning stage,We went back to the drawing board,We went back to the drawing board as we needed a fresh start.,1,"Here, to ""go back to the drawing board"" means to physically return to the place where drawings or plans are created."
back to the salt mines,"resume work, usually with some reluctance",Time to go back to the salt mines,Time to go back to the salt mines and get to work.,0,"Here, ""back to the salt mines"" means to go back to a place of hard work or dull labor. "
back to the salt mines,"resume work, usually with some reluctance",Time to go back to the salt mines,Time to go back to the salt mines as the job requires it.,1,"Here, ""back to the salt mines"" means to go back to an actual workplace, such as the mine, where salt is collected."
back to the wall,to be in a difficult situation,They were backed up against the wall,They were backed up against the wall with no other options left.,0,"Here, ""back to the wall"" means to be in a desperate situation with limited resources or options."
back to the wall,to be in a difficult situation,They were backed up against the wall,They were backed up against the wall as the crowd slowly started closing in on them,1,"Here, ""back to the wall"" means to be physically blocked and unable to move forward."
backroom boy(s),people who work in anonymity,He is one of the backroom boys,"He is one of the backroom boys, quietly involved in decision-making processes.",0,"Here, ""backroom boy(s)"" means to be somebody discreetly involved in the affairs of an organization."
backroom boy(s),people who work in anonymity,He is one of the backroom boys,"He is one of the backroom boys, spending time in the office at the back of the building.",1,"Here, ""backroom boy(s)"" means to be somebody based in the backroom of a building."
bad blood,to have ill feelings towards someone,There is bad blood between them,There is bad blood between them because of the unresolved argument.,0,"Here, ""bad blood"" means there is unresolved animosity or bad feelings."
