idiom,meaning,source_model,source_sentence,translation,afl,correctness
push the boat out,celebrate; enjoy oneself.,nllb,we pushed the boat out,a fi ọkọ̀ ojú omi náà lé wọn jáde,l,2
,,nllb,"For her birthday, [[we pushed the boat out]] and threw a huge party","Ní ọjọ́ ìbí rẹ̀, a gbé ọkọ̀ ojú omi náà jáde, a sì ṣe àríyá ńlá",l,0
,,nllb,[[We pushed the boat out]] into the water to start our fishing trip,A fi ọkọ̀ ojú omi náà lé omi lọ láti bẹ̀rẹ̀ ìrìn àjò ẹja pípa wa,l,0
push the boat out,celebrate; enjoy oneself.,opus,we pushed the boat out,A ti ọkò ojú omi náà dà nù,l,1
,,opus,"For her birthday, [[we pushed the boat out]] and threw a huge party","Nítorí ọjó ìbí rè, a ti ọkò ojú omi náà, a sì ju ẹgbé ńlá kan sílè",l,1
,,opus,[[We pushed the boat out]] into the water to start our fishing trip,A fi ọkò ojú omi wa sílè lọ sínú omi láti bèrè ìrìn àjò ìpẹja wa,l,1
push the boat out,celebrate; enjoy oneself.,palm,we pushed the boat out,A tẹ̀ ọkọ̀ òkun náà jáde,l,0
,,palm,"For her birthday, [[we pushed the boat out]] and threw a huge party",Nígbà ìbí rẹ̀ a ṣe ìyàsọtọ̀ fún un a sì ṣe ìpàdé ńlá,x,2
,,palm,[[We pushed the boat out]] into the water to start our fishing trip,A tẹ̀ ọkọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀ ọ̀kọ̀,x,2
take a cue from,to do what is recommended by someone else,gpt,take a cue from her,wa ni ipa re.,x,2
,,gpt,You should [[take a cue from her]] and start organizing your time better,O nilo lati gba iyepe siwaju rẹ ati bẹrẹ irinṣẹ rẹ niwaju.,x,2
,,gpt,"During the pool game, he decided to [[take a cue from her]] and use her favorite one","Lati odo awọn odo, o wa ni irinṣẹ fun ṣe oju-iwọn rẹ ati lo fun irinṣẹ ti o nife.",x,2
take a cue from,to do what is recommended by someone else,opus,take a cue from her,Jé kí ọmọ rẹ mọ ohun tó yẹ kó ṣe,f,1
,,opus,You should [[take a cue from her]] and start organizing your time better,"O gbódò máa bá a kégbé, kó o sì máa ṣètò àkókò rẹ lónà tó dára ju ti télè lọ",f,0
,,opus,"During the pool game, he decided to [[take a cue from her]] and use her favorite one","Nígbà tí wón ń ṣe eré tí wón féràn jù lọ nínú adágún náà, ó pinnu láti mú kétékété kan látinú rè, ó sì lo òkan lára àwọn ohun tó féràn jù lọ",l,2
take a cue from,to do what is recommended by someone else,palm,take a cue from her,gba ẹ̀kọ́ ọ̀rọ̀ ọ̀rẹ́ rẹ,f,0
,,palm,You should [[take a cue from her]] and start organizing your time better,Ìwọ gbọdọ gba ìwé ìrántí láti ọdọ rẹ̀ kí o sì bẹ̀rẹ̀ sí í ṣe àtòjọ àkókò rẹ̀ dáadáa,x,2
,,palm,"During the pool game, he decided to [[take a cue from her]] and use her favorite one",Nígbà tí wọ́n ń ṣe ìdíje ìṣeré ìfọ́n ó pinnu láti gba ìtọ́ láti ọwọ́ rẹ̀ kí ó sì lo ìfọ́n tó ń fẹ́ jùlọ,x,2
take a cue from,to do what is recommended by someone else,nllb,take a cue from her,kó o máa tẹ̀ lé àpẹẹrẹ rẹ̀,f,1
,,nllb,You should [[take a cue from her]] and start organizing your time better,"Ó yẹ kó o tẹ̀ lé àpẹẹrẹ rẹ̀, kó o sì máa ṣètò àkókò rẹ dáadáa",f,1
,,nllb,"During the pool game, he decided to [[take a cue from her]] and use her favorite one","Nígbà tí wọ́n ń gbá bọ́ọ̀lù, ó pinnu láti tẹ̀ lé àpẹẹrẹ rẹ̀, ó sì lo èyí tó fẹ́ràn jù lọ",f,1
the devil is beating his wife,raining whereas the sun is shining.,nllb,the devil is beating his wife,èṣù ń lu ìyàwó rẹ̀,l,0
,,nllb,"While the sun was shining, it started raining, and people said [[the devil is beating his wife]]","Nígbà tí oòrùn ń ràn, òjò bẹ̀rẹ̀ sí rọ̀, àwọn èèyàn sì sọ pé Èṣù ń lu ìyàwó rẹ̀",a,0
,,nllb,"In the theatrical performance, the actor playing Satan acted out a scene where [[the devil is beating his wife]]","Nínú eré náà, òṣèré tó ń ṣe Sátánì ṣe àṣefihàn bí èṣù ṣe ń lu ìyàwó rẹ̀",l,0
the devil is beating his wife,raining whereas the sun is shining.,gpt,the devil is beating his wife,"Ọmọdé ìyá mi, ẹ̀ṣù náà n ṣe ìyá rẹ̀ ni.",x,2
,,gpt,"While the sun was shining, it started raining, and people said [[the devil is beating his wife]]","Nitoripe oorun nlo, ojojumo ba nile, eyin lo mo wipe esu nbe nitori o nbe ni iya re.",x,2
,,gpt,"In the theatrical performance, the actor playing Satan acted out a scene where [[the devil is beating his wife]]","Ni iṣẹ afikun, ọkọ-ọ̀run ti o ṣe iṣẹ Satan ṣe afikun kan ni ibi ti ibeji rẹ ti ṣe iṣẹ ibi ti ibeji rẹ.",x,2
the devil is beating his wife,raining whereas the sun is shining.,opus,the devil is beating his wife,èṣù náà ń lu ìyàwó rè,l,0
,,opus,"While the sun was shining, it started raining, and people said [[the devil is beating his wife]]","Nígbà tí oòrùn ń ràn, òjò bèrè sí í rò, àwọn èèyàn sì sọ pé èṣù ń lu ìyàwó rè",l,0
,,opus,"In the theatrical performance, the actor playing Satan acted out a scene where [[the devil is beating his wife]]","Nínú eré orí ìtàgé yẹn, ẹni tó ń ta ko Sátánì ṣe ohun kan tó fi hàn pé èṣù ń lu ìyàwó rè",l,0
the devil is beating his wife,raining whereas the sun is shining.,palm,the devil is beating his wife,ẹ̀yà ń ṣe ìyà fún ìyàwó rẹ̀,x,2
,,palm,"While the sun was shining, it started raining, and people said [[the devil is beating his wife]]",Nígbà tí òjò ń rọ ó ń ṣọ́kọ́ àwọn èèyàn sọ pé ẹ̀ṣù ń ṣe ìyà fún ìyàwó rẹ̀,x,2
,,palm,"In the theatrical performance, the actor playing Satan acted out a scene where [[the devil is beating his wife]]",Nínú ìṣe ìtàgé òṣèré tí ń ṣe Satan ṣe ìṣe ìtàgé níbi tí ẹ̀lúfin ń ṣe ìbàjẹ́ ìyàwó rẹ̀,x,2
the eleventh hour,at the very last minute before an event,gpt,at the eleventh hour,ni òwú méjìdí.,x,2
,,gpt,"He finished the project [[at the eleventh hour]], just before the deadline","O ti pari iṣẹ ni òwúrọ kan, nipa ọjọgba ti o kuna.",x,2
,,gpt,She decided to go for a walk [[at the eleventh hour]] of the night,O ti yan awọn odo ni òní kan lẹhin oru meta.,x,2
the eleventh hour,at the very last minute before an event,opus,at the eleventh hour,ní wákàtí mókànlá,l,0
,,opus,"He finished the project [[at the eleventh hour]], just before the deadline",Ó parí iṣé náà ní wákàtí mókànlá ṣáájú kí wón tó kó ọ tán,l,0
,,opus,She decided to go for a walk [[at the eleventh hour]] of the night,Ó pinnu láti rìn fún wákàtí mókànlá alé,l,0
the eleventh hour,at the very last minute before an event,palm,at the eleventh hour,nígbà ìkẹsàn-ún ìwájú,f,2
,,palm,"He finished the project [[at the eleventh hour]], just before the deadline",Ó parí iṣẹ́ náà ní ìgbà kẹtàdínlọ́gọ́rùn-ún lẹ́yìn ìgbà ìwọn ìgbà tó tó,x,2
,,palm,She decided to go for a walk [[at the eleventh hour]] of the night,Ó pinnu láti lọ rìn ní ìgbà kẹtàlá nílé ìsùn,x,2
the eleventh hour,at the very last minute before an event,nllb,at the eleventh hour,ní wákàtí kọkànlá,l,0
,,nllb,"He finished the project [[at the eleventh hour]], just before the deadline","Ó parí iṣẹ́ náà ní wákàtí kọkànlá, ìyẹn ṣáájú àkókò tí wọ́n fi dá a lẹ́sẹẹsẹ",l,0
,,nllb,She decided to go for a walk [[at the eleventh hour]] of the night,Ó pinnu láti lọ rìnrìn àjò ní wákàtí kọkànlá òru,l,0
to see the back of,to be glad that you no longer have to deal with someone,gpt,to see the back of the problem,wo ni oju-iwe ile ise.,x,2
,,gpt,She was relieved [[to see the back of the problem]] after finding a solution,O ti oju kan lara lati ri igbeyawo ti o dara ni ose yii.,x,2
,,gpt,He had [[to see the back of the problem]] by flipping the paper over,O ti gbe oju ija lo si odo pẹlu iwe toju.,x,2
to see the back of,to be glad that you no longer have to deal with someone,palm,to see the back of the problem,lati ri ẹ̀yìn ìṣòro,l,0
,,palm,She was relieved [[to see the back of the problem]] after finding a solution,Ó ní ìfẹ́ láti rí ìparí ìṣòro náà lẹ́yìn tí ó rí ọ̀nà ìgbàgbọ́,l,0
,,palm,He had [[to see the back of the problem]] by flipping the paper over,Ó ní ó gbọdọ́ yí ìwé náà kọ́kọ́ kí ó tó rí ìgbàgbé ìṣòro náà,x,2
to see the back of,to be glad that you no longer have to deal with someone,opus,to see the back of the problem,láti mọ ohun tó fa ìṣòro náà,x,2
,,opus,She was relieved [[to see the back of the problem]] after finding a solution,Ọkàn rè wá balè nígbà tó rí ìṣòro náà léyìn tó rí ojútùú sí i,l,1
,,opus,He had [[to see the back of the problem]] by flipping the paper over,Ó gbódò rí i léyìn ìṣòro náà nípa fífa bébà náà lé e lówó,l,2
to see the back of,to be glad that you no longer have to deal with someone,nllb,to see the back of the problem,láti rí ohun tó fa ìṣòro náà,x,2
,,nllb,She was relieved [[to see the back of the problem]] after finding a solution,"Ó wá rí i pé ìṣòro náà ti yanjú, inú rẹ̀ sì dùn gan-an",x,2
,,nllb,He had [[to see the back of the problem]] by flipping the paper over,Ó rí i pé ìṣòro náà kò ju pé kó fi ìwé náà sílẹ̀,x,2
turn down a glass,to decline something that someone has offered.,nllb,turned down a glass,ó rọ̀ ọ́ láti mu,x,2
,,nllb,"At the party, he politely [[turned down a glass]] when offered a drink","Nígbà tí wọ́n fún un ní ohun mímu níbi àpèjẹ náà, ó fi tọ̀wọ̀tọ̀wọ̀ kọ̀ láti mu ún",l,0
,,nllb,She [[turned down a glass]] upside down to let it dry,Ó gbé ife kan sókè kó lè gbẹ,l,0
turn down a glass,to decline something that someone has offered.,opus,turned down a glass,Kọ gíláàsì kan sílè,l,0
,,opus,"At the party, he politely [[turned down a glass]] when offered a drink","Lójó té ẹ wà níbi àríyá náà, ó rọra fi tòwòtòwò kọ gíláàsì kan sílè nígbà tó ń mu ọtí",l,0
,,opus,She [[turned down a glass]] upside down to let it dry,Ó kọ gíláàsì sílè ségbèé kan láti fi jé kí ó gbẹ táútáú,l,0
turn down a glass,to decline something that someone has offered.,gpt,turned down a glass,ti ṣe ọkàn àmì ohun.,x,2
,,gpt,"At the party, he politely [[turned down a glass]] when offered a drink","Ni ẹ̀kọ́, ó rírò ni ìdíje nítorí ó kò ní ìbèẹ̀rẹ̀ lọ.",x,2
,,gpt,She [[turned down a glass]] upside down to let it dry,O ti ṣe ẹrọ kan lọ pẹlu ọkọ kan ni o ṣe ṣiṣẹ lati jẹ ki o jẹun.,x,2
turn down a glass,to decline something that someone has offered.,palm,turned down a glass,sọ ọ̀nà ọ̀gọ́rùn-ún,x,2
,,palm,"At the party, he politely [[turned down a glass]] when offered a drink",Níbi ayẹyẹ náà ó tún sọ pé òun kò fẹ́ ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí wọ́n fi ń mú ọ̀nà tí w,x,2
,,palm,She [[turned down a glass]] upside down to let it dry,Ó tẹ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ̀ ọ̀nà ìkọ,x,2
use your loaf,To tell someone to use their brain more in analysing what they are doing.,palm,They used their loaf,Wọ́n lo ìyẹ̀ wọn,l,2
,,palm,[[They used their loaf]] to solve the complex puzzle,Wọ́n lo ìgbàgbọ́ wọn láti ṣe àwọn ìṣoro tí ó ṣòro,x,2
,,palm,[[They used their loaf]] of bread to make sandwiches for lunch,Wọ́n lo ìgbóògùn ìgbà ọjọ́ ìbọn ẹ̀yìn wọn láti ṣe ìsánwádìn fún ìbọn ẹ̀yìn,x,2
use your loaf,To tell someone to use their brain more in analysing what they are doing.,gpt,They used their loaf,Won ti lo si ile-eko won.,x,2
,,gpt,[[They used their loaf]] to solve the complex puzzle,Won ni won ti lofa lati se iyepe puzzle to nikan loju-ewe.,x,2
,,gpt,[[They used their loaf]] of bread to make sandwiches for lunch,Won ti lo ile-eko won ni won o se awon sandiwicchi pelu eba re.,x,2
use your loaf,To tell someone to use their brain more in analysing what they are doing.,nllb,They used their loaf,Wọ́n lo búrẹ́dì wọn,l,0
,,nllb,[[They used their loaf]] to solve the complex puzzle,Wọ́n lo búrẹ́dì wọn láti yanjú àdììtú tó díjú náà,l,0
,,nllb,[[They used their loaf]] of bread to make sandwiches for lunch,Wọ́n fi búrẹ́dì wọn ṣe búrẹ́dì àjẹyó fún oúnjẹ ọ̀sán,l,0
use your loaf,To tell someone to use their brain more in analysing what they are doing.,opus,They used their loaf,Wón lo ìṣù búrédì wọn,l,0
,,opus,[[They used their loaf]] to solve the complex puzzle,Wón máa ń lo ìṣù búrédì wọn láti fi yanjú òrò tó díjú yìí,l,0
,,opus,[[They used their loaf]] of bread to make sandwiches for lunch,Wón máa ń fi ìṣù búrédì tí wón máa ń jẹ ṣe oúnjẹ òsán,l,0
wash dirty linen in public,discuss publicly matters that one should keep private,gpt,They washed their dirty linen in public,Won ni won fi ẹwù ẹwù won lọ sọrọ.,x,2
,,gpt,[[They washed their dirty linen in public]] by arguing about their personal issues on social media,Won ni won gbe agbada wọnyi ti won ti fi ńṣe ọkan ninu awọn eto idibo wọn ni ọna ẹrọ ayelujara.,x,2
,,gpt,[[They washed their dirty linen in public]] at the outdoor laundromat,Won ṣe afẹfẹ irinṣẹ wọn ni ilé ìṣọọ̀kan lọwọ.,x,2
wash dirty linen in public,discuss publicly matters that one should keep private,opus,They washed their dirty linen in public,Wón ń fọ aṣọ wọn tó dòtí lójú gbogbo èèyàn,l,0
,,opus,[[They washed their dirty linen in public]] by arguing about their personal issues on social media,Wón máa ń fọ aṣọ wọn tó dòtí lójú gbogbo èèyàn nípa sísòrò nípa àwọn òràn tí wón ń gbé jáde lórí ìkànnì àjọlò orí Íńtánéètì,l,1
,,opus,[[They washed their dirty linen in public]] at the outdoor laundromat,Wón máa ń fọ aṣọ wọn tó dòtí ní gbangba níbi tí wón ti ń fọ aṣọ ògbò,l,0
wash dirty linen in public,discuss publicly matters that one should keep private,nllb,They washed their dirty linen in public,Wọ́n máa ń fọ aṣọ ìnura wọn ní gbangba,l,0
,,nllb,[[They washed their dirty linen in public]] by arguing about their personal issues on social media,Wọn fọ aṣọ ibùsùn wọn ní gbangba nípa fífi ọ̀rọ̀ ara wọn ṣ'àríyànjiyàn lórí ẹ̀rọ ayélujára,l,0
,,nllb,[[They washed their dirty linen in public]] at the outdoor laundromat,Wọ́n máa ń fọ aṣọ ìdọ̀họ wọn ní gbangba níbi ìfọṣọ tó wà níta,x,2
wash dirty linen in public,discuss publicly matters that one should keep private,palm,They washed their dirty linen in public,Wọ́n ṣe ìwọ̀sọ̀ ẹ̀rù wọn ní gbangba,x,2
,,palm,[[They washed their dirty linen in public]] by arguing about their personal issues on social media,Wọ́n ṣe ìṣọ̀rọ̀ ìṣe ọ̀hún ní gbangba nípa ìjàjọ̀ ìṣe ọ̀hún nínú ìsọ̀rọ̀ ẹ̀rọ ayélujára,x,2
,,palm,[[They washed their dirty linen in public]] at the outdoor laundromat,Wọ́n wẹ̀ ẹ̀rọ ọ̀wọ́ wọn ní gbangba ní ọ̀dọ̀ ọ̀pọ̀lọpọ̀ ọ̀dọ́ ọ̀wọ́,x,2
wet the baby's head,to have drink to celebrate the birth of a baby,opus,wet the baby's head,Wọn ma ń rán ọmọ lọwọlọwọ,x,2
,,opus,"After the birth of their child, they invited friends over to [[wet the baby's head]] with a small celebration","Lẹyìn tí wọn ti bí ọmọ wọn tán, wọn ní kí àwọn òré wá máa ṣe ayẹyẹ díẹ lẹyìn tí wọn bá bímọ lọwọlọwọ.",f,1
,,opus,"During the baptism ceremony, the priest gently [[wet the baby's head]] with holy water","Nígbà tí ayẹyẹ ìrìbọmi ń lọ lówó, àlùfáà náà rọra fi omi mímó ṣe orí ọmọ ọwó náà",l,0
wet the baby's head,to have drink to celebrate the birth of a baby,palm,wet the baby's head,sọ ọkàn ọmọ-ọwọ,x,2
,,palm,"After the birth of their child, they invited friends over to [[wet the baby's head]] with a small celebration",Lẹ́yìn ìbí ọmọ wọn wọ́n pè ọ̀rẹ wọn wá láti ṣe ìyẹyẹ ìbọ̀rẹ ọmọ náà,l,1
,,palm,"During the baptism ceremony, the priest gently [[wet the baby's head]] with holy water",Nígbà ìsìn ìbọmi ìgbàdọ àlùfá ń fi omi ìjìnlẹ̀ mọ orí ọmọ ọdún tí wọ́n ń bọmi,x,2
wet the baby's head,to have drink to celebrate the birth of a baby,gpt,wet the baby's head,jẹ omi lọwọ ori omo.,x,2
,,gpt,"After the birth of their child, they invited friends over to [[wet the baby's head]] with a small celebration","Lẹhin irin-ajo ọmọ wọn, wọ ni wọn kọ àwọn ẹgbẹ wọn lati ṣe ọjọ́ ayọkẹlẹ pẹlu ẹ̀rú wọn fun awọn ọmọ.",x,2
,,gpt,"During the baptism ceremony, the priest gently [[wet the baby's head]] with holy water","Lati oruko Jesu, alagba ti o pa omo naa, ti o si ni iye alafia, ti o si ni oore-ofe, ti o si ni ayo, ti o si ni idunnu, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si ni ife, ti o si ni ibukun, ti o si",x,2
wet the baby's head,to have drink to celebrate the birth of a baby,nllb,wet the baby's head,ó máa ń rọ orí ọmọ náà,x,2
