annotations_ambiguous,annotations_figurative,annotations_literal,error,idiom,intended_ambiguous_old,intended_ambiguous,intended_figurative_old,intended_figurative,intended_literal_old,intended_literal,iter,maxvote - for sort,maxvote_ambiguous,maxvote_figurative,maxvote_literal,meaning,not_found,well_formed,converted
"['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'ambiguous']",False,at the drop of a dime,She can do it at the drop of a dime,ready at the drop of a dime,She can do it at the drop of a dime if given the right motivation,our team is always ready at the drop of a dime to tackle any challenge,She can do it at the drop of a dime if she can find one on the ground,the coin collector was ready at the drop of a dime to catch the rare coin,0.0,figurative : figurative : ambiguous,figurative,figurative,ambiguous,something that can happen very fast without hesitation,False,False,False
"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,at the drop of the hat,He was ready to go at the drop of the hat,ready at the drop of a hat,"He was ready to go at the drop of the hat, as soon he got his marching orders, he was out the door",she was always ready at the drop of a hat to help her friends,"He was ready to go at the drop of the hat, as soon he heard the sound of the hat dropping, he was out the door","as a professional hat catcher, he was ready at the drop of a hat to catch any falling hats",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to do something easily and without any preparation,False,True,False
"['ambiguous', 'figurative', 'figurative']","['figurative', 'figurative', 'ambiguous']","['literal', 'literal', 'literal']",False,at the heels of,They arrived at the heels of,at the heels of,"They arrived at the heels of the others, signifying how much they admired their thought-leadership","the ambitious employee was at the heels of the leader, trying to impress them","They arrived at the heels of the others, running in a single-file line",the dog was at the heels of the leader during the hike,1.0,figurative : figurative : literal,figurative,figurative,literal,close behind or soon after something,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'ambiguous', 'figurative']","['ambiguous', 'literal', 'literal']",False,at the helm,we have her at the helm,at the helm of the project,We have her at the helm to lead us through this difficult challenge,"she was at the helm of the project, guiding the team to success",We have her at the helm of the boat,"the captain stood at the helm of the project, steering the ship through the storm",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"in charge of an organization, group of people, etc.",False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,ate crow,He ate crow yesterday,had to eat crow,He ate crow yesterday when he had to apologize for his mistake,"after boasting about his skills, he had to eat crow when he lost the game",He ate crow yesterday when he tried a new type of food,"during his survival training, he had to eat crow to stay alive",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to admit that you were wrong about something and apologize,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,ate her alive,They ate her alive,it ate her alive,They ate her alive with their pointed comments and verbal attacks,the guilt of lying to her best friend it ate her alive for days,They ate her alive as she was covered in honey,"in the horror movie, the monster found her hiding spot and it ate her alive",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to criticize someone severely because you are angry with them,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,axe to grind,He had an axe to grind,had an axe to grind,He had an axe to grind to prove his point during the meeting,he had an axe to grind with his coworker after the disagreement,He had an axe to grind because he needed to sharpen it,the lumberjack had an axe to grind before chopping down the tree,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,have a private or selfish reason for doing something,False,True,False
"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'literal', 'ambiguous']","['figurative', 'figurative', 'figurative']",False,baby blues,She had the baby blues,captivated by her baby blues,"She had the baby blues after giving birth, so she was feeling overwhelmed and a bit moody",he was captivated by her baby blues when they first met,She had the baby blues when she saw the colour of her newborn baby's eyes,the photographer was captivated by her baby blues as he took pictures of the newborn,0.0,ambiguous : ambiguous : figurative,ambiguous,ambiguous,figurative,The depression that is caused to new mothers after childbirth.,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,back against the wall,They had their back against the wall,had his back against the wall,They had their back against the wall because they were losing the argument,"with no other options left, he had his back against the wall and had to make a decision",They had their back against the wall because there was nowhere else to sit,he had his back against the wall while waiting for the elevator,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to be in a tough situation with limited options,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'ambiguous']","['literal', 'literal', 'literal']",False,back door,He was using the back door,she went through the back door,He was using the back door to sneak around the rules,she went through the back door to get a promotion without proper qualifications,He was using the back door to get into the building,she went through the back door to avoid being seen by the guests,0.0,ambiguous : ambiguous : literal,ambiguous,ambiguous,literal,to take indirect or unofficial route to get something done,False,False,True
"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'ambiguous']","['literal', 'figurative', 'figurative']",False,back the wrong horse,He's backed the wrong horse,she backed the wrong horse,He's backed the wrong horse by not taking the advice of his experienced colleagues,she backed the wrong horse when she supported the losing candidate,He's backed the wrong horse because he placed his bet on the unsuccessful one,"at the racetrack, she backed the wrong horse and lost her bet",0.0,ambiguous : figurative : figurative,ambiguous,figurative,figurative,to make the wrong decision and support a person or action that is later unsuccessful,False,False,True
"['ambiguous', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,back to the drawing board,We went back to the drawing board,going back to the drawing board,We went back to the drawing board after finding out the new regulations,"after the failed presentation, we were going back to the drawing board to revise our strategy",We went back to the drawing board as we needed a fresh start,the architect realized he made a mistake and was going back to the drawing board to fix it,0.0,figurative : figurative : figurative,figurative,figurative,figurative,back to the planning stage,False,False,False
