idiom,meaning,label,source
written all over face,when someone's feelings or thoughts are very clear,literal,"The prankster had drawn doodles and words, which were [[written all over her face]], while she slept"
written all over face,when someone's feelings or thoughts are very clear,figurative,Her excitement was [[written all over her face]] when she received the good news
yellow streak,people who  have an inclination towards being fainthearted.,literal,The painting [[has a yellow streak]] running through the middle
yellow streak,people who  have an inclination towards being fainthearted.,figurative,He never stands up for himself and always [[has a yellow streak]]
yoke around one's neck,a fatiguing burden.,figurative,The burden of his student loans felt like [[a yoke around his neck]]
yoke around one's neck,a fatiguing burden.,literal,"During the historical reenactment, he wore [[a yoke around his neck]] to demonstrate ancient farming techniques"
"you can't have cake and the topping, too","you can't have everything the way you want it, especially if your desires are contradictory",literal,"Due to her strict diet, she [[can't have the cake and the topping, too]]"
"you can't have cake and the topping, too","you can't have everything the way you want it, especially if your desires are contradictory",figurative,"She wanted to stay home and go to the party, but she [[can't have the cake and the topping, too]]"
you can't have your cake and eat it,you can't have things both ways,literal,"At the cake decorating competition, participants [[can't have the cake and eat it]] as they must present their creations to the judges"
you can't have your cake and eat it,you can't have things both ways,figurative,You [[can't have the cake and eat it]] when it comes to maintaining a high-paying job and having ample free time
you can't teach an old dog new tricks,you cannot make others change their habits,literal,"The dog trainer spent hours [[teaching an old dog new tricks]], but the dog's age made it difficult to learn"
you can't teach an old dog new tricks,you cannot make others change their habits,figurative,Trying to convince my grandfather to use a smartphone was like [[teaching an old dog new tricks]]
you reap what you sow,"if you do bad things to people, bad things will happen to you, or good things if you do good things",literal,"After planting the seeds, the farmer knew it was time to [[reap what you sow]]"
you reap what you sow,"if you do bad things to people, bad things will happen to you, or good things if you do good things",figurative,"If you treat people poorly, you'll [[reap what you sow]] when they don't help you in return"
zip it,to ask someone to shut up,figurative,"When she started talking about the secret, he told her [[to zip it up]]"
zip it,to ask someone to shut up,literal,"Before leaving the house, she made sure [[to zip it up]] her jacket"
