idiom,instance,label,meaning,maxVote,gold_0,gold_1,AssignmentId,WorkerId,TimeMe,batch_num
an arm and a leg,the designer dress she wanted cost an arm and a leg,figurative,a large amount of money,figurative,figurative,figurative,"['3F0BG9B9M53R4C9V3M4US479G8CY7I', '358UUM7WRFJI7BX9PRC0K8ECDLXR79']","['APRZ7BR8C0ZMQ', 'AURYD2FH3FUOQ']","[69.958, 65.715]",4
an arm and a leg,the prosthetic limbs he needed cost an arm and a leg at the medical supply store,literal,a large amount of money,tie,discard,figurative,"['3GU1KF0O4YHKXAKKPGKRKF0TVTLPBM', '3UWN2HHPUELJBBP9KNTU6F5YZ26NSP']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[71.529, 40.34]",3
an item,"after months of dating, they finally became an item and made their relationship official",figurative,be involved in a romantic relationship,figurative,figurative,figurative,"['37QW5D2ZRW2Y8425EL4BOIF3A77S86', '3U0SRXB7CTL7AWPW5YTPG502D0NRN5']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[35.272, 39.669]",3
an item,"in the virtual reality game, the player's avatar became an item to be collected by others",literal,be involved in a romantic relationship,literal,literal,literal,"['3RSDURM96Q2CDRO5QUI0YEZQ2V1YEP', '3NPFYT4IZSKLX0UMRTMMF3DTD5MGXI']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[166.941, 46.671]",3
ants in pants,he had ants in his pants and couldn't focus on the presentation,figurative,be extremely restless,figurative,figurative,figurative,"['3F0BG9B9M53R4C9V3M4US479G8CY7I', '358UUM7WRFJI7BX9PRC0K8ECDLXR79']","['APRZ7BR8C0ZMQ', 'AURYD2FH3FUOQ']","[69.958, 65.715]",4
ants in pants,"while picnicking, he accidentally sat on an anthill and had ants in his pants",literal,be extremely restless,literal,literal,literal,"['37FMASSAYS7SGOXGCLU7BIZH9F5IBI', '3SUWZRL0METAU7EZKBN8FNFX3LP6EE']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[51.696, 71.372]",4
apple polisher,he got the promotion by being an apple polisher and constantly flattering the boss,figurative,a flatterer; toady,figurative,figurative,figurative,"['382M9COHEXVVWI40GTLBVTTD6XNEUK', '3E337GFOLPOGL6GIPNZDH1MVBH9GNB']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[125.714, 155.442]",2
apple polisher,she took up the job of being an apple polisher at the fruit market,literal,a flatterer; toady,literal,literal,literal,"['308XBLVESYK59N0Z28OGPA08WBORBV', '378XPAWRUSTNXESO67UBG7FBRXKIAN']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[116.625, 94.891]",4
apples and oranges,arguing about their preferences in music was like comparing apples and oranges,figurative,two things that are fundamentally different and therefore not suited to comparison,figurative,figurative,figurative,"['3CPLWGV3M4F16WTABHT3PK0874EN9R', '34MAJL3QPK3T5MUOC3DXZYRMGVA43X']","['A1HKYY6XI2OHO1', 'AKQAI78JTXXC9']","[108.83, 111.134]",2
apples and oranges,"at the grocery store, they were comparing apples and oranges to decide which fruit to buy",literal,two things that are fundamentally different and therefore not suited to comparison,literal,literal,literal,"['38YMOXR4MAF4B70Q5BHE1TMXAFA6WQ', '30MVJZJNH2T5N62PWJ1BWDJRYKAJ9K']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND']","[99.355, 38.979]",2
apples to apples,"to make a fair judgment, we need to compare apples to apples in this situation",figurative,having a fair comparison between the two things,tie,ambiguous,figurative,"['3SUWZRL0METAU7EZKBN8FNFX3B6E6J', '3I7DHKZYG3G6HHEHA3X95ZMXJH9F5L']","['A2A6FH0F7LD9ND', 'A2H1QUGX0SOUMH']","[52.399, 420.147]",2
apples to apples,"in the fruit market, we had to compare apples to apples to find the best quality",literal,having a fair comparison between the two things,literal,literal,literal,"['37U1UTWH9B2M7P2SZW46Y8A7O5OR8H', '3570Y55XZ5ZAX5KWWP8OYHK2FBGYG6']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[62.585, 41.782]",3
arm in arm,the two companies walked arm in arm in their joint venture,figurative,to be closely allied,figurative,figurative,figurative,"['3R5F3LQFVI0YU8BZGUNFHX26CH8ZOY', '34MAJL3QPK3T5MUOC3DXZYRMGVC43Z']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[47.996, 27.061]",2
arm in arm,"the couple walked arm in arm down the street, enjoying the evening",literal,to be closely allied,literal,literal,literal,"['3RYC5T2D7J97DH19LD6HKU5XDFOPRZ', '36DSNE9QZLE8UT6VY8KTT3EGTTYJOK']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[77.538, 158.473]",3
as far as,his influence extends as far as the eye can see in the business world,figurative,to the extent of something,figurative,figurative,figurative,"['37W3JXSD6MO6URAWBUC6KK6Q9ZLWYI', '3P59JYT7610O1PDVN400OWYMQQ92TI']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[90.633, 78.64]",4
as far as,the vast desert stretched out as far as the eye can see,literal,to the extent of something,literal,literal,literal,"['3X3OR7WPZFGB4R7FUC7ACW18IDEL80', '3UXUOQ9OKUDQ8UBSNGQEPIP2DHAA7L']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[103.122, 37.088]",4
as long as,his patience was as long as the rope when dealing with difficult customers,figurative,to put condition of time on an action,figurative,figurative,figurative,"['3KB8R4ZV1UNEKXRLMXU4Q6M1U2EBGK', '3TXD01ZLDKXD4G77RN9YM7HMTICU4X']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[24.505, 40.978]",4
as long as,the snake was as long as the rope lying next to it,literal,to put condition of time on an action,literal,literal,literal,"['35DR22AR5T0K3OIYWEF2W9OK90I3XY', '3HHRAGRYXOLJOHTMCWTG490DXON9OG']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[150.503, 31.684]",3
asked for the moon,he asked for the moon when he requested a million-dollar salary,figurative,ask for something that is very difficult or impossible to get,figurative,figurative,figurative,"['35GCEFQ6IL498JIDXW3NTU4VH0UZ35', '3300DTYQTIX34PXJZK16LSWO3M0QEU']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[78.272, 41.497]",4
asked for the moon,"the child, fascinated by astronomy, playfully asked for the moon as a birthday gift",literal,ask for something that is very difficult or impossible to get,literal,literal,literal,"['3VNXK88KKSYEE12JD8FUZ1ULTHYV9I', '3A7Y0R2P244VO2KNZZ7PCG595XIXJI']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[46.391, 49.953]",4
asleep at the switch,the manager was asleep at the switch when the crisis occurred,figurative,failing to attend to one's responsibilities or duties,figurative,figurative,figurative,"['3X3OR7WPZFGB4R7FUC7ACW18IDZ8L8', '3137ONMDKWLCR035WOWURESMXZBGE9']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[64.597, 34.92]",3
asleep at the switch,the train operator fell asleep at the switch during his break,literal,failing to attend to one's responsibilities or duties,literal,literal,literal,"['3HL8HNGX4LHPI4GTDTAQHFRZ5NW9FU', '39PAAFCOD2GXYGBXBEKBQ1VXNOMVT3']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[62.328, 68.86]",3
asleep at the wheel,the manager was asleep at the wheel when the company lost a major client,figurative,"when someone is not sufficiently attentive, especially at a critical moment when vigilance is required",tie,figurative,ambiguous,"['308Q0PEVBOT9SVIJE1GBKC4RL5K9IX', '3SNLUL3WOK392OESXF8F8OJXFUPLUF']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[41.075, 83.204]",2
asleep at the wheel,he was so exhausted that he fell asleep at the wheel while driving,literal,"when someone is not sufficiently attentive, especially at a critical moment when vigilance is required",literal,literal,literal,"['3G0WWMR1UB07YVAWSJ4PBFQXHE0QNI', '3DIP6YHAPS8XYLXNDQK6Z1BO9GE8E1']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[32.879, 142.675]",4
at an arm's length,she kept it at an arm's length to avoid getting too involved in the situation,figurative,as far away from your body as possible,tie,figurative,ambiguous,"['337RC3OW0LI9F33S25IK4ALGTBFLV5', '34X6J5FLP9EBF5JBDLCXI89G8UVQJE']","['A1HKYY6XI2OHO1', 'AKQAI78JTXXC9']","[108.09, 31.38]",4
at an arm's length,he kept it at an arm's length to prevent the paint from smudging his clothes,literal,as far away from your body as possible,literal,literal,literal,"['3CFJTT4SX965ECUQZ4IR6GDLQPEI7W', '3R9WASFE2FW4OVY6HR4PU3TSKQZZFE']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[107.171, 99.553]",4
at daggers drawn,the two politicians were at daggers drawn with each other during the debate,figurative,almost ready to fight,figurative,figurative,figurative,"['3N1FSUEFLLGRNEWL5SJ9C7DY7IGD45', '3TDXMTX3CRAMACGLGUDZ02DPVEUI6X']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[110.017, 36.569]",4
at daggers drawn,the actors were at daggers drawn with each other during the stage fight scene,literal,almost ready to fight,literal,literal,literal,"['3E7TUJ2EGS2SKK2XMNF0TFOET0C9DV', '3IGI0VL64N04DJXGD6CLMAVX231ON7']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND']","[141.766, 36.871]",2
at the bottom of the ladder,she started at the bottom of the ladder in the company and worked her way up,figurative,"occupying the lowest, most basic position in a given group",figurative,figurative,figurative,"['3RSDURM96Q2CDRO5QUI0YEZQ2V1YEP', '3NPFYT4IZSKLX0UMRTMMF3DTD5MGXI']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[166.941, 46.671]",3
at the bottom of the ladder,"before climbing, she started at the bottom of the ladder and checked each rung for stability",literal,"occupying the lowest, most basic position in a given group",literal,literal,literal,"['32RIADZIS8KXP3F32IEY76ZY8BA4SQ', '3OS4RQUCRPV86XVQBDOM8LMPTDZFBQ']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[83.249, 148.876]",2
at the drop of a dime,our team is always ready at the drop of a dime to tackle any challenge,figurative,something that can happen very fast without hesitation,figurative,figurative,figurative,"['39GHHAVOMV74Q0WDFO5KF58BCSVJ4N', '3SKEMFQBZJL0KLPX9CV9XWOTT3RK8U']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[111.002, 86.66]",2
at the drop of a dime,the coin collector was ready at the drop of a dime to catch the rare coin,literal,something that can happen very fast without hesitation,literal,literal,literal,"['37U1UTWH9B2M7P2SZW46Y8A7O5OR8H', '3570Y55XZ5ZAX5KWWP8OYHK2FBGYG6']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[62.585, 41.782]",3
at the drop of the hat,she was always ready at the drop of a hat to help her friends,figurative,to do something easily and without any preparation,figurative,figurative,figurative,"['3F6HPJW4JTGGT6HPI95BBG5LUKQW21', '32XVDSJFPFDKOUNBE7ZO2I3UWID2MH']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[100.508, 45.786]",4
at the drop of the hat,"as a professional hat catcher, he was ready at the drop of a hat to catch any falling hats",literal,to do something easily and without any preparation,literal,literal,literal,"['3TOK3KHVJ9YFAY5TXZVWQD972OV7OE', '3M68NM076XNZ3BJ46H78EUEGI0VR68']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[123.647, 59.048]",2
at the heels of,"the ambitious employee was at the heels of the leader, trying to impress them",figurative,close behind or soon after something,figurative,figurative,figurative,"['3P1L2B7ADH5EPJUV1TW69IR8XIIOL6', '3RXCAC0YI75VIZTEJLAUZ4W0MWSG8P']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[28.264, 59.495]",4
at the heels of,the dog was at the heels of the leader during the hike,literal,close behind or soon after something,tie,literal,figurative,"['3Q8GYXHFE5IZE5U7J178XT1UME05C3', '3OCHAWUVG40QZMQ5HK71DV5MKMIXKH']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[41.959, 60.66]",4
at the helm,"she was at the helm of the project, guiding the team to success",figurative,"in charge of an organization, group of people, etc.",figurative,figurative,figurative,"['354GIDR5ZRMGP6DQAF8CLX32WHS00K', '3MAOD8E576QR7SB8EXZH5NMQEHNNXC']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[30.421, 34.83]",4
at the helm,"the captain stood at the helm of the project, steering the ship through the storm",literal,"in charge of an organization, group of people, etc.",literal,literal,literal,"['3H8DHMCCWPRC1GLOQK6PJO2U446DKV', '3HVVDCPGTU8E2A62GP7VX0ZR553TYP']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[126.35, 48.504]",4
ate her alive,the guilt of lying to her best friend it ate her alive for days,figurative,to criticize someone severely because you are angry with them,figurative,figurative,figurative,"['3FIJLY1B6AKAARW0UI6N35REARSFP9', '3KRVW3HTZ31DTT498MEUT0GYUCBSM9']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[35.085, 35.864]",4
ate her alive,"in the horror movie, the monster found her hiding spot and it ate her alive",literal,to criticize someone severely because you are angry with them,literal,literal,literal,"['3CN4LGXD5D4ULPRC1O6NPSNZP6MY4Y', '3P1L2B7ADH5EPJUV1TW69IR8XIILO3']","['A110KENBXU7SUJ', 'A1HKYY6XI2OHO1']","[27.433, 126.192]",4
axe to grind,he had an axe to grind with his coworker after the disagreement,figurative,have a private or selfish reason for doing something,figurative,figurative,figurative,"['31LM9EDVO18QC86JXTKGEEEB3JTJN5', '37QW5D2ZRW2Y8425EL4BOIF3A778SM']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[151.706, 25.551]",3
axe to grind,the lumberjack had an axe to grind before chopping down the tree,literal,have a private or selfish reason for doing something,literal,literal,literal,"['37Z929RLGPOH6OUTHJF6FEBQOKSSTV', '3SB5N7Y3OJKD0AOBOHXF6PQI3Y1G0N']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[110.352, 45.737]",3
back against the wall,"with no other options left, he had his back against the wall and had to make a decision",figurative,to be in a tough situation with limited options,figurative,figurative,figurative,"['3XC1O3LBO82U2BZ3XAI53SXVWGHLTN', '3GD6L00D38DDZ95FV3ZAXZTP42G1MW']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[106.194, 40.352]",2
back against the wall,he had his back against the wall while waiting for the elevator,literal,to be in a tough situation with limited options,literal,literal,literal,"['3I0BTBYZAD1DM19BINJLDPXM8U6Y0I', '308Q0PEVBOT9SVIJE1GBKC4RLF2I98']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[145.492, 22.85]",4
back door,she went through the back door to get a promotion without proper qualifications,figurative,to take indirect or unofficial route to get something done,figurative,figurative,figurative,"['3KYQYYSHYBNVR763OCYIQ5J3O91DO0', '386PBUZZXVD0O83YLG411MAMYOTJL3']","['APGX2WZ59OWDN', 'APRZ7BR8C0ZMQ']","[80.226, 76.096]",3
back door,she went through the back door to avoid being seen by the guests,literal,to take indirect or unofficial route to get something done,tie,ambiguous,literal,"['3Z7EFSHGNPU8GOEHP7Q3PCSEF3RCXH', '3EG49X351ASJ075GFGD03C04JHG6XJ']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[62.052, 146.511]",2
back the wrong horse,she backed the wrong horse when she supported the losing candidate,figurative,to make the wrong decision and support a person or action that is later unsuccessful,figurative,figurative,figurative,"['3VFJCI1K4FF1048AIUGUQLR5COGRGC', '3V5Q80FXID7J28F18PU96JUOWRX232']","['A110KENBXU7SUJ', 'A1HKYY6XI2OHO1']","[21.296, 122.951]",4
back the wrong horse,"at the racetrack, she backed the wrong horse and lost her bet",literal,to make the wrong decision and support a person or action that is later unsuccessful,literal,literal,literal,"['3F6KKYWMNRHD9M6RNXY5BGJYYPTND8', '37QW5D2ZRW2Y8425EL4BOIF3AX58S0']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND']","[124.668, 63.569]",2
back to the drawing board,"after the failed presentation, we were going back to the drawing board to revise our strategy",figurative,back to the planning stage,tie,literal,figurative,"['3RU7GD8VP49JEW1M026MA4ATZHMSP5', '3TXWC2NHNF6YM9LFJDAPOEAEUD59SS']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[63.337, 51.824]",4
back to the drawing board,the architect realized he made a mistake and was going back to the drawing board to fix it,literal,back to the planning stage,figurative,figurative,figurative,"['37XITHEISCPOJSS5G8KB0U6QEW9RCN', '3A0EX8ZRNO4E6OCLG3GAX6T5ZYOYBP']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[68.292, 29.391]",3
back to the salt mines,"after a relaxing vacation, it's time for going back to the salt mines and working hard",figurative,"resume work, usually with some reluctance",ambiguous,ambiguous,ambiguous,"['337RC3OW0LI9F33S25IK4ALGT1XLV3', '31LVTDXBLNQHMWMBTLDA3DWD8VKLRA']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[100.005, 56.233]",2
back to the salt mines,the miners finished their lunch break and were going back to the salt mines to continue their work,literal,"resume work, usually with some reluctance",literal,literal,literal,"['35K3O9HUART6D07AL4QC9TSAWABEFO', '3VJ40NV2QY328W20A2YXV91PRLOOT9']","['A1HKYY6XI2OHO1', 'A1I7H6RDJS4EKN']","[125.003, 2125.893]",2
backroom boy(s),the company's success was largely due to the backroom boys who worked tirelessly behind the scenes,figurative,people who work in anonymity,tie,literal,figurative,"['3CPLWGV3M4F16WTABHT3PK087EI9N1', '3QHK8ZVMI2YU6P5MXORK3YR9QJKBLA']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[75.512, 152.174]",3
backroom boy(s),"in the storage area, the backroom boys were busy organizing and restocking shelves",literal,people who work in anonymity,literal,literal,literal,"['3907X2AHFGLQ9XKO6NRGJMXP1NO2PD', '3AMW0RGHOTIMYJ9HS6P0BA0NCIENPO']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[111.791, 41.225]",4
bad blood,"due to their past disagreements, there's bad blood between them",figurative,to have ill feelings towards someone,figurative,figurative,figurative,"['3K3R2QNK8RJE1MDJ8I5P3FS2F0B9U9', '3HL8HNGX4LHPI4GTDTAQHFRZ5DS9F6']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[37.079, 153.593]",2
bad blood,"after the transfusion, the doctor discovered that there's bad blood between them",literal,to have ill feelings towards someone,tie,literal,ambiguous,"['3CPLWGV3M4F16WTABHT3PK0874EN9R', '34MAJL3QPK3T5MUOC3DXZYRMGVA43X']","['A1HKYY6XI2OHO1', 'AKQAI78JTXXC9']","[108.83, 111.134]",2
bad egg,"despite his charming demeanor, he turned out to be a bad egg in the company",figurative,someone who fails to meet expectations,figurative,figurative,figurative,"['3LEIZ60CDZFVNL7TE54XK77HHS59ZX', '3ZV9H2YQQTN5EOD8M9JGUQAD0YQW3C']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[105.395, 143.482]",4
bad egg,the carton of eggs we bought turned out to be a bad egg when we cracked it open,literal,someone who fails to meet expectations,literal,literal,literal,"['3ZAZR5XV0HYXLJEWQPEOMX8PND7CZG', '3IGI0VL64N04DJXGD6CLMAVX2DINO7']","['A2H1QUGX0SOUMH', 'APRZ7BR8C0ZMQ']","[366.142, 27.077]",4
bag and baggage,"after the argument, they left with bag and baggage, cutting all ties with their family",figurative,(with) all one's belongings.,figurative,figurative,figurative,"['3LWJHTCVCS2VA3XFUVLC3AHOFNFFQ1', '3HMIGG0U41MV4QEEDRW06434RSIY85']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[47.377, 32.522]",4
bag and baggage,"before the storm hit, they left with bag and baggage to evacuate their home",literal,(with) all one's belongings.,tie,literal,figurative,"['358010RM5U94FXKHGOL8F4G30KAVXM', '34PGFRQON4RGZ2FXPUB3AXR2WVXWJ9']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[40.505, 91.223]",3
ball and chain,he felt like he was carrying a ball and chain with his overwhelming responsibilities,figurative,a burden or problem that ties you down and prevents you from doing what you want,figurative,figurative,figurative,"['3PEIJLRY699HUMKM6YQ416ZH7TRXWD', '3SPJ03342HJKO7AX4VTRVUCI73CYJP']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[46.191, 81.505]",4
