idiom,meaning,intended_figurative,intended_literal,maxVote_figurative,maxVote_literal,gold_figurative,gold_literal,well_formed
bring home the bacon,to go out and earn a living or earn money for the family,"after securing a high - paying job, he brought home the bacon for his family","from the grocery store, he brought home the bacon for breakfast",figurative,tie,"['figurative', 'figurative']","['literal', 'figurative']",False
buckle down,make sure something stays in place,"with the deadline approaching, we had to buckle down to work and finish the project",the carpenter had to buckle down to work on the leather belt,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
build bridges,to foster good relationships,"as a mediator, my goal is to build bridges between them and resolve their conflicts",the construction company was hired to build bridges between them to connect the two islands,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
building blocks,something that is a basic element (of the subject),hard work and dedication are the building blocks of success,the children used wooden cubes as the building blocks of success in their tower construction,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
bull in a china shop,"extremely awkward, clumsy person","he was clumsy and careless, acting like a bull in a china shop during the meeting","the animal escaped and ended up like a bull in a china shop, causing havoc and destruction",tie,tie,"['literal', 'figurative']","['figurative', 'discard']",False
bull's eye,the center of a target,his speech hit the bull's eye and addressed the main issue,"with a steady hand and keen eye, she hit the bull's eye on the dartboard",figurative,tie,"['figurative', 'figurative']","['literal', 'figurative']",False
bun in the oven,to be pregnant,she excitedly announced that she has a bun in the oven and is expecting a baby,the baker has a bun in the oven and it will be ready in a few minutes,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
bundle up,to dress warmly to protect oneself from the elements,make sure to bundle up before going to face the harsh reality,"it's freezing outside, so bundle up before going out",tie,tie,"['literal', 'figurative']","['literal', 'figurative']",False
burn bridges,"remove someone's all options of retreat, act decisively","after the argument, she burned bridges with them and never spoke to them again",the vandals burned bridges with them as they escaped the village,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
burn fingers,to bear an unpleasant result of an action that has been taken in the past,they burned their fingers by investing in a risky business,they burned their fingers while trying to grab a hot pan,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
burn the candle at both ends,to exhaust someone's energies or resources by leading a hectic life.,"working two jobs and studying, she was burning the candle at both ends","during the experiment, they were burning the candle at both ends to observe the melting rate",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
burst the bubble,the sudden end of a very happy or successful period,telling them the truth about the situation burst the bubble for them and made them face reality,"the kids were playing with soap bubbles, and the wind burst the bubble for them",figurative,tie,"['figurative', 'figurative']","['figurative', 'literal']",False
bury head in the sand,hide from the truth,they buried their heads in the sand when confronted with the company's financial problems,the ostriches buried their heads in the sand to search for food,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
