idiom,instance,label,meaning,maxVote,gold_0,gold_1,AssignmentId,WorkerId,TimeMe,batch_num,gold,WorkerIdPosition
rub the wrong way,her sarcastic comments rubbed him the wrong way and made him feel uncomfortable,figurative,to tick someone off,figurative,figurative,figurative,"['3U088ZLJV099XWEB3M1XSSC6XM70WM', '33CID5710K9P3U19IVCELFTX2RML38']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[86.793, 48.424]",4,"['figurative', 'figurative']",0
run across,"during the soccer match, the players had to run across the field to reach the ball",literal,meet someone by accident,literal,literal,literal,"['3RANCT1ZVVXXPFSG62JLULNS3AUBUL', '3WOKGM4L7HW1SN59C0ANBYZKUK80OA']","['A38DXFI1TZA295', 'AKQAI78JTXXC9']","[35.555, 70.039]",4,"['literal', 'literal']",1
run out,"the clock's battery died, causing it to run out of time",literal,to not have enough of something,literal,literal,literal,"['37XITHEISCPOJSS5G8KB0U6QEW9RCN', '3A0EX8ZRNO4E6OCLG3GAX6T5ZYOYBP']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[68.292, 29.391]",3,"['literal', 'literal']",0
sacred cow,"the company treated it like a sacred cow, refusing to change their outdated policy",figurative,something that people believe or accept as true without questioning it.,figurative,figurative,figurative,"['3EWIJTFFV4NFGWSKIM7R6M56QI2E0K', '3X4JMASXC2PH9TG08V515EZLNLPB0H']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[72.212, 81.197]",4,"['figurative', 'figurative']",0
safe bet,placing a wager on the favorite horse is a safe bet for success in the race,literal,fair assumption; reasonable guess; opinion or view that is likely to prove correct.,tie,ambiguous,figurative,"['35GCEFQ6IL498JIDXW3NTU4VH0UZ35', '3300DTYQTIX34PXJZK16LSWO3M0QEU']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[78.272, 41.497]",4,"['ambiguous', 'figurative']",0
sail through,"with her determination and hard work, she managed to sail through the challenges of her new job",figurative,to succeed in doing it without difficulty,figurative,figurative,figurative,"['3GU1KF0O4YHKXAKKPGKRKF0TVTLPBM', '3UWN2HHPUELJBBP9KNTU6F5YZ26NSP']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[71.529, 40.34]",3,"['figurative', 'figurative']",0
second wind,"after a short break, the marathon runner found a second wind and continued running",figurative,another burst of energy when you had been too tired to finish,figurative,figurative,figurative,"['3D4CH1LGEQ9VW4COODG8Z0RB6SS9G5', '39RP059MEX9EC7N7X0SZ3B6YQE8BMQ']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[46.477, 87.946]",2,"['figurative', 'figurative']",1
see eye to eye,"after discussing our differences, we started seeing eye to eye with her",figurative,to agree fully with someone,figurative,figurative,figurative,"['34HJIJKLPLCDHVW7WDJ3ITJ57PKV4M', '3NLZY2D5355HAV7BG6OAYNM8CJ0LQB']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[35.169, 26.816]",4,"['figurative', 'figurative']",0
set the bar,she set the bar high for her colleagues with her outstanding performance,figurative,fix the standards acceptable for the task,figurative,figurative,figurative,"['3HRMW88U1M6DSKKXZKVAJUAFZKT0MV', '3E7TUJ2EGS2SKK2XMNF0TFOETAUD91']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[20.655, 47.281]",4,"['figurative', 'figurative']",0
shoot from the hip,"during the debate, he was shooting from the hip with his quick responses",figurative,"speak directly or bluntly, without caring for consequences",figurative,figurative,figurative,"['33M4IA01QWHCMQ3074GYE7R0FEXRXP', '39OWYR0EP074J5O1L526GWKQEWGYF7']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[50.764, 44.89]",3,"['figurative', 'figurative']",0
short fuse,"the firecracker has a short fuse, so it will explode quickly after lighting it",literal,to get angry quickly.,literal,literal,literal,"['3U088ZLJV099XWEB3M1XSSC6XM70WM', '33CID5710K9P3U19IVCELFTX2RML38']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[86.793, 48.424]",4,"['literal', 'literal']",0
silver spoon,"in a unique family tradition, every child was born with a silver spoon placed beside them",literal,having a rich or privileged background,literal,literal,literal,"['3CN4LGXD5D4ULPRC1O6NPSNZP6MY4Y', '3P1L2B7ADH5EPJUV1TW69IR8XIILO3']","['A110KENBXU7SUJ', 'A1HKYY6XI2OHO1']","[27.433, 126.192]",4,"['literal', 'literal']",0
sit on the fence,the cat was sitting on the fence and observing the birds,literal,delay or avoid making a decision or choice,literal,literal,literal,"['3Y5140Z9DDWUKIYQVQC86246QJ5PIV', '3K2755HG58J1LUTAP9FS3BAPW8ADFE']","['A2A6FH0F7LD9ND', 'A2TBXASXZIRNNW']","[56.018, 35.237]",3,"['literal', 'literal']",0
sitting duck,"the decoy in the pond was like a sitting duck, attracting the real ducks",literal,to be an easy target,tie,ambiguous,literal,"['3R6BYFZZPNSFJ0YRG9G4XIDHCQ1XFF', '34PGFRQON4RGZ2FXPUB3AXR2WVCWJO']","['A110KENBXU7SUJ', 'AKQAI78JTXXC9']","[37.455, 66.721]",4,"['ambiguous', 'literal']",1
skating on thin ice,"by constantly arriving late to work, he was skating on thin ice with his boss",figurative,to do something considered quite dangerous or risky,figurative,figurative,figurative,"['3OVR4I9US5ZLCN0QAEPTC6KXQXQQ48', '345LHZDEDD8SMKO3R94FC2PGFI13U6']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[58.378, 104.75]",3,"['figurative', 'figurative']",1
skeleton in the closet,"while exploring the haunted house, we discovered a skeleton in the closet of one of the rooms",literal,"a secret of an embarrassing, guilty or shameful nature that you don't want to disclose",literal,literal,literal,"['3EQHHY4HQ88CVHACLN3RNKM9K6S5GD', '3B837J3LD4C4Q9H1DUABFZA80ZASRX']","['A110KENBXU7SUJ', 'APRZ7BR8C0ZMQ']","[19.442, 59.301]",4,"['literal', 'literal']",0
smooth his ruffled feathers,I had to apologize to smooth his ruffled feathers after our disagreement,figurative,to make someone feel less angry or offended,figurative,figurative,figurative,"['3TEM0PF1QLDAOQEKMRW704NLQ6LD0A', '3Q5C1WP232HFR2K934IOGXI3IHU15U']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND']","[98.12, 35.374]",3,"['figurative', 'figurative']",1
spanner in the works,the mechanic accidentally dropped a spanner in the works of the machine,literal,a roadblock that prevents an activity from succeeding,literal,literal,literal,"['3WYP994K1N780CVQKCZ2MQ7DLXE6YD', '33C7UALJV1EYEK3B12PRSHSUK7V18W']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[81.097, 55.715]",3,"['literal', 'literal']",0
spill the beans,he accidentally spilled the beans about the surprise party we had planned,figurative,disclose a secret or reveal something prematurely,figurative,figurative,figurative,"['37XITHEISCPOJSS5G8KB0U6QEW9RCN', '3A0EX8ZRNO4E6OCLG3GAX6T5ZYOYBP']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[68.292, 29.391]",3,"['figurative', 'figurative']",0
spill the beans,"while carrying a bag of legumes, she tripped and spilled the beans about the surprise on the floor",literal,disclose a secret or reveal something prematurely,literal,literal,literal,"['3BQU611VF50GHUPGA7AY7J5O2P1992', '326O153BMYE9FGTEUYVMLTPPK7VDEW']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[57.594, 51.402]",3,"['literal', 'literal']",0
spin a yarn,they spun a yarn together about their adventurous trip to the mountains,figurative,to tell a tale,figurative,figurative,figurative,"['3BDCF01OGDAQJXYX7G54B9PABI0LYD', '3Y54SXRO111XL1MX6OA6UFTE97ATUP']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[113.946, 31.328]",2,"['figurative', 'figurative']",0
stab in the back,he was stabbed in the back by a friend when they revealed his secrets,figurative,a disloyalty,tie,ambiguous,figurative,"['3FPRZHYEPENSZZD3WZEK8ORZTPA3VV', '3VAR3R6G15HJACAC74N24D52DI48OP']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[98.008, 40.558]",3,"['ambiguous', 'figurative']",0
stab in the back,"during the reenactment of a historical battle, he was accidentally stabbed in the back by a friend",literal,a disloyalty,literal,literal,literal,"['33M4IA01QWHCMQ3074GYE7R0FEXRXP', '39OWYR0EP074J5O1L526GWKQEWGYF7']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[50.764, 44.89]",3,"['literal', 'literal']",0
stir up a hornet's nest,"while clearing the garden, she accidentally stirred up a hornet's nest and got stung",literal,to create trouble,literal,literal,literal,"['3HL8HNGX4LHPI4GTDTAQHFRZ5NW9FU', '39PAAFCOD2GXYGBXBEKBQ1VXNOMVT3']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[62.328, 68.86]",3,"['literal', 'literal']",0
stop by,"during our walk, we decided to stop by the store to take shelter from the sudden downpour",literal,to meet someone or go somewhere in a brief and informal manner,literal,literal,literal,"['30BXRYBRPKDK8WK71U8IYKBNJTPWHG', '31Q0U3WYD5VUE6YSRXXLEHWZ9DM71S']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[57.123, 70.349]",2,"['literal', 'literal']",1
straight shooter,"in the world of politics, her reputation as a straight shooter sets her apart from the rest",figurative,someone who speaks the truth,figurative,figurative,figurative,"['3QHK8ZVMI2YU6P5MXORK3YR9QJZLBZ', '3X3OR7WPZFGB4R7FUC7ACW18IDF8LO']","['A290OV59Q76QC8', 'AKQAI78JTXXC9']","[45.864, 79.556]",4,"['figurative', 'figurative']",1
straighten up and fly right,the pilot had to straighten up and fly right to avoid turbulence,literal,to get serious and stop acting absurd anymore.,literal,literal,literal,"['308Q0PEVBOT9SVIJE1GBKC4RL5K9IX', '3SNLUL3WOK392OESXF8F8OJXFUPLUF']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[41.075, 83.204]",2,"['literal', 'literal']",1
strike while the iron is hot,"to seize the opportunity, he decided to strike while the iron is hot and invest in the stock market",figurative,to take advantage of a situation,figurative,figurative,figurative,"['3VHHR074HJX74D2WK7F4YW5D7T8L7D', '39ASUFLU6DNNDMYVLYWYF0SH0PMXEX']","['A110KENBXU7SUJ', 'A290OV59Q76QC8']","[80.386, 62.228]",4,"['figurative', 'figurative']",0
suited and booted,"he was suited and booted for the event, ready to impress everyone with his confidence",figurative,formally dressed; well dressed,tie,literal,figurative,"['3WYP994K1N780CVQKCZ2MQ7DLXE6YD', '33C7UALJV1EYEK3B12PRSHSUK7V18W']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[81.097, 55.715]",3,"['literal', 'figurative']",0
suited and booted,"he was suited and booted for the event, wearing a tailored suit and polished shoes",literal,formally dressed; well dressed,literal,literal,literal,"['3SUWZRL0METAU7EZKBN8FNFX3B6E6J', '3I7DHKZYG3G6HHEHA3X95ZMXJH9F5L']","['A2A6FH0F7LD9ND', 'A2H1QUGX0SOUMH']","[52.399, 420.147]",2,"['literal', 'literal']",0
take a beating,the old punching bag took a beating during the intense workout session,literal,to be defeated in doing something and be reprimanded for the same,literal,literal,literal,"['3FIJLY1B6AKAARW0UI6N35REARSFP9', '3KRVW3HTZ31DTT498MEUT0GYUCBSM9']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[35.085, 35.864]",4,"['literal', 'literal']",0
take a cue from,"during the pool game, he decided to take a cue from her and use her favorite one",literal,to do what is recommended by someone else,literal,literal,literal,"['3AZHRG4CUK0C6YCNT2QVNV19ZTC03F', '3WQ3B2KGEOWHGI1I4E91JJIVSDV1BA']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[19.786, 33.885]",4,"['literal', 'literal']",0
take a hike,"when he insulted her, she told him to take a hike",figurative,go away,figurative,figurative,figurative,"['3ZQIG0FLQUWPQXFR6JPMDL2WRIJVW8', '35GMH2SV3UX0JDK3K792WN1OOLHOEJ']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[27.681, 37.967]",4,"['figurative', 'figurative']",0
take a hike,"on a sunny day, they decided to take a hike in the nearby forest",literal,go away,literal,literal,literal,"['3GU1KF0O4YHKXAKKPGKRKF0TVTLPBM', '3UWN2HHPUELJBBP9KNTU6F5YZ26NSP']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[71.529, 40.34]",3,"['literal', 'literal']",0
take it on the chin,"during the boxing match, he took it on the chin and fell to the ground",literal,this is a boxing metaphor meaning don't shy away from difficulty,literal,literal,literal,"['3OONKJ5DKSZ2CA8JAG7CVFV3LO4OBJ', '3ZGVPD4G69XE70G7CB9EB78TBZ7ZTM']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[28.331, 143.753]",4,"['literal', 'literal']",0
take the biscuit,his audacity to lie in front of everyone that really takes the biscuit,figurative,be the most remarkable or foolish of its kind,figurative,figurative,figurative,"['3ZQIG0FLQUWPQXFR6JPMDL2WRIJVW8', '35GMH2SV3UX0JDK3K792WN1OOLHOEJ']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[27.681, 37.967]",4,"['figurative', 'figurative']",0
take the bull by the horns,the matador took the bull by the horns during the bullfight,literal,decisively deal with a difficult or dangerous situation,tie,literal,ambiguous,"['3EWIJTFFV4NFGWSKIM7R6M56QI2E0K', '3X4JMASXC2PH9TG08V515EZLNLPB0H']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[72.212, 81.197]",4,"['literal', 'ambiguous']",0
take up the cudgels,"during the historical reenactment, he took up the cudgels for her when she dropped hers",literal,argue strongly in support or against somebody or something,literal,literal,literal,"['35GCEFQ6IL498JIDXW3NTU4VH0UZ35', '3300DTYQTIX34PXJZK16LSWO3M0QEU']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[78.272, 41.497]",4,"['literal', 'literal']",0
tall poppy,"in the field of wildflowers, there was a tall poppy among them, reaching higher than the rest",literal,a privileged or distinguished person.,literal,literal,literal,"['3TVRFO09G0V1JS8N2KJ2SVI19MNXLK', '3FTF2T8WL7YRTQ2O3IKQL3DZ0Q0W9T']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[47.751, 148.525]",4,"['literal', 'literal']",0
tasted blood,"once he won the first round, he tasted blood in the competition and became unstoppable",figurative,"to experience something thrilling and exciting, and want to experience it again.",figurative,figurative,figurative,"['3R6BYFZZPNSFJ0YRG9G4XIDHCQ1XFF', '34PGFRQON4RGZ2FXPUB3AXR2WVCWJO']","['A110KENBXU7SUJ', 'AKQAI78JTXXC9']","[37.455, 66.721]",4,"['figurative', 'figurative']",1
tearing a strip off,she was tearing a strip off the fabric to make a patch for her jeans,literal,to reprimand someone severely for doing something wrong,literal,literal,literal,"['3PH3VY7DJ1D6ZHK17GEPYRFSFTPZWC', '3D4CH1LGEQ9VW4COODG8Z0RB62AG9E']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[25.492, 41.235]",4,"['literal', 'literal']",0
the ball is in your court,"after I hit the tennis ball over the net, the ball is in your court now",literal,the initiative for taking action lies with somebody,literal,literal,literal,"['3XUHV3NRV0EQVD5N5TL98KYAZWNH5M', '3RKNTXVS32ETP7T9LIS7M65SM514AS']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[65.204, 151.035]",2,"['literal', 'literal']",0
the ball rolling,"to play soccer, you must get the ball rolling by kicking it",literal,to start a conversation in a social setting,literal,literal,literal,"['3X1FV8S5JD7TTBPRREL4RIG8XUTVG9', '3JAOYWH7VYKBIWQPZ4DOCSWJ2JWL9P']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[144.175, 137.581]",4,"['literal', 'literal']",1
the bottom line,"despite all the arguments, the bottom line of the situation is that we need to make a decision",figurative,"in the final analysis, the most important fact in a situation.",figurative,figurative,figurative,"['37XITHEISCPOJSS5G8KB0U6QEW9RCN', '3A0EX8ZRNO4E6OCLG3GAX6T5ZYOYBP']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[68.292, 29.391]",3,"['figurative', 'figurative']",0
the die is cast,"once the decision was made, there was no turning back; the die is cast",figurative,"an unalterable decision has been reached, or step taken.",figurative,figurative,figurative,"['3EKVH9QMEEKHK0HY1E0LJSG0N4KD29', '3ZAZR5XV0HYXLJEWQPEOMX8PND7ZC3']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[112.571, 172.899]",4,"['figurative', 'figurative']",0
the eleventh hour,"he finished the project at the eleventh hour, just before the deadline",figurative,at the very last minute before an event,tie,ambiguous,figurative,"['35GCEFQ6IL498JIDXW3NTU4VH0UZ35', '3300DTYQTIX34PXJZK16LSWO3M0QEU']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[78.272, 41.497]",4,"['ambiguous', 'figurative']",0
the last straw,"after using all the other straws, that was the last straw in the box",literal,to be the last in a sequence of unpleasant things,literal,literal,literal,"['3RYC5T2D7J97DH19LD6HKU5XDFOPRZ', '36DSNE9QZLE8UT6VY8KTT3EGTTYJOK']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[77.538, 158.473]",3,"['literal', 'literal']",0
the lion's den,"by confronting the angry mob, he entered the lion's den and risked his safety",figurative,a place which is uncomfortable,figurative,figurative,figurative,"['3DPNQGW4L1VS25H6V5BV6136QWF46Q', '3HVVDCPGTU8E2A62GP7VX0ZR55OYTF']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[104.797, 31.551]",3,"['figurative', 'figurative']",0
the other side of the coin,"before making a decision, it's important to consider the other side of the coin and weigh the pros and cons",figurative,"the opposite aspect, contrasting arguments.",figurative,figurative,figurative,"['3R5F3LQFVI0YU8BZGUNFHX26CH8ZOY', '34MAJL3QPK3T5MUOC3DXZYRMGVC43Z']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[47.996, 27.061]",2,"['figurative', 'figurative']",0
tie the knot,they tied the knot together in a beautiful ceremony surrounded by friends and family,figurative,to get married,figurative,figurative,figurative,"['337RC3OW0LI9F33S25IK4ALGTBFLV5', '34X6J5FLP9EBF5JBDLCXI89G8UVQJE']","['A1HKYY6XI2OHO1', 'AKQAI78JTXXC9']","[108.09, 31.38]",4,"['figurative', 'figurative']",1
tie the knot,the two sailors tied the knot together to secure the rope,literal,to get married,literal,literal,literal,"['3DPNQGW4L1VS25H6V5BV6136QWF46Q', '3HVVDCPGTU8E2A62GP7VX0ZR55OYTF']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[104.797, 31.551]",3,"['literal', 'literal']",0
tighten belt,"due to the economic downturn, we had to tighten the belt a bit and cut some expenses",figurative,to save your money,figurative,figurative,figurative,"['34HJIJKLPLCDHVW7WDJ3ITJ57PKV4M', '3NLZY2D5355HAV7BG6OAYNM8CJ0LQB']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[35.169, 26.816]",4,"['figurative', 'figurative']",0
tip of the iceberg,the problems we discovered were just the tip of the iceberg in this company,figurative,to only know a very small part of the problem,figurative,figurative,figurative,"['3S96KQ6I92KB4ZBBKTKHKFPQNHYDT2', '3SITXWYCNBPP6JMBB7U8ESMWXS9XBX']","['AKQAI78JTXXC9', 'AURYD2FH3FUOQ']","[68.396, 52.884]",4,"['figurative', 'figurative']",0
troubled waters,"during the financial crisis, the company was sailing through troubled waters",figurative,a difficult phase of life,figurative,figurative,figurative,"['3AZHRG4CUK0C6YCNT2QVNV19ZTC03F', '3WQ3B2KGEOWHGI1I4E91JJIVSDV1BA']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[19.786, 33.885]",4,"['figurative', 'figurative']",0
turn back on,she turned back on the situation when she refused to help her friend,figurative,choose not to speak to,figurative,figurative,figurative,"['3PH3VY7DJ1D6ZHK17GEPYRFSFTPZWC', '3D4CH1LGEQ9VW4COODG8Z0RB62AG9E']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[25.492, 41.235]",4,"['figurative', 'figurative']",0
turn down a glass,she turned down a glass upside down to let it dry,literal,to decline something that someone has offered.,literal,literal,literal,"['3S96KQ6I92KB4ZBBKTKHKFPQNHYDT2', '3SITXWYCNBPP6JMBB7U8ESMWXS9XBX']","['AKQAI78JTXXC9', 'AURYD2FH3FUOQ']","[68.396, 52.884]",4,"['literal', 'literal']",0
turn the tables,"during the furniture rearrangement, they turned the tables on her to make more space",literal,change your position with respect to someone else.,ambiguous,ambiguous,ambiguous,"['3SUWZRL0METAU7EZKBN8FNFX3B6E6J', '3I7DHKZYG3G6HHEHA3X95ZMXJH9F5L']","['A2A6FH0F7LD9ND', 'A2H1QUGX0SOUMH']","[52.399, 420.147]",2,"['ambiguous', 'ambiguous']",0
two peas in a pod,"the twins were dressed identically, looking like two peas in a pod",literal,practically identical in appearance,tie,ambiguous,figurative,"['3XUHV3NRV0EQVD5N5TL98KYAZWNH5M', '3RKNTXVS32ETP7T9LIS7M65SM514AS']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[65.204, 151.035]",2,"['ambiguous', 'figurative']",0
under fire,the politician was under fire from the crowd for his controversial statements,figurative,being shot at,figurative,figurative,figurative,"['3P1L2B7ADH5EPJUV1TW69IR8X80LO1', '37FMASSAYS7SGOXGCLU7BIZH95OBIA']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND']","[100.216, 34.816]",2,"['figurative', 'figurative']",1
under the radar,he was working under the radar to avoid drawing attention to his project,figurative,"going unnoticed, avoiding unnecessary attention",figurative,figurative,figurative,"['3E7TUJ2EGS2SKK2XMNF0TFOET0C9DV', '3IGI0VL64N04DJXGD6CLMAVX231ON7']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND']","[141.766, 36.871]",2,"['figurative', 'figurative']",1
up a creek without a paddle,"when our car broke down in the middle of nowhere, we found ourselves up a creek without a paddle",figurative,being in trouble.,figurative,figurative,figurative,"['3DPNQGW4L1VS25H6V5BV6136QWF46Q', '3HVVDCPGTU8E2A62GP7VX0ZR55OYTF']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[104.797, 31.551]",3,"['figurative', 'figurative']",0
up a river without a paddle,"when the car broke down in the middle of nowhere, we found ourselves up a river without a paddle",figurative,"when you are in an unfortunate situation, unprepared and with none of the resources to remedy the matter",figurative,figurative,figurative,"['33M4IA01QWHCMQ3074GYE7R0FEXRXP', '39OWYR0EP074J5O1L526GWKQEWGYF7']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[50.764, 44.89]",3,"['figurative', 'figurative']",0
up a river without a paddle,"while canoeing, we accidentally dropped our paddles and found ourselves up a river without a paddle",literal,"when you are in an unfortunate situation, unprepared and with none of the resources to remedy the matter",literal,literal,literal,"['3GS6S824S6DCIS6I4S3V348J5FHNWJ', '3LWJHTCVCS2VA3XFUVLC3AHOFNEFQ0']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[90.898, 24.979]",4,"['literal', 'literal']",0
up to the mark,the water level was not quite up to the mark on the measuring stick,literal,to be good enough,literal,literal,literal,"['3X1FV8S5JD7TTBPRREL4RIG8XUTVG9', '3JAOYWH7VYKBIWQPZ4DOCSWJ2JWL9P']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[144.175, 137.581]",4,"['literal', 'literal']",1
up to the neck,"the floodwaters rose, leaving him up to the neck in work to clean up the mess",literal,"when people are very involved in something, especially when it's something wrong",tie,ambiguous,figurative,"['3FIJLY1B6AKAARW0UI6N35REARSFP9', '3KRVW3HTZ31DTT498MEUT0GYUCBSM9']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[35.085, 35.864]",4,"['ambiguous', 'figurative']",0
use your loaf,they used their loaf of bread to make sandwiches for lunch,literal,To tell someone to use their brain more in analysing what they are doing.,literal,literal,literal,"['3GS6S824S6DCIS6I4S3V348J5F2WND', '3DEL4X4ELM1LJRFMLZ8SM3KXI1CYXY']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[122.602, 30.971]",3,"['literal', 'literal']",0
velvet glove,"at the costume party, she was wearing a velvet glove as part of her elegant outfit",literal,"a person who appears gentle, but is determined and inflexible underneath",literal,literal,literal,"['3FPRZHYEPENSZZD3WZEK8ORZTPA3VV', '3VAR3R6G15HJACAC74N24D52DI48OP']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[98.008, 40.558]",3,"['literal', 'literal']",0
walk on eggshell,"during the art performance, the performer was walking on eggshells around her as part of the act",literal,to be careful about one's words or actions around another person,tie,figurative,literal,"['3X65QVEQIG3DGUXSBONFEIXR84ZLC6', '38BQUHLA9CGYV1CG15XL9V6XXN8OM8']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[33.41, 102.137]",4,"['figurative', 'literal']",0
walking on broken glass,dealing with her sensitive feelings was like walking on broken glass,figurative,when a person is punished for something,figurative,figurative,figurative,"['3FK0YFF9PFWCB8FMG9KQRJJIK9HVVY', '3SEPORI8W3F9S4HY6BIXG2I1NANAZD']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[32.455, 146.45]",4,"['figurative', 'figurative']",0
walking on broken glass,he accidentally dropped a glass bottle and ended up walking on broken glass in the kitchen,literal,when a person is punished for something,literal,literal,literal,"['3F6KKYWMNRHD9M6RNXY5BGJYYPTND8', '37QW5D2ZRW2Y8425EL4BOIF3AX58S0']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND']","[124.668, 63.569]",2,"['literal', 'literal']",1
watchdog,the company hired a watchdog to monitor their financial transactions,figurative,"one who protects against loss, corruption, waste, or objectionable practices.",figurative,figurative,figurative,"['3EWIJTFFV4NFGWSKIM7R6M56QI2E0K', '3X4JMASXC2PH9TG08V515EZLNLPB0H']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[72.212, 81.197]",4,"['figurative', 'figurative']",0
weak in the knees,"after running a marathon, she felt weak in the knees due to exhaustion",literal,"to be overcome by a strong feeling, usually desire",tie,ambiguous,literal,"['3GS6S824S6DCIS6I4S3V348J5FHNWJ', '3LWJHTCVCS2VA3XFUVLC3AHOFNEFQ0']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[90.898, 24.979]",4,"['ambiguous', 'literal']",0
weather the storm,"despite the challenges, our team weathered the storm together and succeeded",figurative,handle a difficult period of time successfully,figurative,figurative,figurative,"['3WYP994K1N780CVQKCZ2MQ7DLXE6YD', '33C7UALJV1EYEK3B12PRSHSUK7V18W']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[81.097, 55.715]",3,"['figurative', 'figurative']",0
weather the storm,"during the hurricane, we huddled in the basement and weathered the storm together",literal,handle a difficult period of time successfully,tie,figurative,literal,"['3CN4LGXD5D4ULPRC1O6NPSNZP6MY4Y', '3P1L2B7ADH5EPJUV1TW69IR8XIILO3']","['A110KENBXU7SUJ', 'A1HKYY6XI2OHO1']","[27.433, 126.192]",4,"['figurative', 'literal']",0
wet the baby's head,"during the baptism ceremony, the priest gently wet the baby's head with holy water",literal,to have drink to celebrate the birth of a baby,literal,literal,literal,"['3TEM0PF1QLDAOQEKMRW704NLQ6LD0A', '3Q5C1WP232HFR2K934IOGXI3IHU15U']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND']","[98.12, 35.374]",3,"['literal', 'literal']",1
wheels fall off,"after a series of setbacks, the wheels fell off our project",figurative,when a situation gets out of control and everything starts to go wrong,figurative,figurative,figurative,"['3EQHHY4HQ88CVHACLN3RNKM9K6S5GD', '3B837J3LD4C4Q9H1DUABFZA80ZASRX']","['A110KENBXU7SUJ', 'APRZ7BR8C0ZMQ']","[19.442, 59.301]",4,"['figurative', 'figurative']",0
