idiom,phrase,sentence,sentence_label_gpt3,sentence_reason_gpt3,phrase_label,sentence_label,kor_Hang_idiom,kor_Hang_phrase,kor_Hang_sentence,kor_Hang_phrase_label,kor_Hang_sentence_label,kor_Hang_notes,fra_Latn_idiom,fra_Latn_phrase,fra_Latn_sentence,fra_Latn_phrase_label,fra_Latn_sentence_label,heb_Hebr_idiom,heb_Hebr_phrase,heb_Hebr_sentence,heb_Hebr_phrase_label,heb_Hebr_sentence_label,zho_Hans_idiom,zho_Hans_phrase,zho_Hans_sentence,zho_Hans_phrase_label,zho_Hans_sentence_label,yor_Latn_idiom,yor_Latn_phrase,yor_Latn_sentence,yor_Latn_phrase_label,yor_Latn_sentence_label
look before you leap,I looked before I leapt,I looked before I leapt and decided that it was the best decision for me.,0,"Here, to ""look before you leap"" means to think carefully before taking action.",2,0,뛰어오르는 전에 봐,뛰어오르는 전에 봤어요,뛰어오기 전에 내가 보고 그것이 내 최선의 결정이라고 결정했습니다.,1,1,,Regarde avant de sauter,J'ai regardé avant de sauter.,J'ai regardé avant de sauter et j'ai décidé que c'était la meilleure décision pour moi.,,,תסתכל לפני שתקפוץ,הסתכלתי לפני שנקפצתי.,הסתכלתי לפני שנקפצתי והחלטתי שזה היה ההחלטה הטובה ביותר בשבילי.,,,"在跳跃之前,看看","在跳起来之前,我看了","我看着跳起来之前,决定这是我最好的决定.",,,wo kó o tó fò,Mo woye kí n tó fò,"Mo wo ohun tó ṣẹlẹ̀ kí n tó fò sókè, mo sì pinnu pé ìpinnu tó dára jù lọ ni.",,
look before you leap,I looked before I leapt,I looked before I leapt to make sure there was no water in the pool.,1,"Here, to ""look before you leap"" means to take precautions before taking a physical action.",2,1,뛰어오르는 전에 봐,뛰어오르는 전에 봤어요,수영장에서 물이 없는지 확인하기 위해 뛰어오르는 전에 봤어요.,1,1,,Regarde avant de sauter,J'ai regardé avant de sauter.,J'ai regardé avant de sauter pour m'assurer qu'il n'y avait pas d'eau dans la piscine.,,,תסתכל לפני שתקפוץ,הסתכלתי לפני שנקפצתי.,הסתכלתי לפני שנקפצתי כדי לוודא שאין מים בבריכה.,,,"在跳跃之前,看看","在跳起来之前,我看了","在跳起来之前,我看看,确保池没有水.",,,wo kó o tó fò,Mo woye kí n tó fò,Mo wo kí n tó fò lọ láti rí i pé kò sí omi nínú abẹ́ omi.,,
have a big mouth,He has a big mouth,He has a big mouth and can't keep a secret.,0,"Here, to ""have a big mouth"" means to be someone who talks too much.",2,0,큰 입이 있어,큰 입이 있어,큰 입이 있고 비밀을 지킬 수 없어요.,1,1,,- Tu as une grosse bouche.,Il a une grosse bouche.,Il a une grosse bouche et ne peut pas garder un secret.,,,יש לך פה גדול.,יש לו פה גדול.,יש לו פה גדול ואינו יכול לשמור סוד.,,,嘴巴大,他口很大.,"他嘴巴很大,不能保密.",,,ní ẹnu ńlá,Ó ní ẹnu ńlá,"Ó ní ẹnu tó pọ̀, kò sì lè pa àṣírí mọ́.",,
have a big mouth,He has a big mouth,He has a big mouth because he has an unusually large jaw.,1,"Here, to ""have a big mouth"" means to have an unusually large mouth.",2,1,큰 입이 있어,큰 입이 있어,그는 비례적으로 큰 입이 있기 때문에 큰 입이 있습니다.,1,1,,- Tu as une grosse bouche.,Il a une grosse bouche.,Il a une grosse bouche parce qu'il a une mâchoire inhabituellement grosse.,,,יש לך פה גדול.,יש לו פה גדול.,יש לו פה גדול כי יש לו הלסת גדולה באופן יוצא דופן.,,,嘴巴大,他口很大.,"他口大,因为他的下巴不寻常大.",,,ní ẹnu ńlá,Ó ní ẹnu ńlá,"Ọ̀rọ̀ ẹnu rẹ̀ tóbi gan-an ni, nítorí pé ó ní àgbákò tó tóbi gan-an.",,
fling her into,He flung her into the room,He flung her into the room with a passionate embrace.,0,"Here, to ""fling her into"" means to throw someone into a situation with enthusiasm.",2,0,그녀를 내버려두는,그는 그녀를 방으로 던졌다,그는 열렬한 포옹으로 그녀를 방으로 던졌다.,1,1,,Je l'ai jetée dans,Il l' a jetée dans la pièce.,Il l'a jetée dans la pièce avec une passionnée embrasse.,,,לזרוק אותה,הוא זרק אותה לחדר.,הוא זרוק אותה לחדר עם חיבוק נלהב.,,,让她入,他把她扔进了房间里.,"他把她扔进房间,抱着激情的拥抱.",,,kí n fi í sínú,Ó fi í sínú yàrá náà,"Ó fi ìbànújẹ́ gbá a mọ́ra, ó sì fi í sínú yàrá náà.",,
fling her into,He flung her into the room,He flung her into the room with enough force to knock over a chair.,1,"Here, to ""fling her into"" means to throw someone with great force.",2,1,그녀를 내버려두는,그는 그녀를 방으로 던졌다,그는 의자를 무너뜨릴 만큼의 힘으로 그녀를 방으로 던졌다.,1,1,,Je l'ai jetée dans,Il l' a jetée dans la pièce.,Il l'a jetée dans la pièce avec suffisamment de force pour renverser une chaise.,,,לזרוק אותה,הוא זרק אותה לחדר.,הוא זרוק אותה לחדר בכוח מספיק כדי להוריד כיסא.,,,让她入,他把她扔进了房间里.,"他把她扔进房间,用足够的力量,把椅子倒下来.",,,kí n fi í sínú,Ó fi í sínú yàrá náà,Ó fi agbára tó pọ̀ jù lọ lé e sínú yàrá náà láti fi sọ ìjókòó kan di àríyá.,,
tearing my hair out,I'm tearing my hair out,I'm tearing my hair out trying to figure out how to solve this problem.,0,"Here, ""tearing my hair out"" means to be extremely frustrated.",2,0,내 머리카락을 찢어,내 머리카락을 찢어,이 문제를 해결하는 방법을 찾아내려고 머리를 찢고 있어요.,1,1,,Je me déchirerai les cheveux,Je me déchirerai les cheveux.,Je me déchirerai les cheveux pour trouver une solution.,,,אני מוריד את השיער שלי.,אני מוריד את השיער שלי.,אני מוריד את השיער שלי מנסה להבין איך לפתור את הבעיה הזאת.,,,撕掉我的头发,我正在撕掉我的头发.,"我正在掉头发,试图找出解决这个问题的方法.",,,tí mo ń yọ irun mi jáde,Mo ń yọ irun mi jáde,Mo ń yọ irun mi kúrò kí n lè mọ bí mo ṣe lè yanjú ìṣòro yìí.,,
tearing my hair out,I'm tearing my hair out,I'm tearing my hair out because it's getting too long.,1,"Here, ""tearing my hair out"" means to literally pull out one's hair.",2,1,내 머리카락을 찢어,내 머리카락을 찢어,너무 길어지기 때문에 머리카락을 찢어내고 있어요,1,1,,Je me déchirerai les cheveux,Je me déchirerai les cheveux.,Je me déchirerai les cheveux parce qu'ils deviennent trop longs.,,,אני מוריד את השיער שלי.,אני מוריד את השיער שלי.,אני נוקחת את השיער שלי כי הוא מקבל ארוך מדי.,,,撕掉我的头发,我正在撕掉我的头发.,"我正在撕掉我的头发,因为它变得太长了.",,,tí mo ń yọ irun mi jáde,Mo ń yọ irun mi jáde,Mo ń yọ irun mi kúrò nítorí pé ó ti ń gùn jù.,,
pulling the other one,He was pulling the other one,He was pulling the other one when he said he was going to finish the project in a day.,0,"Here, to ""pull the other one"" means to deceive or trick someone.",2,0,다른 쪽을 끌어,다른 쪽을 끌어들이고 있었다,"그는 다른 하나를 끌어들이고 있었는데, 그는 프로젝트를 하루 안에 마무리하겠다고 말했습니다.",2,0,,en tirant l'autre,Il tirait l'autre.,Il tirait l'autre quand il a dit qu'il allait finir le projet en un jour.,,,למשוך את השני,הוא מושך את השני.,הוא רכש את השני כשהוא אמר שהוא יסיים את הפרויקט ביום אחד.,,,拉着另一个,他正在拉着另一个.,"他还在拉着另一个,他说他会在一天内完成这个项目.",,,tí mo bá ń fà á,Ó ń fa ẹ̀kejì,Ó ń fa èkejì nígbà tó sọ pé òun máa parí iṣẹ́ náà láàárín ọjọ́ kan.,,
pulling the other one,He was pulling the other one,He was pulling the other one when he tried to lift the heavy box.,1,"Here, to ""pull the other one"" means to physically pull something.",2,1,다른 쪽을 끌어,다른 쪽을 끌어들이고 있었다,그는 무거운 상자를 들어 올릴 때 다른 하나를 끌어들이고 있었다.,2,1,,en tirant l'autre,Il tirait l'autre.,Il tirait de l'autre quand il a essayé de soulever la boîte lourde.,,,למשוך את השני,הוא מושך את השני.,הוא הוציא את השני כשהוא ניסה להרים את הקופסה הכבדה.,,,拉着另一个,他正在拉着另一个.,"他试图抬起重盒子时,他正在拉着另一个.",,,tí mo bá ń fà á,Ó ń fa ẹ̀kejì,Ó ń fà á nígbà tó ń gbé àpótí tó wúwo náà sókè.,,
sink or swim,I'm going to sink or swim,"I'm going to sink or swim in this new job, no matter how difficult it is.",0,"Here, ""sink or swim"" means to succeed or fail on one's own.",2,0,침수 또는 수영,내가 침몰하거나 수영할거야,이 새로운 직업에 빠질 수도 있고 수영할 수도 있어요. 아무리 힘들어도요.,1,1,,évier ou baignoire,Je vais me plonger ou nager,"Je vais me plonger ou nager dans ce nouveau boulot, peu importe à quel point c'est difficile.",,,סנק או שחייה,אני הולך לטבוע או לשחות.,"אני הולך לטבוע או לשחות בעבודה החדשה הזאת, לא משנה כמה קשה זה.",,,洗或游泳,我会沉没或游泳,"我会沉浸或游泳在这个新工作,不管它是多么困难.",,,ìwẹ̀ tàbí ìwẹ̀,Èmi yóò rì tàbí kí n lúwẹ̀ẹ́,"Mo máa ń rì tàbí kí n máa lúwẹ̀ẹ́ nínú iṣẹ́ tuntun yìí, láìka bí ó ṣe ṣòro tó.",,
sink or swim,I'm going to sink or swim,"I'm going to sink or swim in this pool, depending on how well I can swim.",1,"Here, ""sink or swim"" means to literally sink or stay afloat in the water.",2,1,침수 또는 수영,내가 침몰하거나 수영할거야,내가 얼마나 잘 헤엄치는지에 따라 수영장에서 침몰하거나 수영을 할거야.,1,1,,évier ou baignoire,Je vais me plonger ou nager,"Je vais me plonger ou nager dans cette piscine, selon la façon dont je sais nager.",,,סנק או שחייה,אני הולך לטבוע או לשחות.,"אני הולך לטבוע או לשחות בבריכה הזאת, תלוי כמה טוב אני יכול לשחות.",,,洗或游泳,我会沉没或游泳,"我会沉浸或游泳在这个游泳池里,取决于我能游泳多好.",,,ìwẹ̀ tàbí ìwẹ̀,Èmi yóò rì tàbí kí n lúwẹ̀ẹ́,"Èmi yóò rì tàbí kí n lúwẹ̀ẹ́ nínú adágún omi yìí, ó máa dá lórí bí mo ṣe lè lúwẹ̀ẹ́ dáadáa tó.",,
lick her lips,She licked her lips,She licked her lips in anticipation of the delicious meal she was about to eat.,0,"Here, ""lick her lips"" means to show eagerness or anticipation.",2,0,그녀의 입술을,그녀는 입술을,그녀는 맛있는 식사를 기대하고 입술을 씹었다.,3,3,"""lick"" was incorrectly translated as ""bite"".",léche ses lèvres,Elle a léché ses lèvres.,Elle se lécha les lèvres en attendant le délicieux repas qu'elle allait manger.,,,ללקק את השפתיים שלה,היא ללקקה את השפתיים שלה.,היא ללקקה את השפתיים שלה בהמתנה לארוחה טעימה שהיא עומדת לאכול.,,,她的嘴唇,她了嘴唇.,"她了嘴唇,预计她即将吃的美味饭.",,,kí o lè lé e lẹ́nu,Ó ń lé e ní ẹnu,"Ó ń lé e ní ètè, ó sì ń retí oúnjẹ tó máa jẹ.",,
lick her lips,She licked her lips,She licked her lips to moisten them.,1,"Here, ""lick her lips"" means to physically moisten the lips with the tongue.",2,1,그녀의 입술을,그녀는 입술을,그녀는 입술을 젖게 하기 위해 씹었다.,3,3,"""lick"" was incorrectly translated as ""bite"".",léche ses lèvres,Elle a léché ses lèvres.,Elle se lécha les lèvres pour les humidifier.,,,ללקק את השפתיים שלה,היא ללקקה את השפתיים שלה.,היא ללקקה את השפתיים שלה כדי לרחות אותן.,,,她的嘴唇,她了嘴唇.,"她了嘴唇,让它们湿.",,,kí o lè lé e lẹ́nu,Ó ń lé e ní ẹnu,Ó ń lé e láti fi omi mú wọn.,,
whatever floats her boat,She does whatever floats her boat,"She does whatever floats her boat, even if it's not what I would do.",0,"Here, ""whatever floats her boat"" means to do whatever makes her happy.",2,0,배가 떠 있는 모든 걸,그녀는 배가 떠 있는 모든 일을 합니다.,"그녀는 배를 떠다니는 모든 일을 하기도 하지만, 내가 할 일이 아니더라도",1,1,,tout ce qui flotte sur son bateau,Elle fait ce qui fait flotter son bateau,"Elle fait tout ce qui flotte sur son bateau, même si ce n'est pas ce que je ferais.",,,מה שציפה את הסירה שלה,היא עושה כל מה שגורם לסירה שלה לטפס.,"היא עושה כל מה שגורם לסירה שלה, גם אם זה לא מה שאני אעשה.",,,任何漂浮的船只,她做任何漂浮的船,"她做任何漂浮的东西,即使不是我做的事情.",,,ohun yòówù kí ọkọ̀ ojú omi rẹ̀ lè máa rìn,Ó máa ń ṣe ohun yòówù kó lè ṣe,"Ohun yòówù kó ṣe ló máa ń ṣe, kódà bí mi ò bá ṣe é.",,
whatever floats her boat,She does whatever floats her boat,"She does whatever floats her boat, even if it means taking it out on the lake.",1,"Here, ""whatever floats her boat"" means to do whatever she wants to do.",2,1,배가 떠 있는 모든 걸,그녀는 배가 떠 있는 모든 일을 합니다.,그녀는 배를 떠다니는 모든 일을 합니다. 호수에서 떠나는 것에도 불구하고요.,1,1,,tout ce qui flotte sur son bateau,Elle fait ce qui fait flotter son bateau,"Elle fait tout ce qui fait flotter son bateau, même si ça veut dire le faire descendre sur le lac.",,,מה שציפה את הסירה שלה,היא עושה כל מה שגורם לסירה שלה לטפס.,"היא עושה כל מה שגורם לסירה שלה להציף, גם אם זה אומר להוציא אותה לאגם.",,,任何漂浮的船只,她做任何漂浮的船,"她做任何漂浮的船,即使这意味着把它带到湖上.",,,ohun yòówù kí ọkọ̀ ojú omi rẹ̀ lè máa rìn,Ó máa ń ṣe ohun yòówù kó lè ṣe,"Ó máa ń ṣe ohun yòówù kó lè ṣe, kódà tó bá tiẹ̀ túmọ̀ sí pé kó kọ́ ọ lọ sí adágún.",,
jobs for the boys,He got a job for the boys,He got a job for the boys because he was well-connected.,0,"Here, ""jobs for the boys"" means to give jobs to people who are favored or connected to the person in power.",2,0,소년들의 직업,그는 소년들을 위한 일을 얻었다,그는 잘 연결된 사람이었기 때문에 남자들에게 일자리를 얻었습니다.,1,1,,emplois pour les garçons,Il a trouvé un boulot pour les garçons.,Il a trouvé un boulot pour les garçons parce qu'il avait de bonnes connexions.,,,עבודות לילדים,הוא מצא עבודה בשביל הבנים.,הוא קיבל עבודה בשביל הבנים כי הוא היה מחובר היטב.,,,男孩的工作,他为男孩找了工作.,"他为男孩找了一份工作,因为他有很好的联系.",,,Iṣẹ́ fún àwọn ọmọkùnrin,Ó rí iṣẹ́ fún àwọn ọmọkùnrin,Ó ríṣẹ́ fún àwọn ọmọkùnrin náà nítorí pé ó ní ìdè tó dáa.,,
jobs for the boys,He got a job for the boys,He got a job for the boys because they were qualified for the position.,1,"Here, ""jobs for the boys"" means to give jobs to people who are qualified for the job.",2,1,소년들의 직업,그는 소년들을 위한 일을 얻었다,그는 그 남자들을 위해 직업을 얻었기 때문에 그들은 그 직장에 자격이 있었다.,1,1,,emplois pour les garçons,Il a trouvé un boulot pour les garçons.,Il a trouvé un emploi pour les garçons parce qu'ils étaient qualifiés pour le poste.,,,עבודות לילדים,הוא מצא עבודה בשביל הבנים.,הוא קיבל עבודה עבור הבנים כי הם היו מוסמכים לתפקיד.,,,男孩的工作,他为男孩找了工作.,"他为男孩找了一份工作,因为他们符合资格.",,,Iṣẹ́ fún àwọn ọmọkùnrin,Ó rí iṣẹ́ fún àwọn ọmọkùnrin,Ó ríṣẹ́ fún àwọn ọmọkùnrin náà nítorí pé wọ́n tóótun fún ipò náà.,,
giving me five,He gave me five,He gave me five when I asked him for his opinion on the matter.,0,"Here, ""giving me five"" means to give approval or agreement.",2,0,5개,5개 줬어,저는 그에게 이 문제에 대한 의견을 요청했을 때 5개를 주었습니다.,1,1,,Je me donne cinq,Il m' a donné cinq.,Il m'a donné cinq fois quand je lui ai demandé son avis sur la question.,,,נותן לי חמש,הוא נתן לי חמש.,הוא נתן לי חמש כאשר שאלתי אותו על דעתו על הנושא.,,,给我五个,他给了我五个.,"我问他对此问题的意见时,他给了我五分钟.",,,ó fún mi ní márùn - ún,Ó fún mi ní márùn-ún,Ó fún mi ní owó márùn-ún nígbà tí mo béèrè èrò rẹ̀ lórí ọ̀ràn náà.,,
