idiom,meaning,source,label,translation_ko,equiv_idiom_ko,discard_ko,translation_zh,equiv_idiom_zh,discard_zh,complete_ko,complete_zh
bet on the wrong horse,support a person or thing that ultimately fails,[[She bet on the wrong horse]] when she chose to invest in that failing company,figurative,그녀는 실패한 회사에 투자를 함으로써 [[잘못된 선택을 했습니다]],False,False,当她选择投资那个即将倒闭的公司时，[[她押错了宝]]。,True,False,True,True
bet on the wrong horse,support a person or thing that ultimately fails,"At the racetrack, [[she bet on the wrong horse]] and lost her money",literal,경마장에서 그녀는 [[잘못된 말에 돈을 걸었고]] 돈을 잃었습니다,False,False,在赛马场，[[她押注了错误的马匹]]，输了她的赌注。,True,False,True,True
between a rock and a hard place,having two very bad choices,He was [[caught between a rock and a hard place]] when he had to choose between his job and his family,figurative,그는 자신의 일과 가족 중 하나를 골라야하는 [[곤란한 처지에 놓였습니다]],False,False,他在工作和家庭之间[[难以取舍]]。,False,False,True,True
between a rock and a hard place,having two very bad choices,"While hiking, she found herself [[caught between a rock and a hard place]] in a narrow passage",literal,등산 도중 그녀는 좁은 통로에서 [[암석과 단단한 무언가에 갇혀 움직이지 못하게 되었습니다]],False,False,在徒步时，她在一个狭窄的通道里[[被一块岩石和一条困难的路径卡住了]]。,False,False,True,True
between you and me,a secret to be kept between two people,"[[Between you and me, there's a secret]] that I can't share with anyone else",figurative,,False,True,[[我俩之间有个]]不可告人的[[秘密]]。,False,False,True,True
between you and me,a secret to be kept between two people,"He placed a mysterious box [[between you and me, there's a secret]] hidden inside it",literal,,False,True,他把一个神秘的盒子放[[在]]了[[咱俩之间]]，其中藏着一个秘密。,False,False,True,True
beyond the veil,"In an inexplicable or concealed place or condition, especially the mysterious state of existence after death.",The psychic claimed [[she looked beyond the veil]] and communicated with spirits,figurative,예언자는 [[그녀가 저승을 볼 수 있고]] 영혼과 대화할 수 있다고 주장했습니다,False,False,那位通灵者称[[她揭开了神秘的面纱]]并与灵魂进行了交流。,True,False,True,True
beyond the veil,"In an inexplicable or concealed place or condition, especially the mysterious state of existence after death.","Standing in front of the window, [[she looked beyond the veil]] and saw the beautiful garden",literal,창문 앞에 서서 [[그녀는 베일 저편을 바라보다가]] 아름다운 정원을 발견했습니다,False,False,[[她]]站在窗前[[透过纱窗]]看到了美丽的花园。,True,False,True,True
big brother,A large organization or government agency that tries to control all aspects of human life and society.,"With the new surveillance system, we felt like we were being [[watched by big brother]]",figurative,새로운 감시 시스템 때문에 우리는 [[거대한 독재 권력에게 주시당하고 있는 것]] 같았습니다,False,False,随着全新监控系统的出现，我们感觉[[被老大哥监视了]]。,True,False,True,True
big brother,A large organization or government agency that tries to control all aspects of human life and society.,"As the younger sibling, she was always [[watched by big brother]] during their childhood",literal,그녀는 여동생으로서 어렸을 때 항상 [[큰오빠에게 감시당했습니다]],False,False,作为妹妹，她在童年时总是[[被哥哥看护着]]。,True,False,True,True
big gun,a very powerful individual,"To solve the complex problem, we had [[to bring in the big gun]] from the head office",figurative,복잡한 문제를 해결하기 위해 우리는 본사에서 [[고급 거물들을 끌어들여야]] 했습니다,False,False,为解决这个复杂问题，我们需要从总部办公室[[请来强力外援]]。,False,False,True,True
big gun,a very powerful individual,"To defend the fort, they had [[to bring in the big gun]] from the armory",literal,요새를 방어하기 위해서 그들은 무기고에서 [[커다란 총을 옮겨와야]] 했습니다,False,False,为了防守要塞，他们需要从军火库[[拿来重枪]]。,False,False,True,True
big mouth,someone who talks too much,"He can't keep a secret, he [[has a big mouth]]",figurative,"그는 비밀을 지키지 못합니다, 그는 [[말이 너무 많거든요]]",False,False,他无法保守秘密，因为他[[是个大嘴巴]]。,True,False,True,True
big mouth,someone who talks too much,The hippopotamus [[has a big mouth]] to consume large amounts of food,literal,하마는 거대한 양의 음식을 섭취하기 위해 [[큰 입을 가지고 있습니다]],False,False,河马[[有很大的嘴巴]]可以吃大量食物。,True,False,True,True
bigger fish to fry,"to have other, more important things to do.","I can't focus on this minor issue, [[I have bigger fish to fry]] at work",figurative,"저는 이런 사소한 문제에 집중할 수 없습니다, [[제가]] 직장에서 [[따로 해야할 더 중대한 일이 있거든요]]",False,False,我无法集中精力处理这件小事，因为[[我]]在工作中[[有更重要的事情需要处理]]。,False,False,True,True
bigger fish to fry,"to have other, more important things to do.","I can't cook these small ones now, [[I have bigger fish to fry]] for the dinner party",literal,"저는 지금 이런 조그만 것들만 요리해서는 안됩니다, 저녁 파티를 위해 [[제가 더 큰 생선을 튀겨야]]합니다",False,False,我现在不能烹饪这些小菜，因为要准备这场晚宴，[[我有更大的鱼要煎]]。,False,False,True,True
break a leg,good luck,"Before her performance, we told her [[to break a leg on stage]]",figurative,그녀의 공연 전 우리는 그녀에게 [[무대에서 행운을 빕니다]]라고 말해주었습니다,False,False,在她表演之前，我们告诉她在舞台上[[好运]],False,False,True,True
break a leg,good luck,"During the play, the actor accidentally tripped and managed [[to break a leg on stage]]",literal,연극 도중 배우가 실수로 넘어져서 [[무대에서 다리가 부러졌습니다]],False,False,在剧中，演员不小心摔了一跤，居然在舞台上[[摔断了腿]]。,False,False,True,True
break down,to stop working,"Let me [[break down the situation]] for you, so you can understand the complexity",figurative,,False,True,让我为你[[解析这个情况]]，这样你能理解他的复杂程度,True,False,True,True
break down,to stop working,The firefighters had to [[break down the situation]] by removing debris after the collapse,literal,,False,True,消防员不得不在坍塌后移除碎片从而[[打破这个局面]],True,False,True,True
break the ice,"to do or say something that makes people feel more comfortable, especially at the start of a meeting or party",We started [[breaking the ice together]] by playing a fun team-building game,figurative,우리는 재미있는 팀 빌딩 게임을 통해 [[어색한 서로의 사이를 좁히기]] 시작했습니다 ,False,False,我们开始玩有趣的团建游戏来[[破冰]],True,False,True,True
break the ice,"to do or say something that makes people feel more comfortable, especially at the start of a meeting or party","During the winter expedition, we were [[breaking the ice together]] to clear a path",literal,겨울 원정 중에 우리는 길을 내기 위해 [[함께 얼음을 부쉈습니다]],False,False,"在冬季探险中，我们一起[[破冰]]以清理一条通路。
",True,False,True,True
break the mould,to do something different from what is expected,Her innovative ideas were [[breaking the mould]] in the industry,figurative,,True,False,她的创新思想在行业中[[打破旧的模式]]。,False,False,True,True
break the mould,to do something different from what is expected,The sculptor was [[breaking the mould]] to reveal the finished statue,literal,,True,False,雕塑家[[打破了模具]]去展现出最后的雕塑,False,False,True,True
break up,end a romantic relationship with someone,"After months of arguments, they [[decided to break up]] and end their relationship",figurative,,True,False,在数月的争执之后，他们[[决定分手]]并且结束了他们的关系,True,False,True,True
break up,end a romantic relationship with someone,The construction workers [[decided to break up]] the concrete with a jackhammer,literal,,True,False,建筑工人决定通过电动铁[[锤破]]碎混凝土,True,False,True,True
bright spark,an intelligent and lively person (humorously),"She was [[a bright spark]] in the team, always coming up with innovative ideas",figurative,그녀는 팀에서 [[밝은 불씨]]로서 항상 혁신적인 아이디어를 내놓았습니다,False,False,"她是队伍中[[智囊团]], 总是能想到创新的想法",False,False,True,True
bright spark,an intelligent and lively person (humorously),The firework display created [[a bright spark]] in the night sky,literal,불꿏놀이가 밤하늘에 [[밝은 불꽃]]을 수놓았습니다,False,False,烟花表演在夜空中绽放出[[明亮的火花]],False,False,True,True
