,,,,,,Name:,Jaechan Lee,
,,lit,"As the younger sibling, she was always [[watched by big brother]] during their childhood",그녀는 여동생으로서 어렸을 때 항상 [[큰오빠에게 감시당했습니다]],,FALSE,FALSE,FALSE
big cheese,to be an important and successful individual,fig,"In the company, he's [[the big cheese]] and everyone respects him",회사에서 그는 [[매우 중요한 사람]]이고 모두가 그를 존경합니다,,FALSE,FALSE,FALSE
,,lit,"At the cheese festival, they displayed [[the big cheese]] weighing over 100 pounds",치즈 축제에서 그들은 100 파운드가 넘는 [[커다란 치즈]]를 전시했습니다,,FALSE,FALSE,FALSE
big gun,a very powerful individual,fig,"To solve the complex problem, we had [[to bring in the big gun]] from the head office",복잡한 문제를 해결하기 위해 우리는 본사에서 [[고급 거물들을 끌어들여야]] 했습니다,,FALSE,FALSE,FALSE
,,lit,"To defend the fort, they had [[to bring in the big gun]] from the armory",요새를 방어하기 위해서 그들은 무기고에서 [[커다란 총을 옮겨와야]] 했습니다,,FALSE,FALSE,FALSE
big mouth,someone who talks too much,fig,"He can't keep a secret, he [[has a big mouth]]","그는 비밀을 지키지 못합니다, 그는 [[말이 너무 많거든요]]",,FALSE,FALSE,FALSE
,,lit,The hippopotamus [[has a big mouth]] to consume large amounts of food,하마는 거대한 양의 음식을 섭취하기 위해 [[큰 입을 가지고 있습니다]],,FALSE,FALSE,FALSE
bigger fish to fry,"to have other, more important things to do.",fig,"I can't focus on this minor issue, [[I have bigger fish to fry]] at work","저는 이런 사소한 문제에 집중할 수 없습니다, [[제가]] 직장에서 [[따로 해야할 더 중대한 일이 있거든요]]",,FALSE,FALSE,FALSE
,,lit,"I can't cook these small ones now, [[I have bigger fish to fry]] for the dinner party","저는 지금 이런 조그만 것들만 요리해서는 안됩니다, 저녁 파티를 위해 [[제가 더 큰 생선을 튀겨야]]합니다",,FALSE,FALSE,FALSE
bite head off,overreact in an angry or harsh way,fig,She was so angry that she [[bit his head off]] when he tried to explain,그가 설명하려 하자 그녀는 너무 화가 나서 [[그에게 과민하게 감정을 표출했습니다]],,FALSE,FALSE,FALSE
,,lit,The snake [[bit his head off]] when he got too close to its nest,그가 뱀의 둥지에 너무 가까이 가자 뱀은 [[그의 머리를 깨물어 뜯었습니다]],,FALSE,FALSE,FALSE
bite off more than one can chew,"to try to do something that is too difficult for you, or more than you can manage",fig,"By accepting too many projects at once, [[he bit off more than he could chew]]",한번에 너무 많은 프로젝트를 수락해서 [[그는 자신이 감당할 수 있는 것보다 많은 양을 떠맡았습니다]],,FALSE,FALSE,FALSE
,,lit,[[He bit off more than he could chew]] when he tried to eat the whole sandwich in one bite,그는 한 입에 통 샌드위치를 먹으려고 할 때 [[그는 자신이 씹을 수 있는 양보다 더 많은 양을 베어물었습니다]],,FALSE,FALSE,FALSE
bite the hand that feed,to turn against someone who has been a benefactor in the past,fig,"By criticizing her mentor, she [[bit the hand that fed]] her",[[그녀는]] 그녀의 멘토를 비판함으로써 [[은혜를 원수로 갚았습니다]],,FALSE,FALSE,FALSE
,,lit,The untrained dog [[bit the hand that fed]] him,훈련되지 않은 개가 그에게 [[먹이를 준 손을 물었습니다]],,FALSE,FALSE,FALSE
bits and pieces,miscellaneous small objects,fig,"After the meeting, [[we gathered the bits and pieces]] of information to create a report",회의 후에 [[우리는 이런 저런 다양한]] 정보를 [[모아서]] 보고서를 만들었습니다,,FALSE,FALSE,FALSE
,,lit,"Following the vase's shattering, [[we gathered the bits and pieces]] from the floor",그릇이 산산조각이 나고 [[우리는 바닥에 떨어진 조각을 모았습니다]],,FALSE,FALSE,FALSE
bitter medicine,something difficult to accept,fig,The harsh criticism was [[a dose of bitter medicine]] that helped him improve,,,TRUE,TRUE,FALSE
,,lit,The doctor prescribed [[a dose of bitter medicine]] to treat his illness,,,TRUE,TRUE,FALSE
bitter pill,something unpleasant to be endured,fig,He had [[to swallow a bitter pill]] when he realized he couldn't afford his dream car,,,TRUE,TRUE,FALSE
,,lit,The medicine was so awful that she had [[to swallow a bitter pill]],,,TRUE,TRUE,FALSE
black and blue,"hurt, either bodily, emotionally or psychologically",fig,"After the harsh criticism, his ego [[was bruised black and blue]]",,,TRUE,TRUE,FALSE
,,lit,He fell off his bike and [[was bruised black and blue]] all over his body,,,TRUE,TRUE,FALSE
black book,a book containing a list of secret contacts,fig,"After betraying his trust, she [[was found in the black book]] of his memories",그의 신뢰를 져버렸던 그녀는 그의 기억 속의 [[블랙리스트에 등재되었습니다]],,FALSE,FALSE,FALSE
,,lit,The old photograph [[was found in the black book]] on the dusty shelf,낡은 사진은 먼지가 쌓인 선반 위의 [[검은 책 속에서 발견되었습니다]],,FALSE,FALSE,FALSE
black hole,a place in which things are lost never to be seen again,fig,"The inefficient department created [[a black hole in the system]], draining resources",비효율적인 부서가 [[시스템에 심각한 결함]]을 만들어 자원을 허비하였습니다,,FALSE,FALSE,FALSE
,,lit,Scientists discovered [[a black hole in the system]] while observing the galaxy,과학자들은 은하를 관찰하다가 [[우주계의 블랙홀을]] 발견했습니다,,FALSE,FALSE,FALSE
black sheep,a disgrace,fig,"Despite his successful siblings, John's unconventional career choice made him [[the black sheep in their midst]]","그의 성공한 형제자매에도 불구하고, 존의 이례적인 직업 선택은 그를 [[그들 사이의 골칫덩이]]로 만들었습니다",,FALSE,FALSE,FALSE
,,lit,"Among the white ones, there was [[the black sheep in their midst]] grazing in the field",하얀 양들 [[가운데에 검은 양이]] 초원의 풀을 뜯고 있었습니다,,FALSE,FALSE,FALSE
blazing row,a very angry argument,fig,The couple next door [[had a blazing row]] over their finances,옆집에 사는 커플은 그들의 재정 문제로 [[치열하게 싸웠습니다]],,FALSE,FALSE,FALSE
,,lit,The firefighters [[had a blazing row]] of flames to extinguish,소방관들은 [[가로로 뻗어있는 불]]을 진압해야 했습니다,,FALSE,FALSE,FALSE
blind as a bat,unconscious to something,fig,"Without his glasses, he's [[as blind as a bat]] and can't see anything",,,TRUE,FALSE,TRUE
,,lit,"The cave-dwelling creature was [[as blind as a bat]], relying on echolocation to navigate",,,TRUE,FALSE,TRUE
blow away,impress someone very much,fig,Their innovative product [[blew away the competition]] in the market,그들의 혁신적인 제품은 시장에서 [[경쟁 상대를 압도했습니다]],,FALSE,FALSE,FALSE
,,lit,The strong gust of wind [[blew away the competition]] papers from the table,강한 바람이 탁자 위의 [[경쟁 서류들을 날려버렸습니다]],,FALSE,FALSE,FALSE
blow cover,to reveal the true identity,fig,The undercover agent [[blew their cover]] by accidentally revealing their true identity,그 비밀요원은 실수로 그들의 신원을 밝혀서 [[그들의 정체를 노출시켰습니다]],,FALSE,FALSE,FALSE
,,lit,The strong wind [[blew their cover]] off the outdoor furniture,강한 바람이 야외 가구의 [[덮개를 불어버렸습니다]],,FALSE,FALSE,FALSE
blow his own horn,to talk about oneself or one's achievements especially in a way that shows pride or too much pride,fig,He never hesitates to [[blow his own horn]] about his accomplishments,그는 자신의 업적에 대해 [[자신을 과시하는 것을]] 절대로 주저하지 않습니다,,FALSE,FALSE,FALSE
,,lit,"As a trumpet player, he would [[blow his own horn]] during practice",트럼펫 연주자로서 그는 연습 도중에 [[뿔피리를 불곤]] 했습니다,,FALSE,FALSE,FALSE
blow your own trumpet,to say things that makes your own self or kin look good,fig,He was always [[blowing his own trumpet]] about his accomplishments,그는 항상 자신의 성취에 대해 [[자랑을 했었습니다]],,FALSE,FALSE,FALSE
,,lit,"During the parade, he was [[blowing his own trumpet]] as part of the marching band",퍼레이드 동안 그는 행군 악대의 일부로서 [[자신의 트럼펫을 불었었습니다]],,FALSE,FALSE,FALSE
blue blood,a member of an upper-class family,fig,They were considered [[a blue blood family]] due to their aristocratic lineage,그들은 그들의 귀족적인 혈통 덕에 [[고귀한 명문 가문]]으로 여겨졌습니다,,FALSE,FALSE,FALSE
,,lit,"In a bizarre science fiction world, they were [[a blue blood family]] with copper-based hemocyanin",한 기이한 공상 과학 세계관에서는 그들은 구리 기반의 혈색소를 지닌 [[푸른 피의 가문]]이었습니다,,FALSE,FALSE,FALSE
blue eyed boy,a person who is treated with special favor.,fig,"He was [[the blue-eyed boy]] of the company, always receiving praise and promotions",그는 회사에서 항상 칭찬과 승진을 받는 [[총애의 대상]]이었습니다,,FALSE,FALSE,FALSE
,,lit,The child with striking azure irises was [[the blue-eyed boy]] in the family,눈에 띄는 청동색 홍채를 가진 그 아이는 가족에서 유일하게 [[청안을 지닌 소년]]이었습니다,,FALSE,FALSE,FALSE
born yesterday,naive; inexperienced,fig,He was [[not born yesterday]] and could easily see through their lies,그는 [[마냥 순수하지는 않았기에]] 그들의 거짓말을 쉽게 간파할 수 있었습니다,,FALSE,FALSE,FALSE
,,lit,"Since today is her first birthday, she was [[not born yesterday]]",오늘이 그녀의 첫 번째 생일이기 때문에 그녀는 [[어제 태어난 것이 아닙니다]],,FALSE,FALSE,FALSE
bread and butter,to indicate what a person earns or earns for,fig,"Graphic design is [[their bread and butter]], as it's their main source of income","그래픽 디자인은 그들의 [[생계 수단]]이며, 주요 소득원입니다",,FALSE,FALSE,FALSE
,,lit,"On the table, there was [[their bread and butter]] ready for breakfast",테이블 위에는 그들의 아침 식사용으로 준비된 [[빵과 버터]]가 놓여있었습니다,,FALSE,FALSE,FALSE
break a leg,good luck,fig,"Before her performance, we told her [[to break a leg on stage]]",그녀의 공연 전 우리는 그녀에게 [[무대에서 행운을 빕니다]]라고 말해주었습니다,,FALSE,FALSE,FALSE
,,lit,"During the play, the actor accidentally tripped and managed [[to break a leg on stage]]",연극 도중 배우가 실수로 넘어져서 [[무대에서 다리가 부러졌습니다]],,FALSE,FALSE,FALSE
break down,to stop working,fig,"Let me [[break down the situation]] for you, so you can understand the complexity",,,TRUE,FALSE,TRUE
,,lit,The firefighters had to [[break down the situation]] by removing debris after the collapse,,,TRUE,FALSE,TRUE
break the ice,"to do or say something that makes people feel more comfortable, especially at the start of a meeting or party",fig,We started [[breaking the ice together]] by playing a fun team-building game,우리는 재미있는 팀 빌딩 게임을 통해 [[어색한 서로의 사이를 좁히기]] 시작했습니다 ,,FALSE,FALSE,FALSE
,,lit,"During the winter expedition, we were [[breaking the ice together]] to clear a path",겨울 원정 중에 우리는 길을 내기 위해 [[함께 얼음을 부쉈습니다]],,FALSE,FALSE,FALSE
break the mould,to do something different from what is expected,fig,Her innovative ideas were [[breaking the mould]] in the industry,,,TRUE,TRUE,FALSE
,,lit,The sculptor was [[breaking the mould]] to reveal the finished statue,,,TRUE,TRUE,FALSE
break up,end a romantic relationship with someone,fig,"After months of arguments, they [[decided to break up]] and end their relationship",,,TRUE,TRUE,FALSE
,,lit,The construction workers [[decided to break up]] the concrete with a jackhammer,,,TRUE,TRUE,FALSE
bright spark,an intelligent and lively person (humorously),fig,"She was [[a bright spark]] in the team, always coming up with innovative ideas",그녀는 팀에서 [[밝은 불씨]]로서 항상 혁신적인 아이디어를 내놓았습니다,,FALSE,FALSE,FALSE
