idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
speak of the devil,when someone comes in unexpectedly while being talked about,I was just speaking of the devil when Lucifer called me on the phone,1,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 92, 'AssignmentId': '3LPW2N6LK9IV0ZB75SS8RZN0KD1U5L', 'HITId': '341YLJU22XFV5RZQ2QWVL50NSP7I2H', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 290, 'AssignmentId': '3KV0LJBBHI11SE4WTXEP3QB2Z9NMRZ', 'HITId': '341YLJU22XFV5RZQ2QWVL50NSP7I2H', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 281, 'AssignmentId': '31EUONYN2BJHLO6PFXYCWRPAFFFOV9', 'HITId': '341YLJU22XFV5RZQ2QWVL50NSP7I2H', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",2,1,1,1,False,False
when pigs fly,something that will never happen,"It will happen when pigs fly, meaning it is never going to happen",0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 92, 'AssignmentId': '3LPW2N6LK9IV0ZB75SS8RZN0KD1U5L', 'HITId': '341YLJU22XFV5RZQ2QWVL50NSP7I2H', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 290, 'AssignmentId': '3KV0LJBBHI11SE4WTXEP3QB2Z9NMRZ', 'HITId': '341YLJU22XFV5RZQ2QWVL50NSP7I2H', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 281, 'AssignmentId': '31EUONYN2BJHLO6PFXYCWRPAFFFOV9', 'HITId': '341YLJU22XFV5RZQ2QWVL50NSP7I2H', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
carry on,to continue with something,I had to carry on,2,"{'WorkerId': 'A110KENBXU7SUJ', 'WorkTimeInSeconds': 152, 'AssignmentId': '36NEMU28XVT60ALISROVQPJJRO2WMC', 'HITId': '3HRWUH63R9IFIPT4HPBLOKZGYYSN53', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 36, 'AssignmentId': '3BF51CHDTBQR06JM8NFXRP2J9XR0H8', 'HITId': '3HRWUH63R9IFIPT4HPBLOKZGYYSN53', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 199, 'AssignmentId': '3EG49X351ASJ075GFGD03C04AQU6X6', 'HITId': '3HRWUH63R9IFIPT4HPBLOKZGYYSN53', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,0,2,0,False,True
not hurt a fly or flea,"To not be able to cause harm to anyone, including even a tiny and insignificant insect.","I wouldn't hurt a fly or flea, no matter what",1,"{'WorkerId': 'A110KENBXU7SUJ', 'WorkTimeInSeconds': 152, 'AssignmentId': '36NEMU28XVT60ALISROVQPJJRO2WMC', 'HITId': '3HRWUH63R9IFIPT4HPBLOKZGYYSN53', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 36, 'AssignmentId': '3BF51CHDTBQR06JM8NFXRP2J9XR0H8', 'HITId': '3HRWUH63R9IFIPT4HPBLOKZGYYSN53', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 199, 'AssignmentId': '3EG49X351ASJ075GFGD03C04AQU6X6', 'HITId': '3HRWUH63R9IFIPT4HPBLOKZGYYSN53', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",1,2,2,2,False,True
full cry,to talk about a subject in an eager tone,The children were in full cry with enthusiasm to compete in the race,0,"{'WorkerId': 'A110KENBXU7SUJ', 'WorkTimeInSeconds': 152, 'AssignmentId': '36NEMU28XVT60ALISROVQPJJRO2WMC', 'HITId': '3HRWUH63R9IFIPT4HPBLOKZGYYSN53', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 36, 'AssignmentId': '3BF51CHDTBQR06JM8NFXRP2J9XR0H8', 'HITId': '3HRWUH63R9IFIPT4HPBLOKZGYYSN53', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 199, 'AssignmentId': '3EG49X351ASJ075GFGD03C04AQU6X6', 'HITId': '3HRWUH63R9IFIPT4HPBLOKZGYYSN53', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,1,0,0,False,False
begun to see the light,to suddenly begin to understand,I have begun to see the light after doing lots of research and talking to mentors,0,"{'WorkerId': 'A110KENBXU7SUJ', 'WorkTimeInSeconds': 152, 'AssignmentId': '36NEMU28XVT60ALISROVQPJJRO2WMC', 'HITId': '3HRWUH63R9IFIPT4HPBLOKZGYYSN53', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 36, 'AssignmentId': '3BF51CHDTBQR06JM8NFXRP2J9XR0H8', 'HITId': '3HRWUH63R9IFIPT4HPBLOKZGYYSN53', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 199, 'AssignmentId': '3EG49X351ASJ075GFGD03C04AQU6X6', 'HITId': '3HRWUH63R9IFIPT4HPBLOKZGYYSN53', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
turn the tables,change your position with respect to someone else.,"I turned the tables by speaking up for myself, showing them my true potential",0,"{'WorkerId': 'A110KENBXU7SUJ', 'WorkTimeInSeconds': 152, 'AssignmentId': '36NEMU28XVT60ALISROVQPJJRO2WMC', 'HITId': '3HRWUH63R9IFIPT4HPBLOKZGYYSN53', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 36, 'AssignmentId': '3BF51CHDTBQR06JM8NFXRP2J9XR0H8', 'HITId': '3HRWUH63R9IFIPT4HPBLOKZGYYSN53', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 199, 'AssignmentId': '3EG49X351ASJ075GFGD03C04AQU6X6', 'HITId': '3HRWUH63R9IFIPT4HPBLOKZGYYSN53', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
zero hour,a time when a crucial decision or essential action must be taken,It's zero hour,2,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 346, 'AssignmentId': '32EYX73OYGPK5M952Z5BU0SWCVQURZ', 'HITId': '3T8DUCXY12MWEP00HBAE9ZAA9CX9TH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 166, 'AssignmentId': '3U8YCDAGX5W4DZIPRD2R03UK0KO0Q5', 'HITId': '3T8DUCXY12MWEP00HBAE9ZAA9CX9TH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 107, 'AssignmentId': '3XC1O3LBO82U2BZ3XAI53SXVNPUTLH', 'HITId': '3T8DUCXY12MWEP00HBAE9ZAA9CX9TH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",2,2,0,2,False,False
the other side of the coin,"the opposite aspect, contrasting arguments.",Let's consider the other side of the coin before making a decision,0,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 346, 'AssignmentId': '32EYX73OYGPK5M952Z5BU0SWCVQURZ', 'HITId': '3T8DUCXY12MWEP00HBAE9ZAA9CX9TH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 166, 'AssignmentId': '3U8YCDAGX5W4DZIPRD2R03UK0KO0Q5', 'HITId': '3T8DUCXY12MWEP00HBAE9ZAA9CX9TH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 107, 'AssignmentId': '3XC1O3LBO82U2BZ3XAI53SXVNPUTLH', 'HITId': '3T8DUCXY12MWEP00HBAE9ZAA9CX9TH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
bad blood,to have ill feelings towards someone,There is bad blood between them since their last physical altercation,1,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 346, 'AssignmentId': '32EYX73OYGPK5M952Z5BU0SWCVQURZ', 'HITId': '3T8DUCXY12MWEP00HBAE9ZAA9CX9TH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 166, 'AssignmentId': '3U8YCDAGX5W4DZIPRD2R03UK0KO0Q5', 'HITId': '3T8DUCXY12MWEP00HBAE9ZAA9CX9TH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 107, 'AssignmentId': '3XC1O3LBO82U2BZ3XAI53SXVNPUTLH', 'HITId': '3T8DUCXY12MWEP00HBAE9ZAA9CX9TH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,True
forty winks,"sleep for a while, mostly during the day",I had forty winks on my eyes yesterday,1,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 346, 'AssignmentId': '32EYX73OYGPK5M952Z5BU0SWCVQURZ', 'HITId': '3T8DUCXY12MWEP00HBAE9ZAA9CX9TH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 166, 'AssignmentId': '3U8YCDAGX5W4DZIPRD2R03UK0KO0Q5', 'HITId': '3T8DUCXY12MWEP00HBAE9ZAA9CX9TH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 107, 'AssignmentId': '3XC1O3LBO82U2BZ3XAI53SXVNPUTLH', 'HITId': '3T8DUCXY12MWEP00HBAE9ZAA9CX9TH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",2,0,0,0,False,True
sink or swim,"having to do something alone, and their success or failure depends entirely on their own efforts","He's in a sink or swim situation, where he will either be able to stay afloat or be underwater",1,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 346, 'AssignmentId': '32EYX73OYGPK5M952Z5BU0SWCVQURZ', 'HITId': '3T8DUCXY12MWEP00HBAE9ZAA9CX9TH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 166, 'AssignmentId': '3U8YCDAGX5W4DZIPRD2R03UK0KO0Q5', 'HITId': '3T8DUCXY12MWEP00HBAE9ZAA9CX9TH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 107, 'AssignmentId': '3XC1O3LBO82U2BZ3XAI53SXVNPUTLH', 'HITId': '3T8DUCXY12MWEP00HBAE9ZAA9CX9TH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
in hot water,in trouble or state of shame,He's in hot water following the scandal that he has been caught in,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 263, 'AssignmentId': '3FTYUGLFSA19JX0LJX2JHZJCYD75DN', 'HITId': '371QPA24DH4EPKX5DYVLUTSRB091T0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 198, 'AssignmentId': '3OXV7EAXLU67K9Y2VR6CWWB03VV365', 'HITId': '371QPA24DH4EPKX5DYVLUTSRB091T0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 270, 'AssignmentId': '32N49TQG3WYSJKCO5ETUVW55QYEAVZ', 'HITId': '371QPA24DH4EPKX5DYVLUTSRB091T0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
go through the roof,to become very angry,My enthusiasm went through the roof when I was trying to see what's above it,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 263, 'AssignmentId': '3FTYUGLFSA19JX0LJX2JHZJCYD75DN', 'HITId': '371QPA24DH4EPKX5DYVLUTSRB091T0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 198, 'AssignmentId': '3OXV7EAXLU67K9Y2VR6CWWB03VV365', 'HITId': '371QPA24DH4EPKX5DYVLUTSRB091T0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 270, 'AssignmentId': '32N49TQG3WYSJKCO5ETUVW55QYEAVZ', 'HITId': '371QPA24DH4EPKX5DYVLUTSRB091T0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",2,0,0,0,False,True
a bed of roses,easy option,It's not a bed of roses,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 263, 'AssignmentId': '3FTYUGLFSA19JX0LJX2JHZJCYD75DN', 'HITId': '371QPA24DH4EPKX5DYVLUTSRB091T0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 198, 'AssignmentId': '3OXV7EAXLU67K9Y2VR6CWWB03VV365', 'HITId': '371QPA24DH4EPKX5DYVLUTSRB091T0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 270, 'AssignmentId': '32N49TQG3WYSJKCO5ETUVW55QYEAVZ', 'HITId': '371QPA24DH4EPKX5DYVLUTSRB091T0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
by hook or by crook,by any possible means,"He will get it by hook or by crook, no matter what it takes",0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 263, 'AssignmentId': '3FTYUGLFSA19JX0LJX2JHZJCYD75DN', 'HITId': '371QPA24DH4EPKX5DYVLUTSRB091T0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 198, 'AssignmentId': '3OXV7EAXLU67K9Y2VR6CWWB03VV365', 'HITId': '371QPA24DH4EPKX5DYVLUTSRB091T0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 270, 'AssignmentId': '32N49TQG3WYSJKCO5ETUVW55QYEAVZ', 'HITId': '371QPA24DH4EPKX5DYVLUTSRB091T0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,0,2,0,False,False
card up sleeve,to have a secret advantage that is suddenly revealed to change the game,He had a card up his sleeve when he asked for a raise at work,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 263, 'AssignmentId': '3FTYUGLFSA19JX0LJX2JHZJCYD75DN', 'HITId': '371QPA24DH4EPKX5DYVLUTSRB091T0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 198, 'AssignmentId': '3OXV7EAXLU67K9Y2VR6CWWB03VV365', 'HITId': '371QPA24DH4EPKX5DYVLUTSRB091T0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 270, 'AssignmentId': '32N49TQG3WYSJKCO5ETUVW55QYEAVZ', 'HITId': '371QPA24DH4EPKX5DYVLUTSRB091T0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
turn down a glass,to decline something that someone has offered.,She turned down a glass when the waiter offered her a drink; an indication that she didn't want to consume anything,0,"{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 267, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7DLOIE', 'HITId': '3ZTE0JGGDT8IZV2VXEY6HF5VGPJOCR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 476, 'AssignmentId': '3TUI152ZZR34KO37NW6RE8DU5CRQ1V', 'HITId': '3ZTE0JGGDT8IZV2VXEY6HF5VGPJOCR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 67, 'AssignmentId': '3WEV0KO0O28APZYWVTFRAAT4CXGSDD', 'HITId': '3ZTE0JGGDT8IZV2VXEY6HF5VGPJOCR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,True
feet of clay,have a flaw or weakness most people are unaware of.,He has feet of clay so he can never achieve his dreams,0,"{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 267, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7DLOIE', 'HITId': '3ZTE0JGGDT8IZV2VXEY6HF5VGPJOCR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 476, 'AssignmentId': '3TUI152ZZR34KO37NW6RE8DU5CRQ1V', 'HITId': '3ZTE0JGGDT8IZV2VXEY6HF5VGPJOCR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 67, 'AssignmentId': '3WEV0KO0O28APZYWVTFRAAT4CXGSDD', 'HITId': '3ZTE0JGGDT8IZV2VXEY6HF5VGPJOCR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
zip it,to ask someone to shut up,Zip it up so your coat won't be open,1,"{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 267, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7DLOIE', 'HITId': '3ZTE0JGGDT8IZV2VXEY6HF5VGPJOCR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 476, 'AssignmentId': '3TUI152ZZR34KO37NW6RE8DU5CRQ1V', 'HITId': '3ZTE0JGGDT8IZV2VXEY6HF5VGPJOCR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 67, 'AssignmentId': '3WEV0KO0O28APZYWVTFRAAT4CXGSDD', 'HITId': '3ZTE0JGGDT8IZV2VXEY6HF5VGPJOCR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
pie in the sky,used to portray or refer to something that is lovely to consider however is probably not going to happen,It's a pie in the sky because it's too high up on the shelf,1,"{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 267, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7DLOIE', 'HITId': '3ZTE0JGGDT8IZV2VXEY6HF5VGPJOCR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 476, 'AssignmentId': '3TUI152ZZR34KO37NW6RE8DU5CRQ1V', 'HITId': '3ZTE0JGGDT8IZV2VXEY6HF5VGPJOCR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 67, 'AssignmentId': '3WEV0KO0O28APZYWVTFRAAT4CXGSDD', 'HITId': '3ZTE0JGGDT8IZV2VXEY6HF5VGPJOCR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
there's no such thing as a free lunch,to be aware of something that seems free of cost but may have a charge levied in another form,"You can't get a free lunch, so you will have to work hard to achieve the desired outcome",0,"{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 267, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7DLOIE', 'HITId': '3ZTE0JGGDT8IZV2VXEY6HF5VGPJOCR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 3, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 476, 'AssignmentId': '3TUI152ZZR34KO37NW6RE8DU5CRQ1V', 'HITId': '3ZTE0JGGDT8IZV2VXEY6HF5VGPJOCR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 67, 'AssignmentId': '3WEV0KO0O28APZYWVTFRAAT4CXGSDD', 'HITId': '3ZTE0JGGDT8IZV2VXEY6HF5VGPJOCR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",3,0,0,0,False,False
hung out to dry,"to abandon someone who is in difficulty, without giving any assistance or support",They hung her out to dry when they refused to give her any help,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 50, 'AssignmentId': '3GLB5JMZFDB7ZUP50TLALWA1OMMDGE', 'HITId': '32CAVSKPDT5TPXCUD3LVZPETUEG1UR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 249, 'AssignmentId': '3IAS3U3I0VWO53JENI9FO2S0BI6B2N', 'HITId': '32CAVSKPDT5TPXCUD3LVZPETUEG1UR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 126, 'AssignmentId': '3DYGAII7P1O71GM98YHHF4VS8SYQP0', 'HITId': '32CAVSKPDT5TPXCUD3LVZPETUEG1UR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
the sun rises and sets on them,to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else,She thinks the sun rises and sets on them because they live in a village near the equator,1,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 50, 'AssignmentId': '3GLB5JMZFDB7ZUP50TLALWA1OMMDGE', 'HITId': '32CAVSKPDT5TPXCUD3LVZPETUEG1UR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 249, 'AssignmentId': '3IAS3U3I0VWO53JENI9FO2S0BI6B2N', 'HITId': '32CAVSKPDT5TPXCUD3LVZPETUEG1UR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 126, 'AssignmentId': '3DYGAII7P1O71GM98YHHF4VS8SYQP0', 'HITId': '32CAVSKPDT5TPXCUD3LVZPETUEG1UR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",1,1,2,1,False,False
