idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
chill to the bone,to get frightened or scare somebody,The wind was chill to the bone; I felt so uncomfortable when I stepped outside today,0,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 39.264, 'AssignmentId': '3R6P78PK70REGJL2MJLPQ0SNRDQGTQ', 'HITId': '31MCUE39CZ26UIPEG2AXJ3SZJQYG3H', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 70.814, 'AssignmentId': '3ZSANO2JCVN7NJCSMZAHYAWPOFCFS1', 'HITId': '31MCUE39CZ26UIPEG2AXJ3SZJQYG3H', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A3RR85PK3AV9TU', 'WorkTimeInSeconds': 56.091, 'AssignmentId': '3MD9PLUKKYUGCNBNFFN22821DLYZNX', 'HITId': '31MCUE39CZ26UIPEG2AXJ3SZJQYG3H', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,True
straight shooter,someone who speaks the truth,He's a straight shooter when it comes to shooting hoops,1,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 45.641, 'AssignmentId': '39GXDJN2O9UE0WJ98G9GZ5ZA1MRV8I', 'HITId': '389A2A3053YXWEACVTWVRE9DINJC07', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 50.674, 'AssignmentId': '32AT8R96G1PW619IHO5GKAXSY2QSUC', 'HITId': '38B7Q9C29VLQCRPOLY2LYPIWP4569M', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 143.407, 'AssignmentId': '3WT783CTPRX13LBGKBYL0F1MNEYCBM', 'HITId': '38B7Q9C29VLQCRPOLY2LYPIWP4569M', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,2,1,1,False,False
head and shoulders above,significantly better than everybody else in the field,She's head and shoulders above the rest in terms of her physical height,1,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 45.641, 'AssignmentId': '39GXDJN2O9UE0WJ98G9GZ5ZA1MRV8I', 'HITId': '389A2A3053YXWEACVTWVRE9DINJC07', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 50.674, 'AssignmentId': '32AT8R96G1PW619IHO5GKAXSY2QSUC', 'HITId': '38B7Q9C29VLQCRPOLY2LYPIWP4569M', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 143.407, 'AssignmentId': '3WT783CTPRX13LBGKBYL0F1MNEYCBM', 'HITId': '38B7Q9C29VLQCRPOLY2LYPIWP4569M', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,0,1,1,False,False
ray of sunshine,someone or something that brings hope into the lives of others,She was a ray of sunshine,2,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 45.641, 'AssignmentId': '39GXDJN2O9UE0WJ98G9GZ5ZA1MRV8I', 'HITId': '389A2A3053YXWEACVTWVRE9DINJC07', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 50.674, 'AssignmentId': '32AT8R96G1PW619IHO5GKAXSY2QSUC', 'HITId': '38B7Q9C29VLQCRPOLY2LYPIWP4569M', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 143.407, 'AssignmentId': '3WT783CTPRX13LBGKBYL0F1MNEYCBM', 'HITId': '38B7Q9C29VLQCRPOLY2LYPIWP4569M', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
out of the frying pan into the fire,to go from a bad to worse situation,He went from the frying pan into the fire after changing jobs,0,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 45.641, 'AssignmentId': '39GXDJN2O9UE0WJ98G9GZ5ZA1MRV8I', 'HITId': '389A2A3053YXWEACVTWVRE9DINJC07', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 50.674, 'AssignmentId': '32AT8R96G1PW619IHO5GKAXSY2QSUC', 'HITId': '38B7Q9C29VLQCRPOLY2LYPIWP4569M', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 143.407, 'AssignmentId': '3WT783CTPRX13LBGKBYL0F1MNEYCBM', 'HITId': '38B7Q9C29VLQCRPOLY2LYPIWP4569M', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
cry over spilt milk,to be upset about things that have already been done,Don't cry over spilt milk; it's not worth wallowing in regret,0,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 45.641, 'AssignmentId': '39GXDJN2O9UE0WJ98G9GZ5ZA1MRV8I', 'HITId': '389A2A3053YXWEACVTWVRE9DINJC07', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 50.674, 'AssignmentId': '32AT8R96G1PW619IHO5GKAXSY2QSUC', 'HITId': '38B7Q9C29VLQCRPOLY2LYPIWP4569M', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 143.407, 'AssignmentId': '3WT783CTPRX13LBGKBYL0F1MNEYCBM', 'HITId': '38B7Q9C29VLQCRPOLY2LYPIWP4569M', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
rise and shine,to ask someone to wake up and become active in the daily chores,It's time to rise and shine,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 24.448, 'AssignmentId': '3DI28L7YXQUFNLD2E5BRKROGMEK1EL', 'HITId': '3IKDQS3DRTG839RSZJL1XI994G3IC9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.148, 'AssignmentId': '3IRIK4HM3Q0VX9ULOKHDPZFU9DNC61', 'HITId': '3IKDQS3DRTG839RSZJL1XI994G3IC9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 47.05, 'AssignmentId': '3K5TEWLKGBR7P2VMH2L7CUTO3BYIV0', 'HITId': '3IKDQS3DRTG839RSZJL1XI994G3IC9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",0,2,1,0,True,True
out on the town,go out and enjoy yourself at one or more places in the town,She was out on the town last night enjoying her time after a long day of work,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 24.448, 'AssignmentId': '3DI28L7YXQUFNLD2E5BRKROGMEK1EL', 'HITId': '3IKDQS3DRTG839RSZJL1XI994G3IC9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.148, 'AssignmentId': '3IRIK4HM3Q0VX9ULOKHDPZFU9DNC61', 'HITId': '3IKDQS3DRTG839RSZJL1XI994G3IC9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 47.05, 'AssignmentId': '3K5TEWLKGBR7P2VMH2L7CUTO3BYIV0', 'HITId': '3IKDQS3DRTG839RSZJL1XI994G3IC9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",0,0,1,0,False,False
just around the corner,somethig that is expected to happen very soon,My birthday is just around the corner,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 24.448, 'AssignmentId': '3DI28L7YXQUFNLD2E5BRKROGMEK1EL', 'HITId': '3IKDQS3DRTG839RSZJL1XI994G3IC9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.148, 'AssignmentId': '3IRIK4HM3Q0VX9ULOKHDPZFU9DNC61', 'HITId': '3IKDQS3DRTG839RSZJL1XI994G3IC9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 47.05, 'AssignmentId': '3K5TEWLKGBR7P2VMH2L7CUTO3BYIV0', 'HITId': '3IKDQS3DRTG839RSZJL1XI994G3IC9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
bang head against wall,to be frustrated in your efforts to change something or make something happen,He's been banging his head against the wall even though it's giving him a headache,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 24.448, 'AssignmentId': '3DI28L7YXQUFNLD2E5BRKROGMEK1EL', 'HITId': '3IKDQS3DRTG839RSZJL1XI994G3IC9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.148, 'AssignmentId': '3IRIK4HM3Q0VX9ULOKHDPZFU9DNC61', 'HITId': '3IKDQS3DRTG839RSZJL1XI994G3IC9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 47.05, 'AssignmentId': '3K5TEWLKGBR7P2VMH2L7CUTO3BYIV0', 'HITId': '3IKDQS3DRTG839RSZJL1XI994G3IC9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
long run,far away in the future,It will help in the long run,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 24.448, 'AssignmentId': '3DI28L7YXQUFNLD2E5BRKROGMEK1EL', 'HITId': '3IKDQS3DRTG839RSZJL1XI994G3IC9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.148, 'AssignmentId': '3IRIK4HM3Q0VX9ULOKHDPZFU9DNC61', 'HITId': '3IKDQS3DRTG839RSZJL1XI994G3IC9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 47.05, 'AssignmentId': '3K5TEWLKGBR7P2VMH2L7CUTO3BYIV0', 'HITId': '3IKDQS3DRTG839RSZJL1XI994G3IC9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",0,0,2,0,False,True
on the brink of,to be on the verge of doing something,The town was on the brink of disaster as the river water was only a few inches away from overflowing its banks,1,"{'WorkerId': 'A2H1QUGX0SOUMH', 'WorkTimeInSeconds': 129.017, 'AssignmentId': '3TE3O8573GOBLA03JFV5OHX4T9OR25', 'HITId': '375VMB7D5YZI81X6ZFGCHORRPGFID9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 47.78, 'AssignmentId': '3ATTHHXXWQ4ZTR0HHHMP0FQ9JM7IX4', 'HITId': '375VMB7D5YZI81X6ZFGCHORRPGFID9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 39.886, 'AssignmentId': '3ON104KXQ0CQWKWCMNOZ4V2J52ZW49', 'HITId': '375VMB7D5YZI81X6ZFGCHORRPGFID9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",1,1,0,1,False,False
as well as,additionally,I visited the store as well as the museum to get the best of both worlds,0,"{'WorkerId': 'A2H1QUGX0SOUMH', 'WorkTimeInSeconds': 129.017, 'AssignmentId': '3TE3O8573GOBLA03JFV5OHX4T9OR25', 'HITId': '375VMB7D5YZI81X6ZFGCHORRPGFID9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 47.78, 'AssignmentId': '3ATTHHXXWQ4ZTR0HHHMP0FQ9JM7IX4', 'HITId': '375VMB7D5YZI81X6ZFGCHORRPGFID9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 39.886, 'AssignmentId': '3ON104KXQ0CQWKWCMNOZ4V2J52ZW49', 'HITId': '375VMB7D5YZI81X6ZFGCHORRPGFID9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",2,1,1,1,False,True
have kittens,"to be very worried, upset, or angry about something",She had kittens when she heard about the terrible news,0,"{'WorkerId': 'A2H1QUGX0SOUMH', 'WorkTimeInSeconds': 129.017, 'AssignmentId': '3TE3O8573GOBLA03JFV5OHX4T9OR25', 'HITId': '375VMB7D5YZI81X6ZFGCHORRPGFID9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 47.78, 'AssignmentId': '3ATTHHXXWQ4ZTR0HHHMP0FQ9JM7IX4', 'HITId': '375VMB7D5YZI81X6ZFGCHORRPGFID9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 39.886, 'AssignmentId': '3ON104KXQ0CQWKWCMNOZ4V2J52ZW49', 'HITId': '375VMB7D5YZI81X6ZFGCHORRPGFID9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
make ends meet,make sufficient money to survive on,He's been struggling to make ends meet,2,"{'WorkerId': 'A2H1QUGX0SOUMH', 'WorkTimeInSeconds': 129.017, 'AssignmentId': '3TE3O8573GOBLA03JFV5OHX4T9OR25', 'HITId': '375VMB7D5YZI81X6ZFGCHORRPGFID9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 47.78, 'AssignmentId': '3ATTHHXXWQ4ZTR0HHHMP0FQ9JM7IX4', 'HITId': '375VMB7D5YZI81X6ZFGCHORRPGFID9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 39.886, 'AssignmentId': '3ON104KXQ0CQWKWCMNOZ4V2J52ZW49', 'HITId': '375VMB7D5YZI81X6ZFGCHORRPGFID9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,2,0,0,False,True
skating on thin ice,to do something considered quite dangerous or risky,He's skating on thin ice as he's balancing on the edge of disaster,0,"{'WorkerId': 'A2H1QUGX0SOUMH', 'WorkTimeInSeconds': 129.017, 'AssignmentId': '3TE3O8573GOBLA03JFV5OHX4T9OR25', 'HITId': '375VMB7D5YZI81X6ZFGCHORRPGFID9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 47.78, 'AssignmentId': '3ATTHHXXWQ4ZTR0HHHMP0FQ9JM7IX4', 'HITId': '375VMB7D5YZI81X6ZFGCHORRPGFID9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 39.886, 'AssignmentId': '3ON104KXQ0CQWKWCMNOZ4V2J52ZW49', 'HITId': '375VMB7D5YZI81X6ZFGCHORRPGFID9', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",2,0,0,0,False,False
go through channels,to follow the correct steps in order to get something done,"They went through the channels, as in the waterways, to get to their destination",1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 32.158, 'AssignmentId': '3K4J6M3CXU991NMTGJU8VV2V3O6GA6', 'HITId': '3WPCIUYH2PO8HFDHTRFGVVT00XVDTL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 48.396, 'AssignmentId': '37W3JXSD6MO6URAWBUC6KK6Q03YYWW', 'HITId': '3WPCIUYH2PO8HFDHTRFGVVT00XVDTL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 24.001, 'AssignmentId': '3GFK2QRXXPX8S30C0S799N8X5YUW5E', 'HITId': '3WPCIUYH2PO8HFDHTRFGVVT00XVDTL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
in the red,more money going out than coming in,Her bank account was in the red,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 32.158, 'AssignmentId': '3K4J6M3CXU991NMTGJU8VV2V3O6GA6', 'HITId': '3WPCIUYH2PO8HFDHTRFGVVT00XVDTL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 48.396, 'AssignmentId': '37W3JXSD6MO6URAWBUC6KK6Q03YYWW', 'HITId': '3WPCIUYH2PO8HFDHTRFGVVT00XVDTL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 24.001, 'AssignmentId': '3GFK2QRXXPX8S30C0S799N8X5YUW5E', 'HITId': '3WPCIUYH2PO8HFDHTRFGVVT00XVDTL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
miss the boat,miss a chance,We missed the boat when it sailed away from the docks,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 32.158, 'AssignmentId': '3K4J6M3CXU991NMTGJU8VV2V3O6GA6', 'HITId': '3WPCIUYH2PO8HFDHTRFGVVT00XVDTL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 48.396, 'AssignmentId': '37W3JXSD6MO6URAWBUC6KK6Q03YYWW', 'HITId': '3WPCIUYH2PO8HFDHTRFGVVT00XVDTL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 24.001, 'AssignmentId': '3GFK2QRXXPX8S30C0S799N8X5YUW5E', 'HITId': '3WPCIUYH2PO8HFDHTRFGVVT00XVDTL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
cutting edge,to be among the latest and the best (often used for technological advancements),"They are on the cutting edge"" ",2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 32.158, 'AssignmentId': '3K4J6M3CXU991NMTGJU8VV2V3O6GA6', 'HITId': '3WPCIUYH2PO8HFDHTRFGVVT00XVDTL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 48.396, 'AssignmentId': '37W3JXSD6MO6URAWBUC6KK6Q03YYWW', 'HITId': '3WPCIUYH2PO8HFDHTRFGVVT00XVDTL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 24.001, 'AssignmentId': '3GFK2QRXXPX8S30C0S799N8X5YUW5E', 'HITId': '3WPCIUYH2PO8HFDHTRFGVVT00XVDTL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",2,2,0,2,False,False
not playing with a full deck,not mentally sound,He's not playing with a full deck because he's making some really illogical decisions,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 32.158, 'AssignmentId': '3K4J6M3CXU991NMTGJU8VV2V3O6GA6', 'HITId': '3WPCIUYH2PO8HFDHTRFGVVT00XVDTL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 48.396, 'AssignmentId': '37W3JXSD6MO6URAWBUC6KK6Q03YYWW', 'HITId': '3WPCIUYH2PO8HFDHTRFGVVT00XVDTL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 24.001, 'AssignmentId': '3GFK2QRXXPX8S30C0S799N8X5YUW5E', 'HITId': '3WPCIUYH2PO8HFDHTRFGVVT00XVDTL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
the sun rises and sets on them,to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else,She thinks the sun rises and sets on them because they are her world,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 16.918, 'AssignmentId': '3RANCT1ZVVXXPFSG62JLULNSUE5BUV', 'HITId': '3L2OEKSTXOQSH6GKMPRZHK7E48G8YZ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 32.947, 'AssignmentId': '32UTUBMZ7WCX2UHGBSTQQ7PB8LEBVK', 'HITId': '3L2OEKSTXOQSH6GKMPRZHK7E48G8YZ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 161.023, 'AssignmentId': '31N2WW6R976332RDWK9GQ2ODWZDF39', 'HITId': '3L2OEKSTXOQSH6GKMPRZHK7E48G8YZ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
bells and whistles,special features that are added to a product or system to attract more buyers,I wanted all the bells and whistles,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 16.918, 'AssignmentId': '3RANCT1ZVVXXPFSG62JLULNSUE5BUV', 'HITId': '3L2OEKSTXOQSH6GKMPRZHK7E48G8YZ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 32.947, 'AssignmentId': '32UTUBMZ7WCX2UHGBSTQQ7PB8LEBVK', 'HITId': '3L2OEKSTXOQSH6GKMPRZHK7E48G8YZ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 161.023, 'AssignmentId': '31N2WW6R976332RDWK9GQ2ODWZDF39', 'HITId': '3L2OEKSTXOQSH6GKMPRZHK7E48G8YZ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
in full swing,at a stage when the level of activity is at its highest,The party is in full swing as the DJ is playing all the latest songs,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 16.918, 'AssignmentId': '3RANCT1ZVVXXPFSG62JLULNSUE5BUV', 'HITId': '3L2OEKSTXOQSH6GKMPRZHK7E48G8YZ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 32.947, 'AssignmentId': '32UTUBMZ7WCX2UHGBSTQQ7PB8LEBVK', 'HITId': '3L2OEKSTXOQSH6GKMPRZHK7E48G8YZ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 161.023, 'AssignmentId': '31N2WW6R976332RDWK9GQ2ODWZDF39', 'HITId': '3L2OEKSTXOQSH6GKMPRZHK7E48G8YZ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
